,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,St. Louis Rams,Oak,32.00,6.0,3,0,2,0,1,0,183,61,244
1,Minnesota Vikings,Car,29.00,4.0,1,0,0,2,2,13,170,178,348
2,Jacksonville Jaguars,NYG,23.00,4.0,0,0,3,0,2,24,213,116,329
3,Buffalo Bills,Cle,21.00,2.0,2,0,1,0,1,10,241,74,315
4,Seattle Seahawks,@SF,20.00,4.0,2,0,1,0,0,3,100,64,164
5,Philadelphia Eagles,@Dal,17.00,4.0,2,0,1,0,0,10,174,93,267
6,Denver Broncos,@KC,16.00,6.0,1,0,2,0,0,16,110,41,151
7,Indianapolis Colts,Was,15.00,6.0,0,0,1,0,1,27,341,84,425
8,Houston Texans,Ten,12.00,3.0,3,0,1,0,0,21,237,83,320
9,Tampa Bay Buccaneers,Cin,12.00,2.0,3,0,0,0,0,14,176,112,288
10,Detroit Lions,Chi,11.00,3.0,2,0,0,0,0,17,256,13,269
11,Miami Dolphins,@NYJ,11.00,2.0,1,0,0,0,0,13,49,277,326
12,Atlanta Falcons,Ari,10.00,0.0,2,0,1,0,0,18,294,35,329
13,Cincinnati Bengals,@TB,10.00,1.0,1,0,0,0,0,13,188,75,263
14,Tennessee Titans,@Hou,10.00,0.0,0,0,1,1,1,45,358,99,457
15,Arizona Cardinals,@Atl,9.00,1.0,1,0,0,0,1,29,358,142,500
16,Cleveland Browns,@Buf,8.00,1.0,2,0,0,1,0,26,181,106,287
17,New York Giants,@Jax,8.00,7.0,0,0,0,0,0,25,140,118,258
18,New York Jets,Mia,8.00,2.0,1,0,0,0,0,16,217,74,291
19,San Francisco 49ers,Sea,8.00,4.0,0,0,0,0,0,19,222,157,379
20,Washington Redskins,@Ind,7.00,1.0,1,0,2,0,0,49,361,126,487
21,Baltimore Ravens,SD,6.00,2.0,1,0,1,0,0,34,376,64,440
22,New Orleans Saints,@Pit,5.00,1.0,2,0,0,0,0,32,435,103,538
23,Chicago Bears,@Det,4.00,2.0,0,0,1,0,0,34,383,91,474
24,New England Patriots,@GB,4.00,3.0,0,0,0,0,0,26,348,130,478
25,Carolina Panthers,@Min,3.00,3.0,0,0,0,0,0,31,118,92,210
26,Dallas Cowboys,Phi,3.00,1.0,0,0,1,0,0,33,208,256,464
27,Kansas City Chiefs,Den,3.00,1.0,0,0,1,0,0,29,174,214,388
28,Green Bay Packers,NE,2.00,1.0,0,0,0,0,0,21,236,84,320
29,Oakland Raiders,@Stl,1.00,1.0,0,0,0,0,0,52,176,172,348
30,Pittsburgh Steelers,NO,1.00,1.0,0,0,0,0,0,35,250,143,393
31,San Diego Chargers,@Bal,0.00,0.0,0,0,0,0,0,33,225,125,350
