,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Houston Texans,Jax,32.00,8.0,2,0,2,0,1,6,183,32,215
1,Minnesota Vikings,@GB,22.00,5.0,1,0,1,0,1,13,274,76,350
2,Pittsburgh Steelers,@Cle,22.00,7.0,2,0,2,0,0,12,177,86,263
3,Seattle Seahawks,@Ari,18.00,2.0,3,0,0,0,0,6,205,27,232
4,Kansas City Chiefs,Oak,16.00,6.0,1,1,0,1,0,17,157,48,205
5,Carolina Panthers,TB,15.00,2.0,2,0,1,0,0,10,309,77,386
6,Detroit Lions,@Chi,15.00,5.0,3,0,0,0,0,20,231,111,342
7,Indianapolis Colts,Ten,13.00,4.0,1,0,0,0,1,24,94,137,231
8,San Diego Chargers,@Den,13.00,2.0,2,0,3,0,0,27,293,210,503
9,Oakland Raiders,@KC,12.00,1.0,2,0,0,0,1,23,150,189,339
10,Buffalo Bills,NYJ,11.00,1.0,3,0,0,0,0,17,178,122,300
11,Green Bay Packers,Min,11.00,3.0,1,0,1,0,0,20,91,151,242
12,New Orleans Saints,@Atl,11.00,1.0,1,0,1,1,0,17,327,87,414
13,Washington Redskins,@Dal,11.00,4.0,2,0,1,0,0,23,412,100,512
14,Philadelphia Eagles,@NYG,10.00,2.0,0,0,1,0,1,30,294,208,502
15,Cincinnati Bengals,Bal,9.00,1.0,2,0,0,0,0,16,282,59,341
16,Denver Broncos,SD,9.00,3.0,1,0,0,0,0,20,207,110,317
17,Miami Dolphins,NE,9.00,2.0,0,0,0,0,0,10,126,70,196
18,Tampa Bay Buccaneers,@Car,8.00,4.0,0,0,2,0,0,38,255,111,366
19,St. Louis Rams,@SF,7.00,1.0,1,0,0,0,0,19,350,108,458
20,Atlanta Falcons,NO,6.00,0.0,0,0,1,0,0,20,323,67,390
21,Cleveland Browns,Pit,6.00,0.0,2,0,1,0,0,28,349,30,379
22,San Francisco 49ers,Stl,6.00,0.0,0,0,0,1,0,16,231,133,364
23,Chicago Bears,Det,5.00,4.0,0,0,0,0,0,24,282,67,349
24,New England Patriots,@Mia,5.00,1.0,0,0,0,0,0,20,342,96,438
25,New York Giants,Phi,5.00,1.0,1,0,1,0,0,35,315,120,435
26,New York Jets,@Buf,5.00,2.0,0,0,1,0,0,22,182,113,295
27,Baltimore Ravens,@Cin,4.00,3.0,0,0,0,0,0,24,147,145,292
28,Jacksonville Jaguars,@Hou,4.00,2.0,1,0,0,0,0,30,242,160,402
29,Dallas Cowboys,Was,3.00,1.0,0,1,0,0,0,34,291,146,437
30,Tennessee Titans,@Ind,3.00,1.0,1,0,0,0,0,30,200,127,327
31,Arizona Cardinals,Sea,1.00,1.0,0,0,0,0,0,36,209,145,354
