,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Ben Roethlisberger, Pit",Det,39.00,45,29,367,4,0,0,6,12,0,0,0,0,0,0,0,0
1,"Cam Newton, Car",NE,32.00,28,19,209,3,0,0,7,62,0,0,0,0,0,0,0,0
2,"Carson Palmer, Ari",@Jax,28.00,42,30,419,2,0,0,3,-3,0,0,0,0,0,0,0,0
3,"Robert Griffin III, Was",@Phi,27.00,35,17,264,2,1,1,10,44,0,1,0,0,0,0,1,0
4,"Matthew Stafford, Det",@Pit,26.00,46,19,362,2,1,0,3,24,0,0,0,0,0,0,0,0
5,"Alex Smith, KC",@Den,26.00,45,21,230,2,0,0,5,52,0,0,0,0,0,0,0,0
6,"Matt McGloin, Oak",@Hou,25.00,32,18,197,3,0,0,3,-3,0,0,0,0,0,0,0,0
7,"Russell Wilson, Sea",Min,22.00,18,13,230,2,0,0,2,14,0,0,0,0,0,0,0,0
8,"E.J. Manuel, Buf",NYJ,21.00,28,20,245,2,0,0,7,9,0,0,0,0,0,0,0,0
9,"Mike Glennon, TB",Atl,21.00,23,20,231,2,0,0,1,4,0,0,0,0,0,0,0,0
10,"Nick Foles, Phi",Was,21.00,26,17,298,0,0,0,9,47,1,0,0,0,0,0,0,0
11,"Matt Ryan, Atl",@TB,18.00,36,19,254,2,2,0,0,0,0,0,0,0,0,0,0,0
12,"Andrew Luck, Ind",@Ten,18.00,36,23,232,0,0,0,9,31,1,0,0,0,0,0,0,0
13,"Peyton Manning, Den",KC,17.00,40,24,323,1,0,0,1,0,0,0,0,0,0,0,1,0
14,"Colin Kaepernick, SF",@NO,17.00,31,17,127,2,1,0,3,25,0,0,0,0,0,0,0,0
15,"Andy Dalton, Cin",Cle,17.00,27,13,93,3,2,0,4,0,0,0,0,0,0,0,0,0
16,"Ryan Tannehill, Mia",SD,16.00,35,22,268,1,1,0,4,21,0,0,0,0,0,0,0,0
17,"Ryan Fitzpatrick, Ten",Ind,16.00,28,22,222,1,0,0,4,26,0,0,0,0,0,0,0,0
18,"Drew Brees, NO",SF,16.00,43,30,305,1,1,0,1,-1,0,0,0,0,0,0,0,0
19,"Philip Rivers, SD",@Mia,15.00,34,22,298,1,1,0,2,6,0,0,0,0,0,0,0,0
20,"Eli Manning, NYG",GB,15.00,35,25,279,1,1,0,1,3,0,0,0,0,0,0,0,0
21,"Tom Brady, NE",@Car,15.00,40,29,296,1,1,0,1,3,0,0,0,0,0,0,0,0
22,"Josh McCown, Chi",Bal,14.00,31,19,216,1,0,0,2,-1,0,0,0,0,0,0,0,0
23,"Chad Henne, Jax",Ari,12.00,42,27,255,1,2,0,0,0,0,0,0,0,0,0,0,0
24,"Case Keenum, Hou",Oak,10.00,24,13,170,1,1,0,0,0,0,0,0,0,0,0,0,0
25,"Joe Flacco, Bal",@Chi,10.00,31,17,162,1,2,0,4,20,0,0,0,0,0,0,0,0
26,"Jason Campbell, Cle",@Cin,9.00,56,27,248,1,3,0,0,0,0,0,0,0,0,0,0,0
27,"Scott Tolzien, GB",@NYG,8.00,34,24,339,0,3,0,2,11,0,0,0,0,0,0,0,0
28,"Matt Simms, NYJ",@Buf,8.00,6,4,60,1,0,0,0,0,0,0,0,0,0,0,0,0
29,"Matt Cassel, Min",@Sea,7.00,13,5,78,1,1,0,0,0,0,0,0,0,0,0,0,0
30,"Matt Schaub, Hou",Oak,6.00,25,12,155,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Christian Ponder, Min",@Sea,6.00,22,13,129,1,2,0,5,0,0,0,0,0,0,0,1,0
32,"Dominique Davis, Atl",@TB,3.00,7,5,34,0,0,1,0,0,0,0,0,0,0,0,0,0
33,"Joe Webb, Min",@Sea,2.00,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0
34,"Tarvaris Jackson, Sea",Min,0.00,3,1,6,0,0,0,1,-1,0,0,0,0,0,0,0,0
35,"Armanti Edwards, Cle",@Cin,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,"Geno Smith, NYJ",@Buf,-3.00,23,8,103,0,3,0,1,0,0,0,0,0,0,0,1,0
