,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Martellus Bennett, Chi",Oak,25.00,0,0,0,0,0,0,0,0,0,0,11,83,1,0,0,0
1,"Coby Fleener, Ind",Jax,23.00,0,0,0,0,0,0,0,0,0,0,9,83,1,0,0,0
2,"Charles Clay, Buf",NYG,20.00,0,0,0,0,0,0,0,0,0,0,9,111,0,0,0,0
3,"Gary Barnidge, Cle",@SD,19.00,0,0,0,0,0,0,0,0,0,0,6,75,1,0,0,0
4,"Richard Rodgers, GB",@SF,15.00,0,0,0,0,0,0,0,0,0,0,5,45,1,0,0,0
5,"Ladarius Green, SD",Cle,15.00,0,0,0,0,0,0,0,0,0,0,4,53,1,0,0,0
6,"C.J. Fiedorowicz, Hou",@Atl,10.00,0,0,0,0,0,0,0,0,0,0,3,28,1,0,1,0
7,"Jason Witten, Dal",@NO,9.00,0,0,0,0,0,0,0,0,0,0,4,57,0,0,0,0
8,"Jake Stoneburner, Mia",NYJ,9.00,0,0,0,0,0,0,0,0,0,0,2,16,1,0,0,0
9,"Marcedes Lewis, Jax",@Ind,9.00,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0
10,"Josh Hill, NO",Dal,9.00,0,0,0,0,0,0,0,0,0,0,2,11,1,0,0,0
11,"Tyler Eifert, Cin",KC,9.00,0,0,0,0,0,0,0,0,0,0,3,69,0,0,0,0
12,"Travis Kelce, KC",@Cin,8.00,0,0,0,0,0,0,0,0,0,0,5,49,0,0,1,0
13,"Larry Donnell, NYG",@Buf,8.00,0,0,0,0,0,0,0,0,0,0,5,38,0,0,0,0
14,"Owen Daniels, Den",Min,8.00,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0
15,"Brent Celek, Phi",@Was,8.00,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0
16,"Jordan Reed, Was",Phi,7.00,0,0,0,0,0,0,0,0,0,0,5,37,0,0,1,0
17,"John Phillips, SD",Cle,7.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
18,"Clay Harbor, Jax",@Ind,7.00,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0
19,"Benjamin Watson, NO",Dal,6.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
20,"Jimmy Graham, Sea",Det,6.00,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0
21,"Jared Cook, Stl",@Ari,5.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0
22,"Garrett Celek, SF",GB,5.00,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0
23,"Greg Olsen, Car",@TB,4.00,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0
24,"Eric Ebron, Det",@Sea,4.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
25,"Nick Boyle, Bal",@Pit,4.00,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0
26,"Luke Willson, Sea",Det,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
27,"Maxx Williams, Bal",@Pit,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
28,"Lee Smith, Oak",@Chi,3.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
29,"Mychal Rivera, Oak",@Chi,3.00,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
30,"Zach Ertz, Phi",@Was,3.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
31,"Jordan Cameron, Mia",NYJ,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
32,"Kyle Rudolph, Min",@Den,2.00,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
33,"Chris Gragg, Buf",NYG,2.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
34,"Darren Fells, Ari",Stl,2.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
35,"Ed Dickson, Car",@TB,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
36,"James O'Shaughnessy, KC",@Cin,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
37,"Brandon Myers, TB",Car,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
38,"Heath Miller, Pit",Bal,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
39,"Vance McDonald, SF",GB,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
40,"Cory Harkey, Stl",@Ari,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
41,"James Hanna, Dal",@NO,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
42,"Jermaine Gresham, Ari",Stl,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
43,"Garrett Graham, Hou",@Atl,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
44,"Cameron Brate, TB",Car,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
