,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Pittsburgh Steelers,@Cle,25.00,8.0,1,0,1,0,1,9,176,33,209
1,Detroit Lions,Jax,22.00,0.0,2,0,1,0,2,19,202,83,285
2,Minnesota Vikings,Ari,21.00,4.0,2,0,0,0,2,24,155,135,290
3,Carolina Panthers,NO,13.00,3.0,1,0,1,1,0,20,264,107,371
4,Buffalo Bills,@Cin,12.00,1.0,2,0,0,0,0,12,207,93,300
5,Jacksonville Jaguars,@Det,10.00,3.0,0,0,2,1,0,26,263,14,277
6,Los Angeles Rams,Mia,10.00,4.0,1,0,0,0,0,14,142,98,240
7,Miami Dolphins,@LA,10.00,1.0,0,0,1,0,0,10,125,102,227
8,New York Giants,Chi,10.00,4.0,1,0,0,0,0,16,222,93,315
9,Oakland Raiders,Hou,10.00,2.0,1,0,1,0,0,20,230,124,354
10,Seattle Seahawks,Phi,10.00,2.0,2,0,0,0,0,15,195,113,308
11,Indianapolis Colts,Ten,9.00,5.0,0,0,0,0,0,17,254,97,351
12,New England Patriots,@SF,9.00,5.0,0,0,0,0,0,17,177,122,299
13,Cincinnati Bengals,Buf,8.00,2.0,1,0,0,0,0,16,159,183,342
14,Tampa Bay Buccaneers,@KC,8.00,0.0,1,0,1,0,0,17,261,82,343
15,Kansas City Chiefs,TB,7.00,1.0,0,0,1,0,0,19,326,116,442
16,Washington Redskins,GB,7.00,2.0,1,0,1,0,0,24,340,84,424
17,Arizona Cardinals,@Min,6.00,2.0,0,0,1,1,0,30,145,72,217
18,Dallas Cowboys,Bal,5.00,1.0,0,0,0,0,0,17,267,101,368
19,Tennessee Titans,@Ind,5.00,2.0,1,0,0,0,0,24,251,76,327
20,Philadelphia Eagles,@Sea,4.00,1.0,0,0,0,1,0,26,287,152,439
21,Houston Texans,@Oak,3.00,0.0,1,0,0,0,0,27,295,30,325
22,New Orleans Saints,@Car,3.00,2.0,0,0,0,0,0,23,173,50,223
23,Baltimore Ravens,@Dal,2.00,1.0,0,0,0,0,0,27,299,118,417
24,Green Bay Packers,@Was,2.00,2.0,0,0,0,0,0,42,364,151,515
25,Chicago Bears,@NYG,1.00,0.0,0,0,0,0,0,22,227,102,329
26,Cleveland Browns,Pit,1.00,0.0,0,0,0,0,0,24,167,146,313
27,San Francisco 49ers,NE,1.00,1.0,0,0,0,0,0,30,273,171,444
