,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Arian Foster, Hou",@NYJ,30.00,0,0,0,0,0,0,22,84,2,0,6,59,0,0,1,0
1,"Maurice Jones-Drew, Jax",Cle,27.00,1,0,0,0,1,0,23,133,1,0,3,87,0,0,1,0
2,"Fred Jackson, Buf",@Cin,27.00,0,0,0,0,0,0,21,116,2,0,3,13,0,0,0,0
3,"Peyton Hillis, Cle",@Jax,25.00,0,0,0,0,0,0,21,48,0,0,6,95,1,0,0,0
4,"Ray Rice, Bal",@Car,24.00,0,0,0,0,0,0,19,65,1,0,6,66,0,0,0,0
5,"Knowshon Moreno, Den",@SD,24.00,0,0,0,0,0,0,13,58,1,0,7,62,0,0,0,0
6,"LeSean McCoy, Phi",NYG,24.00,0,0,0,0,0,0,14,111,1,0,5,29,0,0,0,0
7,"Mike Tolbert, SD",Den,23.00,0,0,0,0,0,0,25,111,1,0,2,42,0,0,0,0
8,"Cedric Benson, Cin",Buf,22.00,0,0,0,0,0,0,25,124,1,0,3,22,0,0,1,0
9,"Michael Turner, Atl",@Stl,20.00,0,0,0,0,0,0,28,131,1,0,1,-4,0,0,0,0
10,"Mike Goodson, Car",Bal,20.00,0,0,0,0,0,0,22,120,0,0,5,31,0,0,0,0
11,"Thomas Jones, KC",Ari,19.00,0,0,0,0,0,0,15,71,2,0,0,0,0,0,0,0
12,"Danny Woodhead, NE",Ind,18.00,0,0,0,0,0,0,7,69,1,0,4,21,0,0,0,0
13,"Darren Sproles, SD",Den,18.00,0,0,0,0,0,0,5,14,0,0,5,60,1,0,0,0
14,"LaDainian Tomlinson, NYJ",Hou,17.00,0,0,0,0,0,0,12,36,0,0,7,71,0,0,0,0
15,"Matt Forte, Chi",@Mia,17.00,0,0,0,0,0,0,25,97,1,0,2,7,0,0,0,0
16,"BenJarvus Green-Ellis, NE",Ind,16.00,0,0,0,0,0,0,21,96,1,0,1,4,0,0,0,0
17,"Chris Johnson, Ten",Was,15.00,0,0,0,0,0,0,21,130,0,0,2,6,0,0,0,0
18,"Chris Ivory, NO",Sea,15.00,0,0,0,0,0,0,23,99,1,0,0,0,0,0,0,0
19,"Jamaal Charles, KC",Ari,15.00,0,0,0,0,0,0,12,88,0,0,4,38,0,0,0,0
20,"Keiland Williams, Was",@Ten,14.00,0,0,0,0,0,0,23,68,0,0,6,27,0,0,0,0
21,"Donald Brown, Ind",@NE,13.00,0,0,0,0,0,0,17,68,0,0,3,40,0,0,0,0
22,"Carnell Williams, TB",@SF,12.00,0,0,0,0,0,0,7,51,1,0,1,7,0,0,0,0
23,"Maurice Morris, Det",@Dal,11.00,0,0,0,0,0,0,10,31,0,0,4,40,0,0,0,0
24,"Tim Hightower, Ari",@KC,11.00,0,0,0,0,0,0,12,62,0,0,3,24,0,0,0,0
