,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Baltimore Ravens,NYJ,32.00,2.0,1,0,3,0,3,17,112,38,150
1,New York Jets,@Bal,20.00,2.0,1,0,2,0,2,34,155,112,267
2,Detroit Lions,@Dal,19.00,1.0,3,0,0,0,2,30,321,113,434
3,Tennessee Titans,@Cle,19.00,4.0,1,0,0,0,1,13,332,84,416
4,Chicago Bears,Car,16.00,0.0,1,0,0,1,2,29,374,169,543
5,Green Bay Packers,Den,16.00,1.0,3,0,1,0,1,23,265,119,384
6,Houston Texans,Pit,16.00,5.0,1,0,0,1,0,10,178,118,296
7,Washington Redskins,@Stl,16.00,7.0,0,0,1,0,0,10,127,45,172
8,Buffalo Bills,@Cin,13.00,2.0,2,0,0,0,1,23,287,171,458
9,New Orleans Saints,@Jax,12.00,3.0,1,0,0,0,0,10,170,104,274
10,San Diego Chargers,Mia,11.00,3.0,2,0,0,0,0,16,176,72,248
11,Tampa Bay Buccaneers,Ind,10.00,4.0,0,0,1,0,0,17,256,62,318
12,New York Giants,@Ari,9.00,4.0,1,0,1,0,0,27,212,156,368
13,San Francisco 49ers,@Phi,9.00,2.0,1,0,2,0,0,23,405,108,513
14,Jacksonville Jaguars,NO,8.00,3.0,2,0,0,0,0,23,326,177,503
15,Kansas City Chiefs,Min,8.00,2.0,1,0,0,0,0,17,190,151,341
16,New England Patriots,@Oak,8.00,0.0,2,0,0,0,0,19,344,160,504
17,Philadelphia Eagles,SF,8.00,3.0,0,0,1,1,0,24,278,164,442
18,St. Louis Rams,Was,8.00,0.0,2,0,0,0,0,17,143,196,339
19,Denver Broncos,@GB,6.00,2.0,2,0,0,0,0,49,396,111,507
20,Arizona Cardinals,NYG,5.00,1.0,0,0,2,0,0,31,306,54,360
21,Cincinnati Bengals,Buf,5.00,1.0,0,0,0,0,0,20,190,83,273
22,Atlanta Falcons,@Sea,4.00,0.0,2,0,0,0,0,28,319,53,372
23,Minnesota Vikings,@KC,4.00,3.0,0,0,0,0,0,22,247,103,350
24,Pittsburgh Steelers,@Hou,4.00,0.0,0,0,0,0,0,17,138,180,318
25,Carolina Panthers,@Chi,3.00,1.0,1,0,0,0,0,34,93,224,317
26,Indianapolis Colts,@TB,3.00,2.0,0,0,0,0,0,24,274,192,466
27,Miami Dolphins,@SD,3.00,2.0,0,0,0,0,0,26,295,116,411
28,Cleveland Browns,Ten,2.00,0.0,1,0,0,0,0,31,220,112,332
29,Dallas Cowboys,Det,2.00,0.0,1,0,0,0,0,34,240,63,303
30,Oakland Raiders,NE,1.00,1.0,0,0,0,0,0,31,226,183,409
31,Seattle Seahawks,Atl,0.00,0.0,0,0,0,0,0,30,291,121,412
