,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Pittsburgh Steelers,@Cle,26.00,5.0,1,0,3,0,1,11,312,55,367
1,Tampa Bay Buccaneers,@Det,21.00,2.0,4,0,1,1,1,21,286,104,390
2,Baltimore Ravens,NYJ,19.00,3.0,2,0,1,0,0,3,118,102,220
3,San Francisco 49ers,@Was,18.00,6.0,1,0,0,0,0,6,76,114,190
4,Arizona Cardinals,Ind,16.00,1.0,1,0,0,0,1,11,159,80,239
5,Denver Broncos,@NE,15.00,3.0,0,0,3,0,1,34,324,116,440
6,Jacksonville Jaguars,@Hou,14.00,2.0,1,0,0,0,0,6,141,77,218
7,New Orleans Saints,@Atl,14.00,5.0,0,0,1,0,0,13,264,91,355
8,St. Louis Rams,Chi,14.00,1.0,1,0,2,0,1,21,344,80,424
9,Houston Texans,Jax,13.00,4.0,0,0,0,1,0,13,215,118,333
10,Dallas Cowboys,@NYG,11.00,2.0,0,0,1,0,1,21,154,202,356
11,Miami Dolphins,Car,11.00,3.0,1,0,0,1,0,20,159,136,295
12,New England Patriots,Den,10.00,2.0,1,0,3,0,0,31,132,280,412
13,New York Jets,@Bal,10.00,4.0,1,0,0,0,0,19,245,67,312
14,Carolina Panthers,@Mia,9.00,3.0,1,0,0,0,0,16,280,52,332
15,Green Bay Packers,Min,9.00,6.0,0,0,1,0,0,26,215,232,447
16,Tennessee Titans,@Oak,8.00,0.0,1,0,1,0,0,19,260,93,353
17,New York Giants,Dal,7.00,4.0,1,0,0,0,0,24,204,107,311
18,San Diego Chargers,@KC,7.00,3.0,1,0,1,0,0,38,281,114,395
19,Atlanta Falcons,NO,5.00,1.0,0,0,0,0,0,17,271,103,374
20,Detroit Lions,TB,5.00,4.0,0,0,0,0,0,24,207,22,229
21,Indianapolis Colts,@Ari,5.00,3.0,0,0,0,1,0,40,290,120,410
22,Oakland Raiders,Ten,5.00,2.0,0,0,0,1,0,23,312,114,426
23,Washington Redskins,SF,5.00,2.0,0,0,1,0,0,27,228,76,304
24,Minnesota Vikings,@GB,3.00,2.0,0,0,0,0,0,26,298,196,494
25,Chicago Bears,@Stl,2.00,2.0,0,0,0,0,0,42,148,258,406
26,Cleveland Browns,Pit,1.00,0.0,0,0,0,0,0,27,217,85,302
27,Kansas City Chiefs,SD,1.00,1.0,0,0,0,0,0,41,387,104,491
