,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Rob Gronkowski, NE",Chi,41.00,0,0,0,0,0,0,0,0,0,0,9,149,3,0,0,0
1,"Heath Miller, Pit",Ind,24.00,0,0,0,0,0,0,0,0,0,0,7,112,1,0,0,0
2,"Antonio Gates, SD",@Den,22.00,0,0,0,0,0,0,0,0,0,0,5,54,2,0,0,0
3,"Martellus Bennett, Chi",@NE,21.00,0,0,0,0,0,0,0,0,0,0,6,95,1,0,0,0
4,"Jason Witten, Dal",Was,18.00,0,0,0,0,0,0,0,0,0,0,5,70,1,0,0,0
5,"Jimmy Graham, NO",GB,16.00,0,0,0,0,0,0,0,0,0,0,5,59,1,0,0,0
6,"Mychal Rivera, Oak",@Cle,15.00,0,0,0,0,0,0,0,0,0,0,7,83,0,0,0,0
7,"Delanie Walker, Ten",Hou,13.00,0,0,0,0,0,0,0,0,0,0,4,37,1,0,0,0
8,"Chase Ford, Min",@TB,12.00,0,0,0,0,0,0,0,0,0,0,6,61,0,0,0,0
9,"Jordan Reed, Was",@Dal,11.00,0,0,0,0,0,0,0,0,0,0,7,40,0,0,0,0
10,"Austin Seferian-Jenkins, TB",Min,10.00,0,0,0,0,0,0,0,0,0,0,3,26,1,0,1,0
11,"Jace Amaro, NYJ",Buf,10.00,0,0,0,0,0,0,0,0,0,0,5,51,0,0,0,0
12,"Luke Willson, Sea",@Car,9.00,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0
13,"Richard Rodgers, GB",@NO,9.00,0,0,0,0,0,0,0,0,0,0,4,58,0,0,0,0
14,"Zach Ertz, Phi",@Ari,9.00,0,0,0,0,0,0,0,0,0,0,5,48,0,0,0,0
15,"Dwayne Allen, Ind",@Pit,9.00,0,0,0,0,0,0,0,0,0,0,1,21,1,0,0,0
16,"Lee Smith, Buf",@NYJ,8.00,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0
17,"Travis Kelce, KC",Stl,8.00,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0
18,"Scott Chandler, Buf",@NYJ,8.00,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0
19,"Dion Sims, Mia",@Jax,7.00,0,0,0,0,0,0,0,0,0,0,2,51,0,0,0,0
20,"Bear Pascoe, Atl",Det,7.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
21,"Lance Kendricks, Stl",@KC,7.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
22,"Josh Hill, NO",GB,7.00,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
23,"Jermaine Gresham, Cin",Bal,7.00,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0
24,"Jordan Cameron, Cle",Oak,7.00,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0
25,"Anthony Fasano, KC",Stl,5.00,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0
26,"Levine Toilolo, Atl",Det,4.00,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0
27,"Julius Thomas, Den",SD,4.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
28,"Clay Harbor, Jax",Mia,4.00,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0
29,"Crockett Gillmore, Bal",@Cin,4.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
30,"Jim Dray, Cle",Oak,4.00,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0
31,"Dante Rosario, Chi",@NE,3.00,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0
32,"Andrew Quarless, GB",@NO,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
33,"John Carlson, Ari",Phi,3.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
34,"Greg Olsen, Car",Sea,2.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
35,"Cooper Helfet, Sea",@Car,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
36,"Ed Dickson, Car",Sea,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
37,"Jared Cook, Stl",@KC,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
38,"Brent Celek, Phi",@Ari,2.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0
39,"Jacob Tamme, Den",SD,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
40,"Brandon Myers, TB",Min,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
41,"Ryan Hewitt, Cin",Bal,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
42,"Demetrius Harris, KC",Stl,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
43,"James Hanna, Dal",Was,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
44,"Ladarius Green, SD",@Den,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
45,"Coby Fleener, Ind",@Pit,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
46,"Charles Clay, Mia",@Jax,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
47,"Jed Collins, Det",@Atl,0.00,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
