,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Alfred Morris, Was",Dal,41.00,0,0,0,0,0,0,33,200,3,0,2,12,0,0,0,0
1,"DeAngelo Williams, Car",@NO,34.00,0,0,0,0,0,0,21,210,2,0,1,3,0,0,0,0
2,"Adrian Peterson, Min",GB,32.00,0,0,0,0,0,0,34,199,1,0,1,2,1,0,0,0
3,"Doug Martin, TB",@Atl,25.00,0,0,0,0,0,0,28,142,1,0,4,18,0,0,0,0
4,"Mike Tolbert, Car",@NO,23.00,0,0,0,0,0,0,10,25,3,0,1,22,0,0,0,0
5,"Darren Sproles, NO",Car,21.00,0,0,0,0,0,0,3,1,0,0,8,79,1,0,0,0
6,"Ahmad Bradshaw, NYG",Phi,21.00,0,0,0,0,0,0,16,107,1,0,1,41,0,0,0,0
7,"Matt Forte, Chi",@Det,20.00,0,0,0,0,0,0,24,103,1,0,2,21,0,0,0,0
8,"C.J. Spiller, Buf",NYJ,19.00,0,0,0,0,0,0,24,59,0,0,2,72,1,0,1,0
9,"Stevan Ridley, NE",Mia,19.00,0,0,0,0,0,0,20,74,2,0,0,0,0,0,0,0
10,"Arian Foster, Hou",@Ind,19.00,0,0,0,0,0,0,16,96,1,0,2,23,0,0,0,0
11,"Frank Gore, SF",Ari,17.00,0,0,0,0,0,0,20,68,1,0,3,21,0,0,0,0
12,"Steven Jackson, Stl",@Sea,16.00,0,0,0,0,0,0,11,52,0,0,7,45,0,0,0,0
13,"David Wilson, NYG",Phi,15.00,0,0,0,0,0,0,15,75,0,0,1,15,1,0,0,0
14,"Jacquizz Rodgers, Atl",TB,15.00,0,0,0,0,0,0,5,28,0,0,8,50,0,0,0,0
15,"LeSean McCoy, Phi",@NYG,15.00,0,0,0,0,0,0,10,45,0,0,5,61,0,0,0,0
16,"Vick Ballard, Ind",Hou,15.00,0,0,0,0,0,0,27,78,1,0,2,9,0,0,0,0
17,"Keith Toston, Jax",@Ten,14.00,0,0,0,0,0,0,17,74,0,0,3,41,0,0,0,0
18,"Danny Woodhead, NE",Mia,13.00,0,0,0,0,0,0,3,18,0,0,5,79,0,0,0,0
19,"Marshawn Lynch, Sea",Stl,13.00,0,0,0,0,0,0,18,100,0,0,2,14,0,0,0,0
20,"Michael Robinson, Sea",Stl,12.00,0,0,0,0,0,0,0,0,0,0,3,33,1,0,0,0
21,"Knowshon Moreno, Den",KC,12.00,0,0,0,0,0,0,15,44,1,0,1,10,0,0,0,0
22,"Chris Johnson, Ten",Jax,12.00,0,0,0,0,0,0,21,56,1,0,1,9,0,0,0,0
23,"Lance Ball, Den",KC,12.00,0,0,0,0,0,0,15,66,1,0,0,0,0,0,0,0
24,"Anthony Allen, Bal",@Cin,11.00,0,0,0,0,0,0,10,41,1,0,1,7,0,0,0,0
25,"DeMarco Murray, Dal",@Was,10.00,0,0,0,0,0,0,17,76,0,0,2,10,0,0,0,0
26,"Mikel Leshoure, Det",Chi,10.00,0,0,0,0,0,0,15,57,0,0,3,20,0,0,0,0
27,"DuJuan Harris, GB",@Min,10.00,0,0,0,0,0,0,14,70,0,0,2,17,0,0,0,0
