,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,New England Patriots,@Mia,36.00,2.0,4,0,0,2,3,14,308,92,400
1,San Diego Chargers,Ari,28.00,9.0,2,0,1,0,1,10,87,47,134
2,New York Giants,Chi,26.00,10.0,2,0,1,0,0,3,51,59,110
3,San Francisco 49ers,@Atl,19.00,3.0,2,0,0,1,1,16,259,98,357
4,St. Louis Rams,Sea,18.00,4.0,1,0,1,0,0,3,193,64,257
5,Green Bay Packers,Det,16.00,3.0,2,0,1,0,1,26,308,123,431
6,Tennessee Titans,Den,15.00,6.0,1,0,0,0,1,26,308,19,327
7,Cleveland Browns,Cin,14.00,4.0,0,0,2,1,0,20,346,67,413
8,Chicago Bears,@NYG,12.00,2.0,0,0,3,0,0,17,183,189,372
9,Washington Redskins,@Phi,12.00,1.0,1,0,1,0,0,12,243,110,353
10,Atlanta Falcons,SF,11.00,1.0,2,0,1,0,0,14,181,81,262
11,Houston Texans,@Oak,11.00,4.0,2,0,1,0,0,24,245,118,363
12,New York Jets,@Buf,11.00,3.0,0,0,2,0,0,14,109,114,223
13,Carolina Panthers,@NO,10.00,2.0,0,0,2,0,0,16,262,121,383
14,Denver Broncos,@Ten,10.00,2.0,0,0,2,0,0,20,167,121,288
15,Detroit Lions,@GB,10.00,2.0,2,0,2,0,0,28,169,92,261
16,Seattle Seahawks,@Stl,10.00,4.0,1,0,0,0,0,20,261,88,349
17,Arizona Cardinals,@SD,9.00,1.0,0,0,1,0,1,41,239,180,419
18,New Orleans Saints,Car,9.00,3.0,0,0,1,0,0,14,133,118,251
19,Pittsburgh Steelers,Bal,9.00,1.0,1,0,1,0,0,17,250,70,320
20,Baltimore Ravens,@Pit,8.00,2.0,1,0,0,0,0,14,126,84,210
21,Philadelphia Eagles,Was,7.00,1.0,1,0,0,0,0,17,124,169,293
22,Jacksonville Jaguars,Ind,5.00,1.0,1,0,1,0,0,28,348,58,406
23,Cincinnati Bengals,@Cle,4.00,1.0,1,0,0,0,0,23,179,116,295
24,Miami Dolphins,NE,3.00,3.0,0,0,0,0,0,41,146,119,265
25,Buffalo Bills,NYJ,0.00,0.0,0,0,0,0,0,38,171,273,444
26,Indianapolis Colts,@Jax,0.00,0.0,0,0,0,0,0,31,163,174,337
27,Oakland Raiders,Hou,0.00,0.0,0,0,0,0,0,31,192,249,441
