,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Atlanta Falcons,@LA,29.00,3.0,2,0,3,0,2,14,208,104,312
1,Green Bay Packers,Sea,22.00,3.0,5,0,1,0,0,10,218,136,354
2,Carolina Panthers,SD,21.00,5.0,3,1,2,0,0,16,220,58,278
3,Chicago Bears,@Det,17.00,3.0,2,0,0,0,1,20,209,114,323
4,Dallas Cowboys,@NYG,16.00,3.0,1,0,2,0,0,10,167,93,260
5,Miami Dolphins,Ari,16.00,3.0,2,0,2,1,0,23,125,175,300
6,New York Giants,Dal,16.00,3.0,2,0,1,0,0,7,152,108,260
7,Kansas City Chiefs,Oak,14.00,1.0,0,0,0,0,1,13,109,135,244
8,Tampa Bay Buccaneers,NO,14.00,1.0,3,0,0,0,0,11,248,46,294
9,Tennessee Titans,Den,14.00,3.0,0,0,2,0,0,10,330,18,348
10,Cincinnati Bengals,@Cle,12.00,3.0,1,0,0,0,0,10,85,169,254
11,Houston Texans,@Ind,11.00,1.0,2,0,1,0,0,17,265,83,348
12,Philadelphia Eagles,Was,11.00,2.0,1,0,0,0,1,27,227,107,334
13,Pittsburgh Steelers,@Buf,11.00,5.0,1,0,0,0,0,20,208,67,275
14,Minnesota Vikings,@Jax,10.00,4.0,0,0,0,1,0,16,230,85,315
15,Denver Broncos,@Ten,9.00,2.0,0,0,0,0,0,13,73,180,253
16,New England Patriots,Bal,9.00,2.0,1,1,0,1,0,23,306,42,348
17,San Francisco 49ers,NYJ,9.00,6.0,1,0,0,0,0,23,216,188,404
18,Washington Redskins,@Phi,9.00,4.0,1,0,1,0,0,22,288,95,383
19,Arizona Cardinals,@Mia,8.00,1.0,1,0,2,0,0,26,231,83,314
20,New Orleans Saints,@TB,8.00,2.0,0,1,0,0,0,16,166,104,270
21,Oakland Raiders,@KC,8.00,1.0,1,0,2,0,0,21,258,65,323
22,Baltimore Ravens,@NE,7.00,1.0,1,0,2,0,0,30,401,95,496
23,Buffalo Bills,Pit,7.00,0.0,3,0,0,0,0,27,220,240,460
24,New York Jets,@SF,6.00,2.0,0,0,0,0,0,17,116,248,364
25,Cleveland Browns,Cin,5.00,4.0,0,0,0,0,0,23,147,213,360
26,Detroit Lions,Chi,5.00,1.0,0,0,0,0,0,17,204,92,296
27,Indianapolis Colts,Hou,5.00,2.0,1,0,0,0,0,22,131,185,316
28,San Diego Chargers,@Car,4.00,2.0,1,0,0,0,0,28,146,126,272
29,Jacksonville Jaguars,Min,3.00,0.0,0,0,1,0,0,25,292,85,377
30,Los Angeles Rams,Atl,2.00,2.0,0,0,0,0,0,42,220,66,286
31,Seattle Seahawks,@GB,1.00,1.0,0,0,0,0,0,38,237,93,330
