,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Cam Newton, Car",@TB,40.00,21,12,204,1,0,0,14,54,3,0,1,27,0,0,0,0
1,"Aaron Rodgers, GB",@NYG,39.00,46,28,369,4,1,0,4,32,0,0,0,0,0,0,0,0
2,"Drew Brees, NO",Det,31.00,36,26,342,3,0,0,0,0,0,0,0,0,0,0,0,0
3,"Philip Rivers, SD",@Jax,29.00,28,22,294,3,0,0,0,0,0,0,0,0,0,0,0,0
4,"Christian Ponder, Min",Den,29.00,47,29,381,3,2,0,1,12,0,0,0,0,0,0,1,0
5,"Eli Manning, NYG",GB,28.00,40,23,347,3,1,0,0,0,0,0,0,0,0,0,1,0
6,"Dan Orlovsky, Ind",@NE,24.00,37,30,353,2,1,0,1,-1,0,0,0,0,0,0,0,0
7,"Alex Smith, SF",Stl,23.00,23,17,274,2,0,0,2,10,0,0,0,0,0,0,0,0
8,"Tom Brady, NE",Ind,23.00,38,29,289,2,0,0,3,7,0,0,0,0,0,0,0,0
9,"Tim Tebow, Den",@Min,22.00,15,10,202,2,0,0,4,13,0,1,0,0,0,0,1,0
10,"Matthew Stafford, Det",@NO,20.00,44,31,408,1,1,0,0,0,0,0,0,0,0,0,0,0
11,"Carson Palmer, Oak",@Mia,20.00,41,20,273,2,1,0,1,2,0,0,0,0,0,0,0,0
12,"Matt Moore, Mia",Oak,20.00,25,13,162,1,0,0,5,22,1,0,0,0,0,0,0,0
13,"Ben Roethlisberger, Pit",Cin,19.00,23,15,176,2,0,0,0,0,0,0,0,0,0,0,0,0
14,"Blaine Gabbert, Jax",SD,18.00,33,19,195,2,1,0,6,19,0,0,0,0,0,0,0,0
15,"Tony Romo, Dal",@Ari,17.00,42,28,299,1,0,0,2,1,0,0,0,0,0,0,0,0
16,"Kevin Kolb, Ari",Dal,17.00,25,16,247,1,0,0,3,20,0,0,0,0,0,0,0,0
17,"Josh Johnson, TB",Car,17.00,27,16,229,1,1,0,5,45,0,0,0,0,0,0,0,0
18,"Ryan Fitzpatrick, Buf",Ten,16.00,46,29,288,1,0,0,4,1,0,0,0,0,0,0,1,0
19,"T.J. Yates, Hou",Atl,13.00,25,12,188,1,0,0,2,10,0,0,0,0,0,0,1,0
20,"Matt Ryan, Atl",@Hou,13.00,47,20,267,1,2,0,1,10,0,0,0,0,0,0,0,0
21,"Tarvaris Jackson, Sea",Phi,13.00,16,13,190,1,0,0,2,4,0,0,0,0,0,0,0,0
22,"Mark Sanchez, NYJ",@Was,12.00,32,19,165,1,0,0,3,1,0,0,0,0,0,0,0,0
23,"Tyler Palko, KC",@Chi,12.00,30,17,157,1,0,0,1,1,0,0,0,0,0,0,0,0
24,"Colt McCoy, Cle",Bal,12.00,35,17,192,1,1,0,4,12,0,0,0,0,0,0,0,0
25,"Andy Dalton, Cin",@Pit,11.00,24,11,135,1,0,0,2,6,0,0,0,0,0,0,0,0
26,"Vince Young, Phi",@Sea,9.00,29,17,208,1,4,0,5,32,0,0,0,0,0,0,0,0
27,"Matt Hasselbeck, Ten",@Buf,5.00,25,16,140,0,0,0,1,-1,0,0,0,0,0,0,0,0
28,"Rex Grossman, Was",NYJ,5.00,46,19,221,0,1,0,0,0,0,0,0,0,0,0,1,0
29,"Joe Flacco, Bal",@Cle,5.00,23,10,158,0,0,0,4,-1,0,0,0,0,0,0,1,0
30,"A.J. Feeley, Stl",@SF,3.00,22,12,156,0,1,0,0,0,0,0,0,0,0,0,1,0
31,"Joe Webb, Min",Den,0.00,1,1,8,0,0,0,1,4,0,0,0,0,0,0,0,0
32,"Seneca Wallace, Cle",Bal,0.00,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Billy Volek, SD",@Jax,0.00,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0
34,"Tyrod Taylor, Bal",@Cle,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
35,"Kyle Orton, KC",@Chi,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Colin Kaepernick, SF",Stl,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Charlie Batch, Pit",Cin,0.00,0,0,0,0,0,0,3,-2,0,0,0,0,0,0,0,0
38,"Caleb Hanie, Chi",KC,-1.00,24,11,133,0,3,0,1,3,0,0,0,0,0,0,0,0
39,"Bruce Gradkowski, Cin",@Pit,-2.00,6,3,17,0,1,0,1,1,0,0,0,0,0,0,0,0
