,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Miami Dolphins,@NYJ,25.00,4.0,1,0,1,2,1,9,258,105,363
1,New York Giants,@Dal,23.00,4.0,4,0,2,0,1,24,415,19,434
2,Carolina Panthers,@Chi,19.00,6.0,1,0,2,0,1,23,131,79,210
3,Green Bay Packers,Jax,16.00,2.0,0,0,1,1,1,15,279,62,341
4,San Francisco 49ers,@Ari,16.00,4.0,1,0,0,0,0,3,258,7,265
5,Oakland Raiders,@KC,15.00,3.0,2,0,2,0,0,16,197,102,299
6,Chicago Bears,Car,13.00,2.0,2,0,0,0,1,22,297,119,416
7,Cleveland Browns,SD,13.00,1.0,0,0,1,0,0,6,148,117,265
8,New England Patriots,@Stl,13.00,2.0,2,0,0,0,0,7,219,107,326
9,Tampa Bay Buccaneers,@Min,13.00,3.0,1,0,2,0,0,17,229,140,369
10,Pittsburgh Steelers,Was,10.00,1.0,0,0,0,1,0,12,169,86,255
11,Tennessee Titans,Ind,10.00,2.0,1,0,0,1,0,19,286,171,457
12,Indianapolis Colts,@Ten,9.00,2.0,0,0,0,0,0,13,227,112,339
13,San Diego Chargers,@Cle,9.00,2.0,0,0,0,0,0,7,117,133,250
14,Atlanta Falcons,@Phi,7.00,3.0,0,0,0,0,0,17,178,92,270
15,Denver Broncos,NO,7.00,1.0,1,0,0,0,0,14,201,51,252
16,Arizona Cardinals,SF,5.00,4.0,0,0,0,0,0,24,204,113,317
17,Dallas Cowboys,NYG,5.00,1.0,1,0,1,0,0,29,190,103,293
18,Detroit Lions,Sea,5.00,0.0,1,0,1,0,0,24,236,133,369
19,Jacksonville Jaguars,@GB,5.00,2.0,0,0,1,0,0,24,172,66,238
20,New York Jets,Mia,4.00,2.0,0,0,1,0,0,30,139,97,236
21,Philadelphia Eagles,Atl,4.00,2.0,0,0,0,1,0,30,246,146,392
22,Seattle Seahawks,@Det,4.00,2.0,1,0,0,0,0,28,331,84,415
23,Kansas City Chiefs,Oak,3.00,0.0,1,0,0,0,0,26,209,135,344
24,New Orleans Saints,@Den,2.00,0.0,0,0,1,0,0,34,305,225,530
25,Washington Redskins,@Pit,2.00,1.0,0,0,0,0,0,27,215,140,355
26,Minnesota Vikings,TB,1.00,1.0,0,0,0,0,0,36,257,159,416
27,St. Louis Rams,NE,0.00,0.0,0,0,0,0,0,45,321,152,473
