Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,14967,Le'Veon Bell,RB,15,PIT,CIN,17,20,9800,26.4
2,16847,David Johnson,RB,15,ARI,NO,27,26,10100,26.1
3,11932,LeSean McCoy,RB,15,BUF,CLE,31,31,8900,24.6
4,17923,Ezekiel Elliott,RB,15,DAL,TB,19,18,8200,19.7
5,16524,Devonta Freeman,RB,15,ATL,SF,32,32,6700,18.8
6,13124,DeMarco Murray,RB,15,TEN,KC,15,16,6900,17.3
7,16112,Jeremy Hill,RB,15,CIN,PIT,9,29,5600,15.2
8,18067,Jordan Howard,RB,15,CHI,GB,16,9,6000,15.2
9,15071,Latavius Murray,RB,15,OAK,LAC,22,25,5800,15.2
10,13791,Lamar Miller,RB,15,HOU,JAX,10,15,5400,15.1
11,16909,Jay Ajayi,RB,15,MIA,NYJ,24,19,5700,14.5
12,15261,Spencer Ware,RB,15,KC,TEN,23,5,5700,14.3
13,17050,Thomas Rawls,RB,15,SEA,LAR,14,21,5900,14.1
14,16668,Carlos Hyde,RB,15,SF,ATL,30,30,5900,14.1
15,12800,Bilal Powell,RB,15,NYJ,MIA,23,14,5600,13.7
16,16834,Tevin Coleman,RB,15,ATL,SF,32,32,5000,13.7
17,18451,Rob Kelley,RB,15,WAS,CAR,28,8,4700,13
18,18299,Kenneth Farrow,RB,15,LAC,OAK,25,28,4400,12.5
19,16127,Isaiah Crowell,RB,15,CLE,BUF,19,24,4100,12.5
20,5820,Frank Gore,RB,15,IND,MIN,2,10,4400,12.4
21,17969,Kenneth Dixon,RB,15,BAL,PHI,12,13,3800,12.1
22,14385,Doug Martin,RB,15,TB,DAL,11,2,5300,11.8
23,12296,LeGarrette Blount,RB,15,NE,DEN,1,22,5000,11.7
24,16771,Todd Gurley,RB,15,LAR,SEA,5,3,4500,11.3
25,5451,Jonathan Stewart,RB,15,CAR,WAS,25,29,5200,11.2
26,13337,Mark Ingram,RB,15,NO,ARI,3,3,4700,11.1
27,16855,Ty Montgomery,RB,15,GB,CHI,11,24,4800,10.8
28,11256,Ryan Mathews,RB,15,PHI,BAL,5,1,3900,10.8
29,16797,TJ Yeldon,RB,15,JAX,HOU,6,21,4100,10.4
30,8649,Rashad Jennings,RB,15,NYG,DET,18,7,4500,10.3
31,18152,Dwayne Washington,RB,15,DET,NYG,7,12,3500,9.7
32,2699,Matt Forte,RB,15,NYJ,MIA,23,14,5500,9.3
33,16056,James White,RB,15,NE,DEN,1,22,3600,9.2
34,16609,Charles Sims,RB,15,TB,DAL,11,2,3800,8.8
35,2262,Tim Hightower,RB,15,NO,ARI,3,3,4100,8.5
36,16510,Jerick McKinnon,RB,15,MIN,IND,29,23,4000,8.4
37,12708,Dion Lewis,RB,15,NE,DEN,1,22,3900,8.4
38,9369,Justin Forsett,RB,15,DEN,NE,8,11,3000,8.4
39,16838,Duke Johnson,RB,15,CLE,BUF,19,24,3200,8.2
40,16142,Terrance West,RB,15,BAL,PHI,12,13,3900,7.9
41,12239,Chris Ivory,RB,15,JAX,HOU,6,21,3700,7.7
42,17970,Devontae Booker,RB,15,DEN,NE,8,11,4200,7.5
43,15102,Chris Thompson,RB,15,WAS,CAR,28,8,3700,7.4
44,14917,Rex Burkhead,RB,15,CIN,PIT,9,29,3500,6.9
45,13255,Matt Asiata,RB,15,MIN,IND,29,23,3400,6.8
46,14046,Ronnie Hillman,RB,15,LAC,OAK,25,28,3000,6.7
47,12780,Shane Vereen,RB,15,NYG,DET,18,7,4000,6.6
48,4807,Adrian Peterson,RB,15,MIN,IND,29,23,5000,6.5
49,14872,Mike Gillislee,RB,15,BUF,CLE,31,31,4600,6.4
50,15185,Kenjon Barner,RB,15,PHI,BAL,5,1,3600,5.4
51,15256,Christine Michael,RB,15,GB,CHI,11,5,3500,5.3
52,17972,Paul Perkins,RB,15,NYG,DET,18,7,3800,5.2
53,14533,Robert Turbin,RB,15,IND,MIN,2,10,3300,5.2
