Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,2593,Aaron Rodgers,QB,17,GB,DET,19,27,7700,21.5
2,732,Matt Ryan,QB,17,ATL,NO,30,23,7400,20.6
3,7242,Drew Brees,QB,17,NO,ATL,29,31,7600,19.9
4,14536,Russell Wilson,QB,17,SEA,SF,32,22,6800,19.4
5,4314,Tom Brady,QB,17,NE,MIA,24,29,7200,19
6,14008,Andrew Luck,QB,17,IND,JAX,10,6,6700,18.6
7,14252,Kirk Cousins,QB,17,WAS,NYG,5,2,6500,18.2
8,16762,Jameis Winston,QB,17,TB,CAR,27,20,6100,17.7
9,9038,Matthew Stafford,QB,17,DET,GB,22,17,6000,17.7
10,16245,Blake Bortles,QB,17,JAX,IND,28,26,5600,17.3
11,13320,Cam Newton,QB,17,CAR,TB,20,19,6200,16.3
12,2428,Carson Palmer,QB,17,ARI,LAR,15,24,5700,16.1
13,8244,Philip Rivers,QB,17,LAC,KC,12,8,6300,16.1
14,611,Joe Flacco,QB,17,BAL,CIN,13,15,5500,15.3
15,6739,Alex Smith,QB,17,KC,LAC,16,9,5000,15.1
16,11527,Sam Bradford,QB,17,MIN,CHI,18,18,5200,15.1
17,14971,Landry Jones,QB,17,PIT,CLE,31,32,5000,15
18,12841,Andy Dalton,QB,17,CIN,BAL,7,10,5100,14.6
19,17920,Carson Wentz,QB,17,PHI,DAL,11,14,5200,14.6
20,13443,Colin Kaepernick,QB,17,SF,SEA,4,4,5100,14.5
21,14257,Robert Griffin III,QB,17,CLE,PIT,8,4,5000,14.2
22,16211,Tom Savage,QB,17,HOU,TEN,22,30,5400,13.7
23,5834,Matt Moore,QB,17,MIA,NE,2,13,5100,13.5
24,8283,Ryan Fitzpatrick,QB,17,NYJ,BUF,17,12,5000,13.4
25,14855,Matt Barkley,QB,17,CHI,MIN,6,7,5100,12.3
26,14868,EJ Manuel,QB,17,BUF,NYJ,26,28,5000,12.1
27,4932,Eli Manning,QB,17,NYG,WAS,25,21,5900,11.9
28,15746,Matt McGloin,QB,17,OAK,DEN,1,1,5000,11.8
29,8723,Matt Cassel,QB,17,TEN,HOU,3,3,5000,10.7
30,17922,Jared Goff,QB,17,LAR,ARI,9,17,5000,10.6
31,18055,Dak Prescott,QB,17,DAL,PHI,14,11,5800,8.8
32,17009,Trevor Siemian,QB,17,DEN,OAK,23,25,5300,8.1
