Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,1658,Greg Olsen,TE,16,CAR,ATL,30,28,5200,15.8
2,14856,Zach Ertz,TE,16,PHI,NYG,6,15,5300,12.7
3,16593,Cameron Brate,TE,16,TB,NO,29,19,3900,12.6
4,15048,Travis Kelce,TE,16,KC,DEN,1,9,5000,12.3
5,7175,Delanie Walker,TE,16,TEN,JAX,10,12,4300,11.6
6,13275,Kyle Rudolph,TE,16,MIN,GB,19,21,4900,11.4
7,16451,Eric Ebron,TE,16,DET,DAL,12,26,3600,11
8,11488,Jimmy Graham,TE,16,SEA,ARI,8,1,4500,10.8
9,722,Jason Witten,TE,16,DAL,DET,16,30,3400,10.2
10,7884,Antonio Gates,TE,16,LAC,CLE,31,32,4400,10.2
11,5084,Vernon Davis,TE,16,WAS,CHI,12,7,3000,10.2
12,11017,Dennis Pitta,TE,16,BAL,PIT,8,19,3000,9.8
13,1181,Martellus Bennett,TE,16,NE,NYJ,26,25,4100,9.3
14,16200,CJ Fiedorowicz,TE,16,HOU,CIN,17,30,3700,9.1
15,17975,Hunter Henry,TE,16,LAC,CLE,31,32,3500,8.5
16,15602,Jack Doyle,TE,16,IND,OAK,24,24,2800,8.4
17,4577,Gary Barnidge,TE,16,CLE,LAC,22,20,2800,8.1
18,11026,Jermaine Gresham,TE,16,ARI,SEA,2,5,2500,8
19,12751,Charles Clay,TE,16,BUF,MIA,23,22,3200,7.8
20,8534,Jared Cook,TE,16,GB,MIN,3,16,3000,7.6
21,13997,Coby Fleener,TE,16,NO,TB,21,14,3100,7.4
22,16920,Jesse James,TE,16,PIT,BAL,5,7,2500,6.8
23,14876,Dion Sims,TE,16,MIA,BUF,13,10,2600,6.8
24,13386,Lance Kendricks,TE,16,LAR,SF,32,13,2900,6.7
25,16917,CJ Uzomah,TE,16,CIN,HOU,4,4,2500,6.6
26,14985,Ryan Griffin,TE,16,HOU,CIN,17,30,3300,6.5
27,17754,Will Tye,TE,16,NYG,PHI,12,2,2800,6.5
28,13987,Dwayne Allen,TE,16,IND,OAK,24,24,2600,6.5
29,16988,Ben Koyack,TE,16,JAX,TEN,20,17,2500,6
30,16829,Clive Walford,TE,16,OAK,IND,25,23,2500,5.4
31,15965,Trey Burton,TE,16,PHI,NYG,6,15,2500,5.3
32,15378,Levine Toilolo,TE,16,ATL,CAR,27,31,2500,5.2
33,14496,Garrett Celek,TE,16,SF,LAR,16,9,2900,5.2
34,16608,Austin Seferian-Jenkins,TE,16,NYJ,NE,7,11,2500,4.2
35,16853,Jeff Heuerman,TE,16,DEN,KC,14,3,2500,4
36,15072,Mychal Rivera,TE,16,OAK,IND,25,23,2500,3.5
37,16491,Richard Rodgers,TE,16,GB,MIN,3,16,2500,3.3
38,15263,Luke Willson,TE,16,SEA,ARI,8,1,2500,2.9
39,15371,MarQueis Gray,TE,16,MIA,BUF,13,10,2500,2.5
40,12153,Ed Dickson,TE,16,CAR,ATL,30,28,2500,2.4
41,18101,Jerell Adams,TE,16,NYG,PHI,12,2,2500,2.2
42,15782,Larry Donnell,TE,16,NYG,PHI,12,2,2500,2.2
43,1545,Anthony Fasano,TE,16,TEN,JAX,10,12,2500,2.1
44,15247,Darren Fells,TE,16,ARI,SEA,2,5,2500,2
45,16395,Xavier Grimble,TE,16,PIT,BAL,5,7,2500,1.9
46,16238,Erik Swoope,TE,16,IND,OAK,24,24,2700,1.8
