Rk,ID,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
68,16276,Bennie Fowler,WR,6,DEN,NYG,8,3,38,21,0,9,3,7,0,0,0,0,0,5.10
69,16146,Martavis Bryant,WR,6,PIT,KC,3,2,67,27,0,20,9,14,0,0,0,0,0,4.70
70,17048,Tyrell Williams,WR,6,LAC,OAK,3,3,100,27,0,14,9,9,0,0,0,1,1,4.70
71,16567,Brandon Coleman,WR,6,NO,DET,4,2,50,23,0,20,6,12,0,0,0,0,0,4.30
72,16664,Bruce Ellington,WR,6,HOU,CLE,3,2,67,22,0,16,7,11,0,0,0,0,0,4.20
73,12722,Kamar Aiken,WR,6,IND,TEN,4,2,50,21,0,14,5,11,0,0,0,0,0,4.10
74,17960,Michael Thomas,WR,6,NO,DET,6,3,50,11,0,5,2,4,0,0,0,0,0,4.10
75,15509,Jaron Brown,WR,6,ARI,TB,1,1,100,30,0,30,30,30,0,0,0,0,0,4
76,14850,Russell Shepard,WR,6,CAR,PHI,6,2,33,12,0,9,2,6,0,0,0,0,0,3.20
77,19064,Trent Taylor,WR,6,SF,WAS,5,2,40,11,0,10,2,6,0,0,0,0,0,3.10
78,18611,Bryce Treggs,WR,6,CLE,HOU,3,1,33,20,0,20,7,20,0,0,0,0,0,3
79,14828,Chris Hogan,WR,6,NE,NYJ,4,1,25,19,0,19,5,19,0,0,0,0,0,2.90
80,14005,TY Hilton,WR,6,IND,TEN,4,1,25,19,0,19,5,19,0,0,0,0,0,2.90
81,18209,Marcus Johnson,WR,6,PHI,CAR,1,1,100,16,0,16,16,16,0,0,0,0,0,2.60
82,18047,Demarcus Robinson,WR,6,KC,PIT,5,1,20,16,0,16,3,16,0,0,0,0,0,2.60
83,18914,Mike Williams,WR,6,LAC,OAK,1,1,100,15,0,15,15,15,0,0,0,0,0,2.50
84,18285,Roger Lewis,WR,6,NYG,DEN,2,1,50,15,0,15,8,15,0,0,0,0,0,2.50
85,18089,Rashard Higgins,WR,6,CLE,HOU,2,1,50,13,0,13,7,13,0,0,0,0,0,2.30
86,16848,Sammie Coates,WR,6,CLE,HOU,2,1,50,11,0,11,6,11,0,0,0,0,0,2.10
87,16141,Willie Snead,WR,6,NO,DET,3,1,33,11,0,11,4,11,0,0,0,0,0,2.10
88,16003,Sammy Watkins,WR,6,LAR,JAX,4,1,25,11,0,11,3,11,0,0,0,0,0,2.10
89,18880,Chris Godwin,WR,6,TB,ARI,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90
90,18965,Ardarius Stewart,WR,6,NYJ,NE,2,1,50,2,0,2,1,2,1,6,0,0,0,1.80
91,18269,Geronimo Allison,WR,6,GB,MIN,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70
92,16469,Jared Abbrederis,WR,6,DET,NO,4,1,25,7,0,7,2,7,0,0,0,0,0,1.70
93,19514,Keelan Cole,WR,6,JAX,LAR,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70
94,15038,Tavarres King,WR,6,NYG,DEN,3,1,33,7,0,7,2,7,0,0,0,0,0,1.70
95,16919,JJ Nelson,WR,6,ARI,TB,1,0,0,0,0,0,0,0,1,16,0,0,0,1.60
96,12830,Torrey Smith,WR,6,PHI,CAR,2,1,50,6,0,6,3,6,0,0,0,0,0,1.60
97,14478,Michael Floyd,WR,6,MIN,GB,3,1,33,5,0,5,2,5,0,0,0,0,0,1.50
98,16731,Chris Matthews,WR,6,BAL,CHI,3,1,33,5,0,5,2,5,0,0,0,0,0,1.50
99,18103,Jakeem Grant,WR,6,MIA,ATL,1,1,100,4,0,4,4,4,0,0,0,0,0,1.40
100,19043,Isaiah McKenzie,WR,6,DEN,NYG,2,1,50,0,0,0,0,0,0,0,0,1,0,1
101,18928,Curtis Samuel,WR,6,CAR,PHI,0,0,0,0,0,0,0,0,1,8,0,0,0,0.80
102,16536,Bernard Reedy,WR,6,TB,ARI,0,0,0,0,0,0,0,0,1,4,0,0,0,0.40
103,14465,Jarius Wright,WR,6,MIN,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,16480,Jeff Janis,WR,6,GB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,18080,Trevor Davis,WR,6,GB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,19100,Stacy Coley,WR,6,MIN,GB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,19627,Chris Thompson,WR,6,HOU,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,19501,Justin Hardee,WR,6,NO,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,14424,Brian Quick,WR,6,WAS,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,17113,Quinton Dunbar,WR,6,WAS,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,19317,Victor Bolden Jr.,WR,6,SF,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,11565,Andre Roberts,WR,6,ATL,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,18014,Leonte Carroo,WR,6,MIA,ATL,3,0,0,0,0,0,0,0,0,0,0,0,0,0
114,14795,Josh Bellamy,WR,6,CHI,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,16787,Breshad Perriman,WR,6,BAL,CHI,2,0,0,0,0,0,0,0,0,0,0,0,0,0
116,16884,Vince Mayle,WR,6,BAL,CHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,17004,Tre McBride,WR,6,CHI,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,17219,Daniel Brown,WR,6,CHI,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,19431,Tanner Gentry,WR,6,CHI,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,7651,Matthew Slater,WR,6,NE,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,16790,Phillip Dorsett,WR,6,NE,NYJ,3,0,0,0,0,0,0,0,0,0,0,0,0,0
122,19021,Chad Hansen,WR,6,NYJ,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,14847,Ifeanyi Momah,WR,6,ARI,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,15725,Brittan Golden,WR,6,ARI,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,11501,Arrelious Benn,WR,6,JAX,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,15215,Tavon Austin,WR,6,LAR,JAX,0,0,0,0,0,0,0,0,2,0,0,0,0,0
127,18445,Mike Thomas,WR,6,LAR,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,18660,Maxwell McCaffrey,WR,6,JAX,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,19017,Josh Reynolds,WR,6,LAR,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,8771,Darrius Heyward-Bey,WR,6,PIT,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,17480,Eli Rogers,WR,6,PIT,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,19015,Jehu Chesson,WR,6,KC,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,19361,Marcus Kemp,WR,6,KC,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,13887,Travis Benjamin,WR,6,LAC,OAK,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,18241,Johnny Holton,WR,6,OAK,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,18506,Ed Eagan,WR,6,NYG,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,19539,Travis Rudolph,WR,6,NYG,DEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3601,Eric Weems,WR,6,TEN,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,17355,Quan Bray,WR,6,IND,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,18361,Chester Rogers,WR,6,IND,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
