Rk,ID,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,11056,Antonio Brown,WR,6,PIT,KC,10,8,80,155,1,51,16,19,0,0,0,1,0,32.50
2,5571,Larry Fitzgerald,WR,6,ARI,TB,11,10,91,138,1,29,13,14,0,0,0,1,1,31.80
3,11197,Demaryius Thomas,WR,6,DEN,NYG,14,10,71,133,0,40,10,13,0,0,0,1,1,25.30
4,11611,Golden Tate,WR,6,DET,NO,7,7,100,96,1,45,14,14,0,0,0,0,0,22.60
5,13870,Marvin Jones,WR,6,DET,NO,14,6,43,96,1,38,7,16,0,0,0,0,0,21.60
6,16020,Jarvis Landry,WR,6,MIA,ATL,14,8,57,62,1,11,4,8,0,0,0,0,0,20.20
7,16550,Kelvin Benjamin,WR,6,CAR,PHI,13,9,69,99,0,19,8,11,0,0,0,0,0,18.90
8,15534,Adam Thielen,WR,6,MIN,GB,13,9,69,96,0,23,7,11,0,0,0,1,0,18.60
9,16597,Mike Evans,WR,6,TB,ARI,8,3,38,95,1,41,12,32,0,0,0,0,0,18.50
10,9331,Michael Crabtree,WR,6,OAK,LAC,10,6,60,52,1,23,5,9,0,0,0,0,0,17.20
11,12109,Ted Ginn,WR,6,NO,DET,4,4,100,66,1,24,17,17,1,3,0,0,0,16.90
12,16470,Davante Adams,WR,6,GB,MIN,10,5,50,54,1,19,5,11,0,0,0,0,0,16.40
13,11182,Eric Decker,WR,6,TEN,IND,9,7,78,88,0,27,10,13,0,0,0,0,0,15.80
14,16781,Nelson Agholor,WR,6,PHI,CAR,7,4,57,55,1,24,8,14,0,0,0,0,0,15.50
15,16640,John Brown,WR,6,ARI,TB,4,3,75,63,1,31,16,21,0,0,0,0,0,15.30
16,16568,Brandin Cooks,WR,6,NE,NYJ,9,6,67,93,0,42,10,16,0,0,0,0,0,15.30
17,16305,De'Anthony Thomas,WR,6,KC,PIT,4,3,75,61,1,57,15,20,0,0,0,0,0,15.10
18,16258,Marqise Lee,WR,6,JAX,LAR,10,5,50,83,0,21,8,17,1,17,0,0,0,15
19,15196,Kenny Stills,WR,6,MIA,ATL,4,4,100,49,1,18,12,12,0,0,0,0,0,14.90
20,13171,Aldrick Robinson,WR,6,SF,WAS,5,2,40,66,1,45,13,33,0,0,0,0,0,14.60
21,17916,Will Fuller,WR,6,HOU,CLE,5,2,40,62,1,39,12,31,0,0,0,0,0,14.20
22,12794,Jeremy Kerley,WR,6,NYJ,NE,3,2,67,61,1,31,20,31,0,0,0,0,0,14.10
23,18971,Taywan Taylor,WR,6,TEN,IND,4,2,50,61,1,53,15,31,0,0,0,0,0,14.10
24,13291,Julio Jones,WR,6,ATL,MIA,7,6,86,72,0,18,10,12,0,0,0,0,0,13.20
25,15150,Cordarrelle Patterson,WR,6,OAK,LAC,1,1,100,5,0,4,5,5,3,55,1,0,0,13
26,3943,DeSean Jackson,WR,6,TB,ARI,6,3,50,38,1,27,6,13,0,0,0,0,0,12.80
27,11063,Emmanuel Sanders,WR,6,DEN,NYG,8,5,63,76,0,33,10,15,0,0,0,0,0,12.60
28,4556,Jordy Nelson,WR,6,GB,MIN,10,6,60,60,0,26,6,10,0,0,0,0,0,12
29,14749,Jermaine Kearse,WR,6,NYJ,NE,4,4,100,79,0,44,20,20,0,0,0,0,0,11.90
30,16232,Donte Moncrief,WR,6,IND,TEN,7,5,71,67,0,23,10,13,0,0,0,0,0,11.70
31,18187,Robby Anderson,WR,6,NYJ,NE,12,4,33,76,0,32,6,19,0,0,0,0,0,11.60
32,16081,Michael Campanaro,WR,6,BAL,CHI,5,3,60,24,0,13,5,8,0,0,0,0,0,11.40
33,14187,Alshon Jeffery,WR,6,PHI,CAR,10,4,40,71,0,37,7,18,0,0,0,0,0,11.10
34,17290,Adam Humphries,WR,6,TB,ARI,7,6,86,51,0,27,7,9,0,0,0,0,0,11.10
35,18717,Marvin Hall,WR,6,ATL,MIA,2,1,50,40,1,40,20,40,0,0,0,0,0,11
36,14871,Robert Woods,WR,6,LAR,JAX,7,5,71,70,0,22,10,14,0,0,0,1,1,11
37,13788,Rishard Matthews,WR,6,TEN,IND,4,4,100,69,0,27,17,17,0,0,0,0,0,10.90
38,6767,Pierre Garcon,WR,6,SF,WAS,12,5,42,55,0,22,5,11,0,0,0,0,0,10.50
39,14986,DeAndre Hopkins,WR,6,HOU,CLE,4,2,50,19,1,16,5,10,0,0,0,0,0,9.90
40,15076,Keenan Allen,WR,6,LAC,OAK,9,5,56,45,0,28,5,9,0,0,0,0,0,9.50
41,17939,Josh Doctson,WR,6,WAS,SF,3,1,33,11,1,11,4,11,0,0,0,0,0,8.10
42,17914,Laquon Treadwell,WR,6,MIN,GB,3,3,100,51,0,25,17,17,0,0,0,0,0,8.10
43,17079,Kasen Williams,WR,6,CLE,HOU,6,4,67,41,0,14,7,10,0,0,0,0,0,8.10
44,16129,Taylor Gabriel,WR,6,ATL,MIA,8,4,50,39,0,13,5,10,0,0,0,0,0,7.90
45,16765,Amari Cooper,WR,6,OAK,LAC,6,5,83,28,0,8,5,6,0,0,0,0,0,7.80
46,17964,Braxton Miller,WR,6,HOU,CLE,2,2,100,-5,1,1,-3,-3,0,0,0,0,0,7.50
47,18082,Tyreek Hill,WR,6,KC,PIT,7,5,71,34,0,10,5,7,1,-9,0,0,0,7.50
48,18030,Chris Moore,WR,6,BAL,CHI,7,3,43,44,0,17,6,15,0,0,0,0,0,7.40
49,9906,Danny Amendola,WR,6,NE,NYJ,5,3,60,40,0,17,8,13,0,0,0,0,0,7
50,16411,Ryan Grant,WR,6,WAS,SF,5,3,60,39,0,18,8,13,0,0,0,0,0,6.90
51,16253,Allen Hurns,WR,6,JAX,LAR,3,3,100,37,0,18,12,12,0,0,0,0,0,6.70
52,16802,Devin Funchess,WR,6,CAR,PHI,9,3,33,36,0,20,4,12,0,0,0,0,0,6.60
53,16326,Seth Roberts,WR,6,OAK,LAC,3,3,100,35,0,15,12,12,0,0,0,0,0,6.50
54,16868,Justin Hardy,WR,6,ATL,MIA,3,3,100,34,0,22,11,11,0,0,0,0,0,6.40
55,16456,TJ Jones,WR,6,DET,NO,9,3,33,33,0,24,4,11,0,0,0,0,0,6.30
56,18883,Juju Smith-Schuster,WR,6,PIT,KC,3,3,100,32,0,15,11,11,0,0,0,0,0,6.20
57,8529,Mike Wallace,WR,6,BAL,CHI,5,3,60,30,0,16,6,10,0,0,0,0,0,6
58,18039,Pharoh Cooper,WR,6,LAR,JAX,0,0,0,0,0,0,0,0,0,0,0,1,0,6
59,19023,Mack Hollins,WR,6,PHI,CAR,2,2,100,38,0,20,19,19,0,0,0,0,0,5.80
60,13227,Randall Cobb,WR,6,GB,MIN,3,3,100,28,0,14,9,9,0,0,0,0,0,5.80
61,13957,Kendall Wright,WR,6,CHI,BAL,3,2,67,36,0,18,12,18,0,0,0,0,0,5.60
62,16866,Jamison Crowder,WR,6,WAS,SF,5,3,60,15,0,8,3,5,1,11,0,0,0,5.60
63,17153,Jordan Taylor,WR,6,DEN,NYG,4,3,75,26,0,11,7,9,0,0,0,0,0,5.60
64,18882,Cooper Kupp,WR,6,LAR,JAX,3,2,67,35,0,22,12,18,0,0,0,0,0,5.50
65,18036,Ricardo Louis,WR,6,CLE,HOU,7,3,43,25,0,13,4,8,0,0,0,0,0,5.50
66,13693,Terrelle Pryor,WR,6,WAS,SF,5,3,60,23,0,12,5,8,0,0,0,0,0,5.30
67,14865,Marquise Goodwin,WR,6,SF,WAS,5,2,40,26,0,19,5,13,1,6,0,0,0,5.20
