Rk,ID,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
29,16830,Tyler Lockett,WR,2,SEA,SF,9,6,67,64,0,22,7,11,0,0,0,0,0,12.40
30,15196,Kenny Stills,WR,2,MIA,LAC,5,2,40,37,1,29,7,19,0,0,0,0,0,11.70
31,12845,AJ Green,WR,2,CIN,HOU,8,5,63,67,0,50,8,13,0,0,0,0,0,11.70
32,15509,Jaron Brown,WR,2,ARI,IND,11,4,36,73,0,22,7,18,0,0,0,0,0,11.30
33,11056,Antonio Brown,WR,2,PIT,MIN,11,5,46,62,0,26,6,12,0,0,0,0,0,11.20
34,16802,Devin Funchess,WR,2,CAR,BUF,6,4,67,68,0,24,11,17,0,0,0,0,0,10.80
35,18883,Juju Smith-Schuster,WR,2,PIT,MIN,4,3,75,16,1,9,4,5,0,0,0,0,0,10.60
36,12830,Torrey Smith,WR,2,PHI,KC,8,4,50,66,0,24,8,17,0,0,0,0,0,10.60
37,16790,Phillip Dorsett,WR,2,NE,NO,3,3,100,68,0,38,23,23,1,7,0,0,0,10.50
38,18197,Alex Erickson,WR,2,CIN,HOU,6,4,67,62,0,37,10,16,1,2,0,0,0,10.40
39,13460,Doug Baldwin,WR,2,SEA,SF,9,6,67,44,0,18,5,7,0,0,0,0,0,10.40
40,16694,Paul Richardson,WR,2,SEA,SF,5,2,40,19,1,10,4,10,0,0,0,0,0,9.90
41,13870,Marvin Jones,WR,2,DET,NYG,5,1,20,27,1,27,5,27,0,0,0,0,0,9.70
42,16837,Chris Conley,WR,2,KC,PHI,4,4,100,55,0,35,14,14,0,0,0,0,0,9.50
43,17048,Tyrell Williams,WR,2,LAC,MIA,4,4,100,54,0,23,14,14,0,0,0,0,0,9.40
44,14795,Josh Bellamy,WR,2,CHI,TB,7,4,57,51,0,17,7,13,0,0,0,0,0,9.10
45,14005,TY Hilton,WR,2,IND,ARI,6,4,67,49,0,16,8,12,0,0,0,0,0,8.90
46,18082,Tyreek Hill,WR,2,KC,PHI,6,4,67,43,0,18,7,11,1,6,0,0,0,8.90
47,16866,Jamison Crowder,WR,2,WAS,LAR,5,4,80,47,0,21,9,12,0,0,0,0,0,8.70
48,15534,Adam Thielen,WR,2,MIN,PIT,6,5,83,44,0,24,7,9,0,0,0,1,1,8.40
49,17480,Eli Rogers,WR,2,PIT,MIN,7,4,57,43,0,16,6,11,0,0,0,0,0,8.30
50,16411,Ryan Grant,WR,2,WAS,LAR,2,1,50,11,1,11,6,11,0,0,0,0,0,8.10
51,16781,Nelson Agholor,WR,2,PHI,KC,3,1,33,9,1,9,3,9,0,0,0,0,0,7.90
52,16389,Odell Beckham Jr,WR,2,NYG,DET,5,4,80,36,0,16,7,9,0,0,0,0,0,7.60
53,13788,Rishard Matthews,WR,2,TEN,JAX,5,3,60,43,0,20,9,14,0,0,0,0,0,7.30
54,14141,Cole Beasley,WR,2,DAL,DEN,8,4,50,33,0,10,4,8,0,0,0,0,0,7.30
55,16765,Amari Cooper,WR,2,OAK,NYJ,5,4,80,33,0,16,7,8,0,0,0,0,0,7.30
56,11463,Brandon LaFell,WR,2,CIN,HOU,7,4,57,30,0,12,4,8,0,0,0,0,0,7
57,3943,DeSean Jackson,WR,2,TB,CHI,7,3,43,39,0,21,6,13,0,0,0,0,0,6.90
58,18971,Taywan Taylor,WR,2,TEN,JAX,1,1,100,42,0,42,42,42,2,16,0,0,0,6.80
59,11611,Golden Tate,WR,2,DET,NYG,4,4,100,25,0,10,6,6,0,0,0,0,0,6.50
60,16568,Brandin Cooks,WR,2,NE,NO,4,2,50,37,0,22,9,19,2,6,0,0,0,6.30
61,18882,Cooper Kupp,WR,2,LAR,WAS,6,3,50,33,0,17,6,11,0,0,0,0,0,6.30
62,17914,Laquon Treadwell,WR,2,MIN,PIT,6,3,50,33,0,15,6,11,0,0,0,0,0,6.30
63,19023,Mack Hollins,WR,2,PHI,KC,3,3,100,32,0,13,11,11,0,0,0,0,0,6.20
64,11182,Eric Decker,WR,2,TEN,JAX,5,3,60,32,0,16,6,11,0,0,0,0,0,6.20
65,12722,Kamar Aiken,WR,2,IND,ARI,9,3,33,31,0,14,3,10,0,0,0,0,0,6.10
66,15974,Jordan Matthews,WR,2,BUF,CAR,3,3,100,30,0,15,10,10,0,0,0,0,0,6
67,15088,Terrance Williams,WR,2,DAL,DEN,5,4,80,17,0,6,3,4,0,0,0,0,0,5.70
68,14847,Ifeanyi Momah,WR,2,ARI,IND,2,1,50,46,0,46,23,46,0,0,0,0,0,5.60
69,6767,Pierre Garcon,WR,2,SF,SEA,5,3,60,26,0,11,5,9,0,0,0,0,0,5.60
70,14865,Marquise Goodwin,WR,2,SF,SEA,6,3,50,26,0,12,4,9,0,0,0,0,0,5.60
71,18269,Geronimo Allison,WR,2,GB,ATL,5,3,60,24,0,13,5,8,0,0,0,0,0,5.40
72,12109,Ted Ginn,WR,2,NO,NE,6,3,50,24,0,12,4,8,0,0,0,0,0,5.40
73,13693,Terrelle Pryor,WR,2,WAS,LAR,4,2,50,31,0,23,8,16,0,0,0,0,0,5.10
74,16906,Stefon Diggs,WR,2,MIN,PIT,6,2,33,27,0,21,5,14,1,4,0,0,0,5.10
75,5571,Larry Fitzgerald,WR,2,ARI,IND,6,3,50,21,0,10,4,7,0,0,0,0,0,5.10
76,16003,Sammy Watkins,WR,2,LAR,WAS,2,2,100,30,0,28,15,15,0,0,0,0,0,5
77,17961,Sterling Shepard,WR,2,NYG,DET,4,2,50,23,0,12,6,12,2,7,0,0,0,5
78,18187,Robby Anderson,WR,2,NYJ,OAK,4,2,50,28,0,19,7,14,0,0,0,0,0,4.80
79,19431,Tanner Gentry,WR,2,CHI,TB,3,2,67,27,0,15,9,14,0,0,0,0,0,4.70
80,18036,Ricardo Louis,WR,2,CLE,BAL,2,2,100,27,0,24,14,14,0,0,0,0,0,4.70
81,16308,Albert Wilson,WR,2,KC,PHI,3,2,67,22,0,12,7,11,1,4,0,0,0,4.60
82,12794,Jeremy Kerley,WR,2,NYJ,OAK,3,3,100,14,0,10,5,5,0,0,0,0,0,4.40
83,16278,Cody Latimer,WR,2,DEN,DAL,2,2,100,22,0,13,11,11,0,0,0,1,0,4.20
84,16129,Taylor Gabriel,WR,2,ATL,GB,3,2,67,14,0,12,5,7,1,7,0,0,0,4.10
85,15725,Brittan Golden,WR,2,ARI,IND,2,1,50,29,0,29,15,29,0,0,0,0,0,3.90
86,19017,Josh Reynolds,WR,2,LAR,WAS,1,1,100,28,0,28,28,28,0,0,0,0,0,3.80
87,17290,Adam Humphries,WR,2,TB,CHI,3,2,67,18,0,9,6,9,0,0,0,0,0,3.80
88,16232,Donte Moncrief,WR,2,IND,ARI,8,2,25,18,0,15,2,9,0,0,0,0,0,3.80
89,13264,Andre Holmes,WR,2,BUF,CAR,4,2,50,18,0,9,5,9,0,0,0,0,0,3.80
90,18926,Zay Jones,WR,2,BUF,CAR,6,2,33,18,0,12,3,9,0,0,0,0,0,3.80
91,19514,Keelan Cole,WR,2,JAX,TEN,3,2,67,13,0,11,4,7,0,0,0,1,0,3.30
92,18285,Roger Lewis,WR,2,NYG,DET,2,2,100,13,0,8,7,7,0,0,0,0,0,3.30
93,17964,Braxton Miller,WR,2,HOU,CIN,3,2,67,10,0,8,3,5,0,0,0,0,0,3
94,16868,Justin Hardy,WR,2,ATL,GB,2,1,50,19,0,19,10,19,0,0,0,0,0,2.90
95,15066,Brice Butler,WR,2,DAL,DEN,2,1,50,18,0,18,9,18,0,0,0,0,0,2.80
96,11667,Brandon Marshall,WR,2,NYG,DET,5,1,20,17,0,17,3,17,0,0,0,0,0,2.70
97,18928,Curtis Samuel,WR,2,CAR,BUF,3,2,67,7,0,8,2,4,0,0,0,0,0,2.70
98,18985,Amara Darboh,WR,2,SEA,SF,1,1,100,16,0,16,16,16,0,0,0,0,0,2.60
99,18401,Tommylee Lewis,WR,2,NO,NE,2,1,50,16,0,16,8,16,0,0,0,0,0,2.60
100,19064,Trent Taylor,WR,2,SF,SEA,4,2,50,6,0,5,2,3,0,0,0,0,0,2.60
101,18974,Chad Williams,WR,2,ARI,IND,2,1,50,15,0,15,8,15,0,0,0,0,0,2.50
102,13887,Travis Benjamin,WR,2,LAC,MIA,3,1,33,11,0,11,4,11,0,0,0,0,0,2.10
103,18080,Trevor Davis,WR,2,GB,ATL,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90
104,17938,Corey Coleman,WR,2,CLE,BAL,7,1,14,9,0,9,1,9,0,0,0,0,0,1.90
105,14465,Jarius Wright,WR,2,MIN,PIT,2,1,50,9,0,9,5,9,0,0,0,0,0,1.90
106,16979,Neal Sterling,WR,2,NYJ,OAK,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80
107,18977,Kenny Golladay,WR,2,DET,NYG,3,1,33,8,0,8,3,8,0,0,0,0,0,1.80
108,16276,Bennie Fowler,WR,2,DEN,DAL,3,1,33,8,0,8,3,8,0,0,0,0,0,1.80
109,14871,Robert Woods,WR,2,LAR,WAS,4,1,25,8,0,8,2,8,0,0,0,0,0,1.80
110,8529,Mike Wallace,WR,2,BAL,CLE,3,1,33,7,0,7,2,7,0,0,0,0,0,1.70
111,14850,Russell Shepard,WR,2,CAR,BUF,2,1,50,6,0,6,3,6,0,0,0,0,0,1.60
112,18879,Corey Davis,WR,2,TEN,JAX,3,1,33,4,0,4,1,4,0,0,0,0,0,1.40
113,18157,Charone Peake,WR,2,NYJ,OAK,1,1,100,3,0,3,3,3,0,0,0,0,0,1.30
114,8532,Kenny Britt,WR,2,CLE,BAL,2,1,50,2,0,2,1,2,0,0,0,0,0,1.20
115,15215,Tavon Austin,WR,2,LAR,WAS,2,0,0,0,0,0,0,0,3,8,0,0,0,0.80
116,16081,Michael Campanaro,WR,2,BAL,CLE,0,0,0,0,0,0,0,0,1,5,0,0,0,0.50
117,18881,John Ross,WR,2,CIN,HOU,0,0,0,0,0,0,0,0,1,12,0,1,1,0.20
118,18116,Cody Core,WR,2,CIN,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,17219,Daniel Brown,WR,2,CHI,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,19080,Noah Brown,WR,2,DAL,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,13171,Aldrick Robinson,WR,2,SF,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,16831,Jaelen Strong,WR,2,HOU,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,16731,Chris Matthews,WR,2,BAL,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,17141,Damiere Byrd,WR,2,CAR,BUF,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,18880,Chris Godwin,WR,2,TB,CHI,2,0,0,0,0,0,0,0,0,0,0,0,0,0
126,16944,Kaelin Clay,WR,2,BUF,CAR,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,18103,Jakeem Grant,WR,2,MIA,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,19043,Isaiah McKenzie,WR,2,DEN,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,16536,Bernard Reedy,WR,2,TB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,16728,Dontrelle Inman,WR,2,LAC,MIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0
131,16305,De'Anthony Thomas,WR,2,KC,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,16326,Seth Roberts,WR,2,OAK,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
133,18602,Tanner McEvoy,WR,2,SEA,SF,2,0,0,0,0,0,0,0,0,0,0,0,0,0
134,16480,Jeff Janis,WR,2,GB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,13117,Dwayne Harris,WR,2,NYG,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,17113,Quinton Dunbar,WR,2,WAS,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,18047,Demarcus Robinson,WR,2,KC,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,11501,Arrelious Benn,WR,2,JAX,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,18660,Maxwell McCaffrey,WR,2,JAX,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,17004,Tre McBride,WR,2,CHI,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,17939,Josh Doctson,WR,2,WAS,LAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,8771,Darrius Heyward-Bey,WR,2,PIT,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,3601,Eric Weems,WR,2,TEN,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,16848,Sammie Coates,WR,2,CLE,BAL,4,0,0,0,0,0,0,0,0,0,0,0,0,0
145,16884,Vince Mayle,WR,2,BAL,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,14424,Brian Quick,WR,2,WAS,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,16456,TJ Jones,WR,2,DET,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,19021,Chad Hansen,WR,2,NYJ,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,16787,Breshad Perriman,WR,2,BAL,CLE,4,0,0,0,0,0,0,0,0,0,0,0,0,0
150,19317,Victor Bolden Jr.,WR,2,SF,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,11565,Andre Roberts,WR,2,ATL,GB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,18965,Ardarius Stewart,WR,2,NYJ,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,17355,Quan Bray,WR,2,IND,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,18014,Leonte Carroo,WR,2,MIA,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,19008,Ryan Switzer,WR,2,DAL,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,18241,Johnny Holton,WR,2,OAK,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,18039,Pharoh Cooper,WR,2,LAR,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,4556,Jordy Nelson,WR,2,GB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,18422,Khalif Raymond,WR,2,NYJ,OAK,0,0,0,0,0,0,0,0,0,0,0,1,1,-1
