Rk,ID,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,15048,Travis Kelce,TE,2,KC,PHI,10,8,80,103,1,44,10,13,0,0,0,0,0,27.30
2,10974,Rob Gronkowski,TE,2,NE,NO,9,6,67,116,1,53,13,19,0,0,0,0,0,26.60
3,722,Jason Witten,TE,2,DAL,DEN,13,10,77,97,1,28,8,10,0,0,0,0,0,25.70
4,11756,Benjamin Watson,TE,2,BAL,CLE,8,8,100,91,0,23,11,11,0,0,0,0,0,17.10
5,7175,Delanie Walker,TE,2,TEN,JAX,4,4,100,61,0,19,15,15,1,1,1,0,0,16.20
6,15602,Jack Doyle,TE,2,IND,ARI,8,8,100,79,0,15,10,10,0,0,0,0,0,15.90
7,16451,Eric Ebron,TE,2,DET,NYG,5,5,100,42,1,17,8,8,0,0,0,0,0,15.20
8,17975,Hunter Henry,TE,2,LAC,MIA,7,7,100,80,0,17,11,11,0,0,0,0,0,15
9,18912,Evan Engram,TE,2,NYG,DET,7,4,57,49,1,18,7,12,0,0,0,0,0,14.90
10,14856,Zach Ertz,TE,2,PHI,KC,10,5,50,97,0,53,10,19,0,0,0,0,0,14.70
11,18935,Gerald Everett,TE,2,LAR,WAS,3,3,100,95,0,69,32,32,0,0,0,0,0,12.50
12,13997,Coby Fleener,TE,2,NO,NE,4,3,75,33,1,20,8,11,0,0,0,0,0,12.30
13,18876,David Njoku,TE,2,CLE,BAL,4,3,75,27,1,23,7,9,0,0,0,0,0,11.70
14,18990,Jonnu Smith,TE,2,TEN,JAX,3,2,67,30,1,32,10,15,0,0,0,0,0,11
15,15100,Jordan Reed,TE,2,WAS,LAR,6,6,100,48,0,16,8,8,0,0,0,1,0,10.80
16,12415,Zach Miller,TE,2,CHI,TB,9,6,67,42,0,12,5,7,0,0,0,0,0,10.20
17,1181,Martellus Bennett,TE,2,GB,ATL,11,5,46,47,0,18,4,9,0,0,0,0,0,9.70
18,7884,Antonio Gates,TE,2,LAC,MIA,4,2,50,11,1,7,3,6,0,0,0,0,0,9.10
19,13016,Virgil Green,TE,2,DEN,DAL,3,2,67,11,1,9,4,6,0,0,0,0,0,9.10
20,13275,Kyle Rudolph,TE,2,MIN,PIT,6,4,67,45,0,27,8,11,0,0,0,0,0,8.50
21,18057,Seth DeValve,TE,2,CLE,BAL,4,2,50,61,0,49,15,31,0,0,0,0,0,8.10
22,14918,Tyler Eifert,TE,2,CIN,HOU,4,3,75,42,0,22,11,14,0,0,0,0,0,7.20
23,16920,Jesse James,TE,2,PIT,MIN,5,4,80,27,0,12,5,7,0,0,0,0,0,6.70
24,8534,Jared Cook,TE,2,OAK,NYJ,6,4,67,25,0,10,4,6,0,0,0,0,0,6.50
25,16816,Maxx Williams,TE,2,BAL,CLE,4,4,100,21,0,13,5,5,1,2,0,0,0,6.30
26,15866,Josh Hill,TE,2,NO,NE,3,3,100,29,0,13,10,10,0,0,0,0,0,5.90
27,13027,Julius Thomas,TE,2,MIA,LAC,3,3,100,26,0,11,9,9,0,0,0,0,0,5.60
28,15263,Luke Willson,TE,2,SEA,SF,3,3,100,25,0,19,8,8,0,0,0,0,0,5.50
29,12751,Charles Clay,TE,2,BUF,CAR,3,3,100,23,0,12,8,8,0,0,0,1,0,5.30
30,18101,Jerell Adams,TE,2,NYG,DET,1,1,100,38,0,38,38,38,0,0,0,0,0,4.80
31,12153,Ed Dickson,TE,2,CAR,BUF,3,2,67,26,0,20,9,13,0,0,0,0,0,4.60
32,16593,Cameron Brate,TE,2,TB,CHI,3,2,67,24,0,13,8,12,0,0,0,0,0,4.40
33,16491,Richard Rodgers,TE,2,GB,ATL,4,2,50,22,0,14,6,11,0,0,0,0,0,4.20
34,14445,Rhett Ellison,TE,2,NYG,DET,2,2,100,21,0,12,11,11,0,0,0,0,0,4.10
35,19063,George Kittle,TE,2,SF,SEA,2,2,100,13,0,14,7,7,0,0,0,0,0,3.30
36,16958,Randall Telfer,TE,2,CLE,BAL,1,1,100,20,0,20,20,20,0,0,0,0,0,3
37,15561,Brandon Williams,TE,2,IND,ARI,1,1,100,20,0,20,20,20,0,0,0,0,0,3
38,18901,OJ Howard,TE,2,TB,CHI,3,1,33,17,0,17,6,17,0,0,0,0,0,2.70
39,17963,Austin Hooper,TE,2,ATL,GB,2,2,100,7,0,4,4,4,0,0,0,0,0,2.70
40,16648,Troy Niklas,TE,2,ARI,IND,1,1,100,16,0,16,16,16,0,0,0,0,0,2.60
41,16853,Jeff Heuerman,TE,2,DEN,DAL,1,1,100,15,0,15,15,15,0,0,0,0,0,2.50
42,5084,Vernon Davis,TE,2,WAS,LAR,1,1,100,13,0,13,13,13,0,0,0,0,0,2.30
43,15965,Trey Burton,TE,2,PHI,KC,1,1,100,10,0,10,10,10,0,0,0,0,0,2
44,1658,Greg Olsen,TE,2,CAR,BUF,2,1,50,10,0,10,5,10,0,0,0,0,0,2
45,14820,Sean McGrath,TE,2,LAC,MIA,1,1,100,10,0,10,10,10,0,0,0,0,0,2
46,12777,Lee Smith,TE,2,OAK,NYJ,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90
47,16931,Nick Boyle,TE,2,BAL,CLE,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90
48,15640,Derek Carrier,TE,2,LAR,WAS,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90
49,11535,Michael Hoomanawanui,TE,2,NO,NE,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80
50,16829,Clive Walford,TE,2,OAK,NYJ,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70
51,14496,Garrett Celek,TE,2,SF,SEA,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60
52,19281,Jacob Hollister,TE,2,NE,NO,2,1,50,5,0,5,3,5,0,0,0,0,0,1.50
53,17754,Will Tye,TE,2,NYJ,OAK,3,1,33,4,0,4,1,4,0,0,0,0,0,1.40
54,15247,Darren Fells,TE,2,DET,NYG,1,1,100,3,0,3,3,3,0,0,0,0,0,1.30
55,11488,Jimmy Graham,TE,2,SEA,SF,2,1,50,1,0,1,1,1,0,0,0,0,0,1.10
56,11555,Jim Dray,TE,2,ARI,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,18105,David Morgan,TE,2,MIN,PIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,5511,Brent Celek,TE,2,PHI,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3061,Marcedes Lewis,TE,2,JAX,TEN,2,0,0,0,0,0,0,0,0,0,0,0,0,0
60,16933,James O'Shaughnessy,TE,2,JAX,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,19494,Evan Baylis,TE,2,HOU,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,15937,Phillip Supernaw,TE,2,TEN,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,19176,Darrell Daniels,TE,2,IND,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,15305,Demetrius Harris,TE,2,KC,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,13987,Dwayne Allen,TE,2,NE,NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,15371,MarQueis Gray,TE,2,MIA,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,16962,AJ Derby,TE,2,DEN,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,18019,Nick Vannett,TE,2,SEA,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,19010,Michael Roberts,TE,2,DET,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,17762,Chris Manhertz,TE,2,CAR,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,13370,Luke Stocker,TE,2,TB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,18032,Tyler Higbee,TE,2,LAR,WAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,17005,Geoff Swaim,TE,2,DAL,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,13386,Lance Kendricks,TE,2,GB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,16846,Tyler Kroft,TE,2,CIN,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1545,Anthony Fasano,TE,2,MIA,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,19219,Cethan Carter,TE,2,CIN,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,16656,Logan Thomas,TE,2,BUF,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,17750,Ross Travis,TE,2,KC,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,11345,Logan Paulsen,TE,2,SF,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,19035,Eric Saubert,TE,2,ATL,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,14152,James Hanna,TE,2,DAL,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,15378,Levine Toilolo,TE,2,ATL,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,16111,Ryan Hewitt,TE,2,CIN,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,18931,Adam Shaheen,TE,2,CHI,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,16954,Nick O'Leary,TE,2,BUF,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,16988,Ben Koyack,TE,2,JAX,TEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,14876,Dion Sims,TE,2,CHI,TB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,16395,Xavier Grimble,TE,2,PIT,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,16878,Blake Bell,TE,2,MIN,PIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,19599,Trey Edmunds,TE,2,NO,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,13170,Niles Paul,TE,2,WAS,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
