Rk,ID,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,10974,Rob Gronkowski,TE,6,NE,NYJ,10,6,60,83,2,33,8,14,0,0,0,0,0,26.30
2,16593,Cameron Brate,TE,6,TB,ARI,8,6,75,76,1,21,10,13,0,0,0,0,0,19.60
3,18912,Evan Engram,TE,6,NYG,DEN,7,5,71,82,1,26,12,16,0,0,0,0,0,19.20
4,16608,Austin Seferian-Jenkins,TE,6,NYJ,NE,11,8,73,46,1,12,4,6,0,0,0,1,1,17.60
5,15602,Jack Doyle,TE,6,IND,TEN,11,7,64,50,1,11,5,7,0,0,0,1,1,17
6,14856,Zach Ertz,TE,6,PHI,CAR,5,2,40,18,2,17,4,9,0,0,0,0,0,15.80
7,17975,Hunter Henry,TE,6,LAC,OAK,7,5,71,90,0,34,13,18,0,0,0,0,0,14
8,14876,Dion Sims,TE,6,CHI,BAL,4,2,50,42,1,27,11,21,0,0,0,0,0,12.20
9,17963,Austin Hooper,TE,6,ATL,MIA,9,7,78,48,0,11,5,7,0,0,0,0,0,11.80
10,11535,Michael Hoomanawanui,TE,6,NO,DET,3,2,67,27,1,25,9,14,0,0,0,0,0,10.70
11,15247,Darren Fells,TE,6,DET,NO,4,2,50,26,1,22,7,13,0,0,0,0,0,10.60
12,12415,Zach Miller,TE,6,CHI,BAL,3,2,67,25,1,21,8,13,0,0,0,0,0,10.50
13,16853,Jeff Heuerman,TE,6,DEN,NYG,2,2,100,24,1,13,12,12,0,0,0,0,0,10.40
14,14985,Ryan Griffin,TE,6,HOU,CLE,8,3,38,52,0,21,7,17,0,0,0,0,0,10.20
15,16648,Troy Niklas,TE,6,ARI,TB,2,2,100,20,1,14,10,10,0,0,0,0,0,10
16,13275,Kyle Rudolph,TE,6,MIN,GB,9,5,56,47,0,16,5,9,0,0,0,0,0,9.70
17,18057,Seth DeValve,TE,6,CLE,HOU,3,2,67,9,1,6,3,5,0,0,0,0,0,8.90
18,11756,Benjamin Watson,TE,6,BAL,CHI,8,6,75,28,0,13,4,5,0,0,0,0,0,8.80
19,19063,George Kittle,TE,6,SF,WAS,8,4,50,46,0,31,6,12,0,0,0,0,0,8.60
20,5084,Vernon Davis,TE,6,WAS,SF,4,3,75,65,0,51,16,22,0,0,0,1,1,8.50
21,15100,Jordan Reed,TE,6,WAS,SF,5,4,80,37,0,14,7,9,0,0,0,0,0,7.70
22,15048,Travis Kelce,TE,6,KC,PIT,7,4,57,37,0,23,5,9,0,0,0,0,0,7.70
23,12153,Ed Dickson,TE,6,CAR,PHI,8,4,50,36,0,13,5,9,0,0,0,0,0,7.60
24,18935,Gerald Everett,TE,6,LAR,JAX,3,1,33,4,1,4,1,4,0,0,0,0,0,7.40
25,16931,Nick Boyle,TE,6,BAL,CHI,3,2,67,15,0,12,5,8,0,0,0,0,0,5.50
26,7175,Delanie Walker,TE,6,TEN,IND,8,4,50,17,0,10,2,4,1,-3,0,0,0,5.40
27,11026,Jermaine Gresham,TE,6,ARI,TB,2,2,100,32,0,18,16,16,0,0,0,0,0,5.20
28,13027,Julius Thomas,TE,6,MIA,ATL,5,3,60,22,0,12,4,7,0,0,0,0,0,5.20
29,1181,Martellus Bennett,TE,6,GB,MIN,4,2,50,22,0,14,6,11,0,0,0,0,0,4.20
30,18262,Stephen Anderson,TE,6,HOU,CLE,2,2,100,17,0,9,9,9,0,0,0,0,0,3.70
31,15239,Vance McDonald,TE,6,PIT,KC,2,1,50,26,0,26,13,26,0,0,0,0,0,3.60
32,13016,Virgil Green,TE,6,DEN,NYG,1,1,100,24,0,24,24,24,0,0,0,0,0,3.40
33,8534,Jared Cook,TE,6,OAK,LAC,3,2,67,14,0,7,5,7,0,0,0,0,0,3.40
34,16988,Ben Koyack,TE,6,JAX,LAR,1,1,100,21,0,21,21,21,0,0,0,0,0,3.10
35,16933,James O'Shaughnessy,TE,6,JAX,LAR,3,2,67,11,0,9,4,6,0,0,0,0,0,3.10
36,7884,Antonio Gates,TE,6,LAC,OAK,1,1,100,16,0,16,16,16,0,0,0,0,0,2.60
37,18901,OJ Howard,TE,6,TB,ARI,3,1,33,15,0,15,5,15,0,0,0,0,0,2.50
38,14496,Garrett Celek,TE,6,SF,WAS,2,1,50,13,0,13,7,13,0,0,0,0,0,2.30
39,16962,AJ Derby,TE,6,DEN,NYG,4,1,25,10,0,10,3,10,0,0,0,0,0,2
40,18990,Jonnu Smith,TE,6,TEN,IND,1,1,100,10,0,10,10,10,0,0,0,0,0,2
41,18876,David Njoku,TE,6,CLE,HOU,5,2,40,0,0,3,0,0,0,0,0,0,0,2
