Rk,ID,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
42,15965,Trey Burton,TE,6,PHI,CAR,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90
43,16451,Eric Ebron,TE,6,DET,NO,3,1,33,9,0,9,3,9,0,0,0,0,0,1.90
44,18101,Jerell Adams,TE,6,NYG,DEN,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60
45,13370,Luke Stocker,TE,6,TB,ARI,1,1,100,5,0,5,5,5,0,0,0,0,0,1.50
46,18032,Tyler Higbee,TE,6,LAR,JAX,3,1,33,0,0,0,0,0,0,0,0,0,0,1
47,16816,Maxx Williams,TE,6,BAL,CHI,1,1,100,6,0,6,6,6,0,0,0,1,1,0.60
48,5511,Brent Celek,TE,6,PHI,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,17762,Chris Manhertz,TE,6,CAR,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,13386,Lance Kendricks,TE,6,GB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,16491,Richard Rodgers,TE,6,GB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,16878,Blake Bell,TE,6,MIN,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,18105,David Morgan,TE,6,MIN,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,16958,Randall Telfer,TE,6,CLE,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,13997,Coby Fleener,TE,6,NO,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,15866,Josh Hill,TE,6,NO,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,19010,Michael Roberts,TE,6,DET,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,19599,Trey Edmunds,TE,6,NO,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,11345,Logan Paulsen,TE,6,SF,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,19326,Cole Hikutini,TE,6,SF,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1545,Anthony Fasano,TE,6,MIA,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,15371,MarQueis Gray,TE,6,MIA,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,15378,Levine Toilolo,TE,6,ATL,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,19035,Eric Saubert,TE,6,ATL,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,18931,Adam Shaheen,TE,6,CHI,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,13987,Dwayne Allen,TE,6,NE,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,17223,Eric Tomlinson,TE,6,NYJ,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,19281,Jacob Hollister,TE,6,NE,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3061,Marcedes Lewis,TE,6,JAX,LAR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
70,15640,Derek Carrier,TE,6,LAR,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,15305,Demetrius Harris,TE,6,KC,PIT,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72,16920,Jesse James,TE,6,PIT,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,17750,Ross Travis,TE,6,KC,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,12777,Lee Smith,TE,6,OAK,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,14820,Sean McGrath,TE,6,LAC,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,16829,Clive Walford,TE,6,OAK,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,14445,Rhett Ellison,TE,6,NYG,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,17415,Matt LaCosse,TE,6,NYG,DEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79,15561,Brandon Williams,TE,6,IND,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,15937,Phillip Supernaw,TE,6,TEN,IND,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,19176,Darrell Daniels,TE,6,IND,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,13170,Niles Paul,TE,6,WAS,SF,0,0,0,0,0,0,0,0,1,-1,0,0,0,-0.10
