Rk,ID,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,12153,Ed Dickson,TE,5,CAR,DET,5,5,100,175,0,64,35,35,0,0,0,0,0,25.50
2,19063,George Kittle,TE,5,SF,IND,9,7,78,83,1,27,9,12,0,0,0,0,0,21.30
3,14856,Zach Ertz,TE,5,PHI,ARI,12,6,50,61,1,14,5,10,0,0,0,0,0,18.10
4,16593,Cameron Brate,TE,5,TB,NE,9,5,56,68,1,18,8,14,0,0,0,0,0,17.80
5,15048,Travis Kelce,TE,5,KC,HOU,11,8,73,98,0,26,9,12,0,0,0,0,0,17.80
6,13275,Kyle Rudolph,TE,5,MIN,CHI,9,6,67,45,1,13,5,8,0,0,0,0,0,16.50
7,15247,Darren Fells,TE,5,DET,CAR,2,2,100,24,2,20,12,12,0,0,0,0,0,16.40
8,11488,Jimmy Graham,TE,5,SEA,LAR,8,6,75,37,1,9,5,6,0,0,0,0,0,15.70
9,16608,Austin Seferian-Jenkins,TE,5,NYJ,CLE,8,6,75,29,1,9,4,5,0,0,0,0,0,14.90
10,18876,David Njoku,TE,5,CLE,NYJ,3,3,100,48,1,21,16,16,1,1,0,0,0,13.90
11,18032,Tyler Higbee,TE,5,LAR,SEA,8,4,50,98,0,35,12,25,0,0,0,0,0,13.80
12,17975,Hunter Henry,TE,5,LAC,NYG,8,3,38,42,1,25,5,14,0,0,0,0,0,13.20
13,722,Jason Witten,TE,5,DAL,GB,10,8,80,61,0,14,6,8,0,0,0,1,1,13.10
14,12415,Zach Miller,TE,5,CHI,MIN,7,3,43,39,1,20,6,13,0,0,0,0,0,12.90
15,16954,Nick O'Leary,TE,5,BUF,CIN,6,5,83,54,0,19,9,11,0,0,0,0,0,10.40
16,15937,Phillip Supernaw,TE,5,TEN,MIA,2,2,100,16,1,11,8,8,0,0,0,0,0,9.60
17,15965,Trey Burton,TE,5,PHI,ARI,2,2,100,16,1,15,8,8,0,0,0,0,0,9.60
18,18262,Stephen Anderson,TE,5,HOU,KC,2,2,100,63,0,42,32,32,0,0,0,0,0,8.30
19,1181,Martellus Bennett,TE,5,GB,DAL,3,3,100,53,0,33,18,18,0,0,0,0,0,8.30
20,16846,Tyler Kroft,TE,5,CIN,BUF,5,4,80,38,0,15,8,10,0,0,0,0,0,7.80
21,18990,Jonnu Smith,TE,5,TEN,MIA,5,5,100,21,0,9,4,4,0,0,0,0,0,7.10
22,7175,Delanie Walker,TE,5,TEN,MIA,5,3,60,25,0,12,5,8,0,0,0,0,0,5.50
23,16920,Jesse James,TE,5,PIT,JAX,5,3,60,24,0,15,5,8,0,0,0,0,0,5.40
24,18057,Seth DeValve,TE,5,CLE,NYJ,4,3,75,24,0,17,6,8,0,0,0,0,0,5.40
25,12751,Charles Clay,TE,5,BUF,CIN,3,2,67,31,0,24,10,16,0,0,0,0,0,5.10
