Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,26,Philadelphia Eagles,DST,5,PHI,ARI,--,--,3100,9.3
2,55,Kansas City Chiefs,DST,5,KC,HOU,--,--,2700,8.6
3,67,Minnesota Vikings,DST,5,MIN,CHI,--,--,3700,8.4
4,82,New York Jets,DST,5,NYJ,CLE,--,--,3000,8.3
5,37,Buffalo Bills,DST,5,BUF,CIN,--,--,2600,8
6,28,Pittsburgh Steelers,DST,5,PIT,JAX,--,--,3900,7.9
7,11,Detroit Lions,DST,5,DET,CAR,--,--,3200,7.8
8,75,New York Giants,DST,5,NYG,LAC,--,--,3600,7.5
9,36,Baltimore Ravens,DST,5,BAL,OAK,--,--,2900,7.5
10,83,Oakland Raiders,DST,5,OAK,BAL,--,--,2900,7.5
11,93,San Francisco 49ers,DST,5,SF,IND,--,--,2600,7
12,5,Carolina Panthers,DST,5,CAR,DET,--,--,2500,6.9
13,52,Jacksonville Jaguars,DST,5,JAX,PIT,--,--,2800,6.8
14,7,Cincinnati Bengals,DST,5,CIN,BUF,--,--,3300,6.7
15,64,Miami Dolphins,DST,5,MIA,TEN,--,--,2700,6.7
16,14,Indianapolis Colts,DST,5,IND,SF,--,--,2700,6.6
17,90,Seattle Seahawks,DST,5,SEA,LAR,--,--,3500,6.5
18,21,New England Patriots,DST,5,NE,TB,--,--,2900,6.4
19,1,Arizona Cardinals,DST,5,ARI,PHI,--,--,2300,6.4
20,32,Los Angeles Rams,DST,5,LAR,SEA,--,--,2800,6.4
21,84,Los Angeles Chargers,DST,5,LAC,NYG,--,--,2500,6.3
22,8,Cleveland Browns,DST,5,CLE,NYJ,--,--,3000,5.9
23,34,Tennessee Titans,DST,5,TEN,MIA,--,--,3000,5.9
24,13,Houston Texans,DST,5,HOU,KC,--,--,2800,5.6
25,38,Chicago Bears,DST,5,CHI,MIN,--,--,2700,5.3
26,48,Dallas Cowboys,DST,5,DAL,GB,--,--,2100,5.2
27,12,Green Bay Packers,DST,5,GB,DAL,--,--,2400,5
28,95,Tampa Bay Buccaneers,DST,5,TB,NE,--,--,2400,3.5
