Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,10974,Rob Gronkowski,TE,3,NE,HOU,7,6,6800,14.4
2,15048,Travis Kelce,TE,3,KC,LAC,19,15,6000,13.6
3,14856,Zach Ertz,TE,3,PHI,NYG,15,26,5000,12.7
4,13275,Kyle Rudolph,TE,3,MIN,TB,4,9,4200,11.2
5,722,Jason Witten,TE,3,DAL,ARI,19,9,4900,11.2
6,7175,Delanie Walker,TE,3,TEN,SEA,9,7,4400,11.1
7,16451,Eric Ebron,TE,3,DET,ATL,25,16,3300,10.3
8,11488,Jimmy Graham,TE,3,SEA,TEN,18,5,4600,9.9
9,1181,Martellus Bennett,TE,3,GB,CIN,6,1,4000,9.9
10,15602,Jack Doyle,TE,3,IND,CLE,16,31,3600,9.9
11,8534,Jared Cook,TE,3,OAK,WAS,23,28,3100,9.3
12,13997,Coby Fleener,TE,3,NO,CAR,1,4,4100,9
13,12751,Charles Clay,TE,3,BUF,DEN,14,20,3400,8.9
14,12415,Zach Miller,TE,3,CHI,PIT,5,12,3000,8.7
15,17975,Hunter Henry,TE,3,LAC,KC,28,18,3900,8.6
16,18912,Evan Engram,TE,3,NYG,PHI,13,24,3200,8.6
17,16920,Jesse James,TE,3,PIT,CHI,24,27,3300,8.6
18,16593,Cameron Brate,TE,3,TB,MIN,27,19,3000,8.2
19,5084,Vernon Davis,TE,3,WAS,OAK,5,6,3000,8.1
20,13027,Julius Thomas,TE,3,MIA,NYJ,30,21,3000,8.1
21,17963,Austin Hooper,TE,3,ATL,DET,8,23,3800,7.9
22,12153,Ed Dickson,TE,3,CAR,NO,32,29,2700,7.8
23,11756,Benjamin Watson,TE,3,BAL,JAX,10,30,3700,7.7
24,7884,Antonio Gates,TE,3,LAC,KC,28,18,3000,7.6
25,11026,Jermaine Gresham,TE,3,ARI,DAL,12,18,2800,7.3
26,14985,Ryan Griffin,TE,3,HOU,NE,31,28,3000,6.8
27,19063,George Kittle,TE,3,SF,LAR,10,12,2500,6.7
28,18876,David Njoku,TE,3,CLE,IND,29,9,2800,6.3
29,18901,OJ Howard,TE,3,TB,MIN,27,19,2700,5.9
30,18057,Seth DeValve,TE,3,CLE,IND,29,9,2600,5.9
31,16608,Austin Seferian-Jenkins,TE,3,NYJ,MIA,21,32,3000,5.8
32,3061,Marcedes Lewis,TE,3,JAX,BAL,2,22,2500,4.8
33,18935,Gerald Everett,TE,3,LAR,SF,11,3,2500,4.7
34,13016,Virgil Green,TE,3,DEN,BUF,3,11,2700,4.7
35,16917,CJ Uzomah,TE,3,CIN,GB,12,2,2500,4.3
36,17754,Will Tye,TE,3,NYJ,MIA,21,32,2600,3.8
37,16962,AJ Derby,TE,3,DEN,BUF,3,11,2500,3.8
38,18032,Tyler Higbee,TE,3,LAR,SF,11,3,2500,3.8
39,14876,Dion Sims,TE,3,CHI,PIT,5,12,2500,3.8
40,18262,Stephen Anderson,TE,3,HOU,NE,31,28,2900,3.8
41,15866,Josh Hill,TE,3,NO,CAR,1,4,2500,3.5
42,16491,Richard Rodgers,TE,3,GB,CIN,6,1,2700,3.3
43,16846,Tyler Kroft,TE,3,CIN,GB,12,2,2500,3.3
44,15965,Trey Burton,TE,3,PHI,NYG,15,26,2500,3
45,16931,Nick Boyle,TE,3,BAL,JAX,10,30,2500,2.9
46,16853,Jeff Heuerman,TE,3,DEN,BUF,3,11,2500,2.7
47,15305,Demetrius Harris,TE,3,KC,LAC,19,15,2600,2.6
48,13987,Dwayne Allen,TE,3,NE,HOU,7,6,2500,2.6
49,15263,Luke Willson,TE,3,SEA,TEN,18,5,2600,2.5
50,18990,Jonnu Smith,TE,3,TEN,SEA,9,7,2600,2.4
51,15378,Levine Toilolo,TE,3,ATL,DET,8,23,2500,2.4
52,13170,Niles Paul,TE,3,WAS,OAK,5,6,2500,2.3
