Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,11056,Antonio Brown,WR,3,PIT,CHI,24,16,9000,19.9
2,12845,AJ Green,WR,3,CIN,GB,12,17,8100,18.2
3,13291,Julio Jones,WR,3,ATL,DET,8,11,9300,18.1
4,16765,Amari Cooper,WR,3,OAK,WAS,23,6,7100,16.4
5,9331,Michael Crabtree,WR,3,OAK,WAS,23,6,7400,16.4
6,16597,Mike Evans,WR,3,TB,MIN,27,24,7500,16.2
7,4556,Jordy Nelson,WR,3,GB,CIN,6,2,7800,16
8,13460,Doug Baldwin,WR,3,SEA,TEN,18,25,6400,16
9,15076,Keenan Allen,WR,3,LAC,KC,28,28,7200,15.9
10,16389,Odell Beckham Jr,WR,3,NYG,PHI,13,8,8600,15.8
11,18082,Tyreek Hill,WR,3,KC,LAC,19,23,6600,15.7
12,16020,Jarvis Landry,WR,3,MIA,NYJ,30,30,6800,15.4
13,17960,Michael Thomas,WR,3,NO,CAR,1,1,7000,15.4
14,11611,Golden Tate,WR,3,DET,ATL,25,15,6900,15
15,14986,DeAndre Hopkins,WR,3,HOU,NE,31,29,6200,14.9
16,11197,Demaryius Thomas,WR,3,DEN,BUF,3,5,5900,14.8
17,5571,Larry Fitzgerald,WR,3,ARI,DAL,12,16,6100,14.6
18,11063,Emmanuel Sanders,WR,3,DEN,BUF,3,5,5800,14.4
19,14187,Alshon Jeffery,WR,3,PHI,NYG,15,9,5900,14.3
20,11270,Dez Bryant,WR,3,DAL,ARI,19,28,6300,14.1
21,13693,Terrelle Pryor,WR,3,WAS,OAK,5,12,5900,13.8
22,16906,Stefon Diggs,WR,3,MIN,TB,4,26,6500,13.8
23,14005,TY Hilton,WR,3,IND,CLE,16,10,5200,13.7
24,16568,Brandin Cooks,WR,3,NE,HOU,7,3,7300,13.5
25,16550,Kelvin Benjamin,WR,3,CAR,NO,32,32,6700,13.4
26,16470,Davante Adams,WR,3,GB,CIN,6,2,5600,13.4
27,16775,Devante Parker,WR,3,MIA,NYJ,30,30,6300,12.5
28,6767,Pierre Garcon,WR,3,SF,LAR,10,4,5300,12.5
29,16003,Sammy Watkins,WR,3,LAR,SF,11,19,5500,11.6
30,8914,Jeremy Maclin,WR,3,BAL,JAX,10,6,5200,11.6
31,16146,Martavis Bryant,WR,3,PIT,CHI,24,16,5700,11.5
32,13788,Rishard Matthews,WR,3,TEN,SEA,9,12,4200,11.5
33,13878,Mohamed Sanu,WR,3,ATL,DET,8,11,4500,11.4
34,15534,Adam Thielen,WR,3,MIN,TB,4,26,5700,11.4
35,16866,Jamison Crowder,WR,3,WAS,OAK,5,12,4900,11.4
36,16258,Marqise Lee,WR,3,JAX,BAL,2,4,4400,11.3
37,14749,Jermaine Kearse,WR,3,NYJ,MIA,21,13,4600,11.2
38,16919,JJ Nelson,WR,3,ARI,DAL,12,16,5700,11.2
39,16253,Allen Hurns,WR,3,JAX,BAL,2,4,4600,11.1
40,11182,Eric Decker,WR,3,TEN,SEA,9,12,4000,10.8
41,14828,Chris Hogan,WR,3,NE,HOU,7,3,6100,10.8
42,17048,Tyrell Williams,WR,3,LAC,KC,28,28,4600,10.7
43,18882,Cooper Kupp,WR,3,LAR,SF,11,19,4700,10.5
44,12109,Ted Ginn,WR,3,NO,CAR,1,1,4100,10.4
45,14141,Cole Beasley,WR,3,DAL,ARI,19,28,4800,10.1
46,16830,Tyler Lockett,WR,3,SEA,TEN,18,25,4300,10.1
47,15509,Jaron Brown,WR,3,ARI,DAL,12,16,3800,10
48,3943,DeSean Jackson,WR,3,TB,MIN,27,24,4600,9.8
49,13870,Marvin Jones,WR,3,DET,ATL,25,15,4200,9.7
50,17961,Sterling Shepard,WR,3,NYG,PHI,13,8,4700,9.6
51,11463,Brandon LaFell,WR,3,CIN,GB,12,17,3700,9.5
52,16232,Donte Moncrief,WR,3,IND,CLE,16,10,3800,9.4
53,18089,Rashard Higgins,WR,3,CLE,IND,29,31,4000,9.3
54,15974,Jordan Matthews,WR,3,BUF,DEN,14,21,3500,9.2
55,18977,Kenny Golladay,WR,3,DET,ATL,25,15,4600,9.2
56,15088,Terrance Williams,WR,3,DAL,ARI,19,28,3700,9.2
57,13957,Kendall Wright,WR,3,CHI,PIT,5,7,4300,9.1
58,16781,Nelson Agholor,WR,3,PHI,NYG,15,9,4200,9
59,8529,Mike Wallace,WR,3,BAL,JAX,10,6,3700,8.9
60,16802,Devin Funchess,WR,3,CAR,NO,32,32,4200,8.6
61,18187,Robby Anderson,WR,3,NYJ,MIA,21,13,3400,8.4
62,8532,Kenny Britt,WR,3,CLE,IND,29,31,4100,8.4
63,15196,Kenny Stills,WR,3,MIA,NYJ,30,30,4400,8.2
64,11667,Brandon Marshall,WR,3,NYG,PHI,13,8,5000,7.9
65,18926,Zay Jones,WR,3,BUF,DEN,14,21,3100,7.8
66,16567,Brandon Coleman,WR,3,NO,CAR,1,1,3900,7.7
67,16694,Paul Richardson,WR,3,SEA,TEN,18,25,4100,7.7
68,16837,Chris Conley,WR,3,KC,LAC,19,23,3200,7.5
69,14871,Robert Woods,WR,3,LAR,SF,11,19,3300,7.4
70,17480,Eli Rogers,WR,3,PIT,CHI,24,16,3600,7.4
71,14865,Marquise Goodwin,WR,3,SF,LAR,10,4,3500,7.3
72,12830,Torrey Smith,WR,3,PHI,NYG,15,9,3600,7.3
73,9906,Danny Amendola,WR,3,NE,HOU,7,3,5400,7.3
74,16129,Taylor Gabriel,WR,3,ATL,DET,8,11,4000,7.2
75,14973,Markus Wheaton,WR,3,CHI,PIT,5,7,3500,6.7
76,13887,Travis Benjamin,WR,3,LAC,KC,28,28,3500,6.6
77,16787,Breshad Perriman,WR,3,BAL,JAX,10,6,3000,6.6
78,12794,Jeremy Kerley,WR,3,NYJ,MIA,21,13,3600,6.5
79,16326,Seth Roberts,WR,3,OAK,WAS,23,6,3400,6.5
80,18036,Ricardo Louis,WR,3,CLE,IND,29,31,3000,6.2
