Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,14967,Le'Veon Bell,RB,1,PIT,CLE,31,31,9800,24
2,16847,David Johnson,RB,1,ARI,DET,24,8,9400,23.6
3,17923,Ezekiel Elliott,RB,1,DAL,NYG,6,6,8100,18.7
4,11932,LeSean McCoy,RB,1,BUF,NYJ,21,19,8200,18
5,16771,Todd Gurley,RB,1,LAR,IND,26,27,6000,17.8
6,16524,Devonta Freeman,RB,1,ATL,CHI,20,13,7000,16.9
7,18067,Jordan Howard,RB,1,CHI,ATL,29,25,6300,16.3
8,13124,DeMarco Murray,RB,1,TEN,OAK,22,23,7400,15.8
9,16776,Melvin Gordon,RB,1,LAC,DEN,1,21,6600,15.5
10,13791,Lamar Miller,RB,1,HOU,JAX,13,14,5100,14.5
11,15020,CJ Anderson,RB,1,DEN,LAC,16,24,4600,13.6
12,18872,Dalvin Cook,RB,1,MIN,NO,30,30,5900,13.6
13,18877,Christian McCaffrey,RB,1,CAR,SF,32,32,5400,13
14,12386,Marshawn Lynch,RB,1,OAK,TEN,19,2,5300,12.9
15,16668,Carlos Hyde,RB,1,SF,CAR,25,10,4600,12.8
16,18803,Leonard Fournette,RB,1,JAX,HOU,3,15,5700,12.7
17,12800,Bilal Powell,RB,1,NYJ,BUF,17,29,4900,12.4
18,18944,Kareem Hunt,RB,1,KC,NE,2,3,5800,12.2
19,16127,Isaiah Crowell,RB,1,CLE,PIT,9,26,5300,11.9
20,16855,Ty Montgomery,RB,1,GB,SEA,4,5,5800,11.8
21,16815,Ameer Abdullah,RB,1,DET,ARI,7,4,4300,11.5
22,12317,Danny Woodhead,RB,1,BAL,CIN,12,18,5200,11.2
23,5820,Frank Gore,RB,1,IND,LAR,15,16,4300,11.2
24,15126,Theo Riddick,RB,1,DET,ARI,7,4,4700,11.2
25,13337,Mark Ingram,RB,1,NO,MIN,5,7,4800,11
26,16834,Tevin Coleman,RB,1,ATL,CHI,20,13,5400,10.4
27,16838,Duke Johnson,RB,1,CLE,PIT,9,26,4600,10.3
28,18451,Rob Kelley,RB,1,WAS,PHI,10,11,4300,10.1
29,18858,Joe Mixon,RB,1,CIN,BAL,8,9,5500,10
30,5451,Jonathan Stewart,RB,1,CAR,SF,32,32,5000,9.8
31,16142,Terrance West,RB,1,BAL,CIN,12,18,4700,9.5
32,6198,Darren Sproles,RB,1,PHI,WAS,23,28,3900,9.4
33,14872,Mike Gillislee,RB,1,NE,KC,11,20,5000,9.2
34,2699,Matt Forte,RB,1,NYJ,BUF,17,29,4800,9.1
35,16056,James White,RB,1,NE,KC,11,20,3800,9
36,17972,Paul Perkins,RB,1,NYG,DAL,14,1,4300,8.8
37,15102,Chris Thompson,RB,1,WAS,PHI,10,11,3700,8.5
38,4807,Adrian Peterson,RB,1,NO,MIN,5,7,4500,8.5
39,7969,Jamaal Charles,RB,1,DEN,LAC,16,24,4200,8.3
40,14916,Giovani Bernard,RB,1,CIN,BAL,8,9,4500,8.2
41,12780,Shane Vereen,RB,1,NYG,DAL,14,1,3800,8.1
42,12296,LeGarrette Blount,RB,1,PHI,WAS,23,28,4500,7.5
43,15138,Eddie Lacy,RB,1,SEA,GB,28,12,5000,7.3
44,17965,CJ Prosise,RB,1,SEA,GB,28,12,4100,6.9
45,16112,Jeremy Hill,RB,1,CIN,BAL,8,9,4400,6.9
46,17959,Derrick Henry,RB,1,TEN,OAK,22,23,5500,6.7
47,15071,Latavius Murray,RB,1,MIN,NO,30,30,4200,6.6
48,18878,Alvin Kamara,RB,1,NO,MIN,5,7,3500,6.4
49,18690,Jalen Richard,RB,1,OAK,TEN,19,2,3900,5.6
50,14533,Robert Turbin,RB,1,IND,LAR,15,16,4000,5.4
51,14917,Rex Burkhead,RB,1,NE,KC,11,20,4400,5.3
52,18061,Deandre Washington,RB,1,OAK,TEN,19,2,4100,5.2
53,16307,Charcandrick West,RB,1,KC,NE,2,3,4000,5
54,14901,Kyle Juszczyk,FB,1,SF,CAR,25,10,3000,5
55,18070,Wendell Smallwood,RB,1,PHI,WAS,23,28,3800,4.9
56,19003,Tarik Cohen,RB,1,CHI,ATL,29,25,3000,4.8
57,16510,Jerick McKinnon,RB,1,MIN,NO,30,30,3200,4.8
58,18995,Jamaal Williams,RB,1,GB,SEA,4,5,3900,4.8
59,16345,Branden Oliver,RB,1,LAC,DEN,1,21,4000,4.6
60,18957,D'Onta Foreman,RB,1,HOU,JAX,13,14,4100,4.6
61,12708,Dion Lewis,RB,1,NE,KC,11,20,3600,4.4
62,19319,Matt Breida,RB,1,SF,CAR,25,10,3000,4.1
63,4738,Mike Tolbert,FB,1,BUF,NYJ,21,19,3000,3.9
64,18993,Samaje Perine,RB,1,WAS,PHI,10,11,4200,3.9
65,19119,Chris Carson,RB,1,SEA,GB,28,12,3000,3.7
66,18998,Marlon Mack,RB,1,IND,LAR,15,16,3400,3.5
67,15010,Kerwynn Williams,RB,1,ARI,DET,24,8,3800,3.2
68,18983,James Conner,RB,1,PIT,CLE,31,31,4500,3
69,16008,Orleans Darkwa,RB,1,NYG,DAL,14,1,3100,2.9
70,17053,Malcolm Brown,RB,1,LAR,IND,26,27,3900,2.8
71,12239,Chris Ivory,RB,1,JAX,HOU,3,15,3600,2.8
72,19109,Elijah McGuire,RB,1,NYJ,BUF,17,29,3500,2.7
73,16886,Javorius Allen,RB,1,BAL,CIN,12,18,3000,2.7
74,16966,Aaron Ripkowski,FB,1,GB,SEA,4,5,3000,2.3
75,15224,Andre Ellington,RB,1,ARI,DET,24,8,3400,2.1
76,14549,Joe Banyard,RB,1,BUF,NYJ,21,19,3000,1.9
77,15207,Benjamin Cunningham,RB,1,CHI,ATL,29,25,3600,1.9
78,18093,Andy Janovich,FB,1,DEN,LAC,16,24,3000,1.5
79,18041,Tyler Ervin,RB,1,HOU,JAX,13,14,3000,1.4
80,14269,Alfred Morris,RB,1,DAL,NYG,6,6,4400,1.4
81,19085,De'Angelo Henderson,RB,1,DEN,LAC,16,24,3600,1.4
82,13063,Taiwan Jones,RB,1,BUF,NYJ,21,19,3000,1.2
