Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,11056,Antonio Brown,WR,2,PIT,MIN,5,3,9400,20.4
2,13291,Julio Jones,WR,2,ATL,GB,28,32,9200,19.4
3,16597,Mike Evans,WR,2,TB,CHI,20,27,7700,18.2
4,4556,Jordy Nelson,WR,2,GB,ATL,29,19,7900,17.9
5,5571,Larry Fitzgerald,WR,2,ARI,IND,26,12,6500,17.8
6,16568,Brandin Cooks,WR,2,NE,NO,30,23,8200,17
7,17960,Michael Thomas,WR,2,NO,NE,2,9,7500,16.9
8,12845,AJ Green,WR,2,CIN,HOU,3,5,7800,16.7
9,13460,Doug Baldwin,WR,2,SEA,SF,32,26,6700,16.6
10,14986,DeAndre Hopkins,WR,2,HOU,CIN,12,2,5800,16.5
11,16765,Amari Cooper,WR,2,OAK,NYJ,21,16,8100,16.3
12,18082,Tyreek Hill,WR,2,KC,PHI,10,30,6200,15.3
13,11197,Demaryius Thomas,WR,2,DEN,DAL,14,11,5900,15.2
14,9331,Michael Crabtree,WR,2,OAK,NYJ,21,16,7100,15.2
15,16906,Stefon Diggs,WR,2,MIN,PIT,9,4,6100,14.9
16,15076,Keenan Allen,WR,2,LAC,MIA,27,29,5800,14.6
17,11611,Golden Tate,WR,2,DET,NYG,26,15,6800,14.4
18,13693,Terrelle Pryor,WR,2,WAS,LAR,15,28,6000,14.3
19,16389,Odell Beckham Jr,WR,2,NYG,DET,9,21,8000,14.2
20,11270,Dez Bryant,WR,2,DAL,DEN,1,1,6600,13.9
21,11063,Emmanuel Sanders,WR,2,DEN,DAL,14,11,5200,13.5
22,8914,Jeremy Maclin,WR,2,BAL,CLE,31,25,5000,13.5
23,13227,Randall Cobb,WR,2,GB,ATL,29,19,5900,13.5
24,16470,Davante Adams,WR,2,GB,ATL,29,19,5600,13.4
25,12109,Ted Ginn,WR,2,NO,NE,2,9,4800,13.1
26,16003,Sammy Watkins,WR,2,LAR,WAS,23,13,5200,13
27,6767,Pierre Garcon,WR,2,SF,SEA,4,17,4900,13
28,14187,Alshon Jeffery,WR,2,PHI,KC,11,15,5700,12.8
29,14005,TY Hilton,WR,2,IND,ARI,7,22,5300,12.8
30,14828,Chris Hogan,WR,2,NE,NO,30,23,5600,12.6
31,16550,Kelvin Benjamin,WR,2,CAR,BUF,17,10,5600,12.3
32,16866,Jamison Crowder,WR,2,WAS,LAR,15,28,4900,12.1
33,16919,JJ Nelson,WR,2,ARI,IND,26,12,3800,12.1
34,17961,Sterling Shepard,WR,2,NYG,DET,9,21,4700,12
35,15534,Adam Thielen,WR,2,MIN,PIT,9,4,5000,12
36,8529,Mike Wallace,WR,2,BAL,CLE,31,25,3900,11.7
37,16258,Marqise Lee,WR,2,JAX,TEN,19,31,3800,11.7
38,16775,Devante Parker,WR,2,MIA,LAC,16,8,5400,11.6
39,16020,Jarvis Landry,WR,2,MIA,LAC,16,8,5500,11.5
40,16146,Martavis Bryant,WR,2,PIT,MIN,5,3,5500,11.5
41,11182,Eric Decker,WR,2,TEN,JAX,13,6,4400,11.2
42,17938,Corey Coleman,WR,2,CLE,BAL,8,20,4700,11.1
43,3943,DeSean Jackson,WR,2,TB,CHI,20,27,4900,10.9
44,16253,Allen Hurns,WR,2,JAX,TEN,19,31,3900,10.9
45,13878,Mohamed Sanu,WR,2,ATL,GB,28,32,4500,10.6
46,11667,Brandon Marshall,WR,2,NYG,DET,9,21,5000,10.5
47,16830,Tyler Lockett,WR,2,SEA,SF,32,26,4000,10.5
48,15974,Jordan Matthews,WR,2,BUF,CAR,25,21,3900,10.4
49,18879,Corey Davis,WR,2,TEN,JAX,13,6,4100,10.4
50,17048,Tyrell Williams,WR,2,LAC,MIA,27,29,4700,10.4
51,13788,Rishard Matthews,WR,2,TEN,JAX,13,6,4600,10.3
52,18187,Robby Anderson,WR,2,NYJ,OAK,22,14,3400,10.1
53,18977,Kenny Golladay,WR,2,DET,NYG,26,15,4000,9.7
54,14749,Jermaine Kearse,WR,2,NYJ,OAK,22,14,3900,9.7
55,18926,Zay Jones,WR,2,BUF,CAR,25,21,3500,9.6
56,13870,Marvin Jones,WR,2,DET,NYG,26,15,4200,9.5
57,16232,Donte Moncrief,WR,2,IND,ARI,7,22,4000,9.5
58,18882,Cooper Kupp,WR,2,LAR,WAS,23,13,4100,9.3
59,13957,Kendall Wright,WR,2,CHI,TB,18,18,3900,9.3
60,14141,Cole Beasley,WR,2,DAL,DEN,1,1,4300,9.3
