Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,14856,Zach Ertz,TE,5,PHI,ARI,13,3,6200,14.2
2,15048,Travis Kelce,TE,5,KC,HOU,10,16,6000,13.1
3,7175,Delanie Walker,TE,5,TEN,MIA,19,20,4700,11
4,12751,Charles Clay,TE,5,BUF,CIN,3,5,4800,10.1
5,18912,Evan Engram,TE,5,NYG,LAC,25,9,4000,9.9
6,722,Jason Witten,TE,5,DAL,GB,6,2,4200,9.9
7,11488,Jimmy Graham,TE,5,SEA,LAR,28,14,4900,9.8
8,16608,Austin Seferian-Jenkins,TE,5,NYJ,CLE,27,31,3500,9.5
9,13275,Kyle Rudolph,TE,5,MIN,CHI,20,19,3800,9.4
10,1181,Martellus Bennett,TE,5,GB,DAL,26,11,4100,9.3
11,16593,Cameron Brate,TE,5,TB,NE,32,28,3700,9.1
12,8534,Jared Cook,TE,5,OAK,BAL,12,29,3900,9
13,11756,Benjamin Watson,TE,5,BAL,OAK,17,24,3600,8.7
14,13987,Dwayne Allen,TE,5,NE,TB,29,10,2500,8.6
15,16846,Tyler Kroft,TE,5,CIN,BUF,2,7,3200,8.5
16,16920,Jesse James,TE,5,PIT,JAX,4,27,3000,8.4
17,16451,Eric Ebron,TE,5,DET,CAR,7,4,3100,8.3
18,17975,Hunter Henry,TE,5,LAC,NYG,24,32,3800,8
19,12415,Zach Miller,TE,5,CHI,MIN,14,23,2800,7.9
20,14985,Ryan Griffin,TE,5,HOU,KC,15,17,3100,7.4
21,7884,Antonio Gates,TE,5,LAC,NYG,24,32,3300,6.9
22,12153,Ed Dickson,TE,5,CAR,DET,5,10,2900,6.8
23,11026,Jermaine Gresham,TE,5,ARI,PHI,21,25,2700,6.7
24,19063,George Kittle,TE,5,SF,IND,30,22,2500,6.7
25,13027,Julius Thomas,TE,5,MIA,TEN,31,18,2800,6.6
26,3061,Marcedes Lewis,TE,5,JAX,PIT,1,13,2800,6
27,18876,David Njoku,TE,5,CLE,NYJ,16,8,2900,6
28,18057,Seth DeValve,TE,5,CLE,NYJ,16,8,2600,5.7
29,18901,OJ Howard,TE,5,TB,NE,32,28,2700,5.6
30,18032,Tyler Higbee,TE,5,LAR,SEA,8,12,2500,4.4
31,18262,Stephen Anderson,TE,5,HOU,KC,15,17,2700,4.1
32,19176,Darrell Daniels,TE,5,IND,SF,23,1,2500,3.6
33,16931,Nick Boyle,TE,5,BAL,OAK,17,24,2500,3.5
34,15965,Trey Burton,TE,5,PHI,ARI,13,3,2500,3.5
35,18935,Gerald Everett,TE,5,LAR,SEA,8,12,2500,3.4
36,15263,Luke Willson,TE,5,SEA,LAR,28,14,2700,3.3
37,15247,Darren Fells,TE,5,DET,CAR,7,4,2500,3.2
38,14876,Dion Sims,TE,5,CHI,MIN,14,23,2500,3.1
39,15561,Brandon Williams,TE,5,IND,SF,23,1,2500,2.8
40,18990,Jonnu Smith,TE,5,TEN,MIA,19,20,2600,2.8
41,14496,Garrett Celek,TE,5,SF,IND,30,22,2500,2.6
42,15305,Demetrius Harris,TE,5,KC,HOU,10,16,2600,2.5
43,19281,Jacob Hollister,TE,5,NE,TB,29,10,2500,2.4
44,13386,Lance Kendricks,TE,5,GB,DAL,26,11,2500,2.2
45,16648,Troy Niklas,TE,5,ARI,PHI,21,25,2500,2.1
46,16933,James O'Shaughnessy,TE,5,JAX,PIT,1,13,2500,2.1
47,15239,Vance McDonald,TE,5,PIT,JAX,4,27,2700,2
48,14445,Rhett Ellison,TE,5,NYG,LAC,25,9,2500,1.8
49,16954,Nick O'Leary,TE,5,BUF,CIN,3,5,2500,1.8
50,17005,Geoff Swaim,TE,5,DAL,GB,6,2,2500,1.7
51,14152,James Hanna,TE,5,DAL,GB,6,2,2500,1.7
52,5511,Brent Celek,TE,5,PHI,ARI,13,3,2500,1.5
53,18999,Jordan Leggett,TE,5,NYJ,CLE,27,31,2500,1.4
54,16917,CJ Uzomah,TE,5,CIN,BUF,2,7,2500,1.3
55,16491,Richard Rodgers,TE,5,GB,DAL,26,11,2700,1.3
56,13370,Luke Stocker,TE,5,TB,NE,32,28,2500,1.1
57,18931,Adam Shaheen,TE,5,CHI,MIN,14,23,2500,1.1
58,1545,Anthony Fasano,TE,5,MIA,TEN,31,18,2500,1.1
59,16829,Clive Walford,TE,5,OAK,BAL,12,29,2500,1
60,15640,Derek Carrier,TE,5,LAR,SEA,8,12,2500,0.9
61,16958,Randall Telfer,TE,5,CLE,NYJ,16,8,2500,0.9
