Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,14967,Le'Veon Bell,RB,7,PIT,CIN,3,5,9100,21
2,17923,Ezekiel Elliott,RB,7,DAL,SF,28,31,9000,19.4
3,11932,LeSean McCoy,RB,7,BUF,TB,30,16,7400,19.4
4,18944,Kareem Hunt,RB,7,KC,OAK,18,24,8800,18.7
5,16771,Todd Gurley,RB,7,LAR,ARI,26,7,8200,18.3
6,13337,Mark Ingram,RB,7,NO,GB,14,26,6700,16.8
7,18803,Leonard Fournette,RB,7,JAX,IND,31,23,8600,16.6
8,16776,Melvin Gordon,RB,7,LAC,DEN,7,1,7000,15.8
9,16524,Devonta Freeman,RB,7,ATL,NE,32,30,7300,15.4
10,18878,Alvin Kamara,RB,7,NO,GB,14,26,5600,14.5
11,16909,Jay Ajayi,RB,7,MIA,NYJ,19,29,6200,14.4
12,16668,Carlos Hyde,RB,7,SF,DAL,27,25,5900,14.2
13,18877,Christian McCaffrey,RB,7,CAR,CHI,13,15,6100,13.6
14,16510,Jerick McKinnon,RB,7,MIN,BAL,9,28,6300,13.4
15,18067,Jordan Howard,RB,7,CHI,CAR,10,4,6400,13
16,15020,CJ Anderson,RB,7,DEN,LAC,18,22,7200,12.4
17,14385,Doug Martin,RB,7,TB,BUF,4,10,5900,12
18,16855,Ty Montgomery,RB,7,GB,NO,23,17,5500,11.7
19,5820,Frank Gore,RB,7,IND,JAX,2,24,4100,11.6
20,16834,Tevin Coleman,RB,7,ATL,NE,32,30,4800,11.5
21,18858,Joe Mixon,RB,7,CIN,PIT,1,27,5000,11.5
22,16886,Javorius Allen,RB,7,BAL,MIN,6,2,5300,11.5
23,12386,Marshawn Lynch,RB,7,OAK,KC,23,12,4600,11.4
24,4807,Adrian Peterson,RB,7,ARI,LAR,20,32,5800,11
25,16056,James White,RB,7,NE,ATL,16,20,5000,11
26,15102,Chris Thompson,RB,7,WAS,PHI,17,3,5700,10.9
27,16838,Duke Johnson,RB,7,CLE,TEN,25,14,4900,10.6
28,16127,Isaiah Crowell,RB,7,CLE,TEN,25,14,4000,10.5
