Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,10974,Rob Gronkowski,TE,2,NE,NO,30,15,6900,17
2,15048,Travis Kelce,TE,2,KC,PHI,10,2,5100,14.4
3,1658,Greg Olsen,TE,2,CAR,BUF,17,7,5500,14.2
4,15100,Jordan Reed,TE,2,WAS,LAR,15,9,5200,13.8
5,11488,Jimmy Graham,TE,2,SEA,SF,32,18,4900,12.4
6,14856,Zach Ertz,TE,2,PHI,KC,11,5,5300,12.4
7,7175,Delanie Walker,TE,2,TEN,JAX,13,17,4700,11.9
8,13275,Kyle Rudolph,TE,2,MIN,PIT,9,18,4200,11.9
9,12751,Charles Clay,TE,2,BUF,CAR,25,31,3000,10.9
10,1181,Martellus Bennett,TE,2,GB,ATL,29,27,3900,10.8
11,14918,Tyler Eifert,TE,2,CIN,HOU,3,3,4300,10.4
12,13997,Coby Fleener,TE,2,NO,NE,2,6,3100,10.1
13,16451,Eric Ebron,TE,2,DET,NYG,26,27,3000,9.7
14,8534,Jared Cook,TE,2,OAK,NYJ,21,24,3300,9.6
15,17963,Austin Hooper,TE,2,ATL,GB,28,21,3500,9.6
16,722,Jason Witten,TE,2,DAL,DEN,1,16,3400,9.5
17,18912,Evan Engram,TE,2,NYG,DET,9,3,3200,8.9
18,12415,Zach Miller,TE,2,CHI,TB,18,11,2900,8.9
19,17975,Hunter Henry,TE,2,LAC,MIA,27,26,3600,8.8
20,16593,Cameron Brate,TE,2,TB,CHI,20,10,3000,8.3
21,16920,Jesse James,TE,2,PIT,MIN,5,14,3200,8.2
22,7884,Antonio Gates,TE,2,LAC,MIA,27,26,3000,8.2
23,13027,Julius Thomas,TE,2,MIA,LAC,16,12,2800,8.1
24,15602,Jack Doyle,TE,2,IND,ARI,7,1,2900,7.8
25,19063,George Kittle,TE,2,SF,SEA,4,4,2500,7
26,18876,David Njoku,TE,2,CLE,BAL,8,8,2500,6.6
27,18901,OJ Howard,TE,2,TB,CHI,20,10,2900,6.4
28,18032,Tyler Higbee,TE,2,LAR,WAS,23,22,2600,6
29,3061,Marcedes Lewis,TE,2,JAX,TEN,19,13,2500,5.8
30,11756,Benjamin Watson,TE,2,BAL,CLE,31,32,2600,5.5
31,13987,Dwayne Allen,TE,2,NE,NO,30,15,2500,5.3
32,17754,Will Tye,TE,2,NYJ,OAK,22,25,2600,5.1
33,16648,Troy Niklas,TE,2,ARI,IND,26,23,2500,4.8
34,16931,Nick Boyle,TE,2,BAL,CLE,31,32,2500,4.7
35,16962,AJ Derby,TE,2,DEN,DAL,14,30,2600,4.2
