Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,14967,Le'Veon Bell,RB,6,PIT,KC,25,6,9600,20.1
2,18944,Kareem Hunt,RB,6,KC,PIT,1,30,8200,18.4
3,18803,Leonard Fournette,RB,6,JAX,LAR,20,32,8000,18
4,16771,Todd Gurley,RB,6,LAR,JAX,3,26,7700,17.7
5,16524,Devonta Freeman,RB,6,ATL,MIA,6,7,7400,17.3
6,16776,Melvin Gordon,RB,6,LAC,OAK,15,19,7800,16.3
7,13337,Mark Ingram,RB,6,NO,DET,12,15,4400,15.6
8,13124,DeMarco Murray,RB,6,TEN,IND,31,16,5200,15.2
9,15020,CJ Anderson,RB,6,DEN,NYG,26,23,6600,14.9
10,13791,Lamar Miller,RB,6,HOU,CLE,21,11,5400,14.1
11,18878,Alvin Kamara,RB,6,NO,DET,12,15,4500,14.1
12,18067,Jordan Howard,RB,6,CHI,BAL,9,25,5900,13.4
13,18877,Christian McCaffrey,RB,6,CAR,PHI,16,3,5900,13.3
14,16886,Javorius Allen,RB,6,BAL,CHI,18,18,5400,13
15,16909,Jay Ajayi,RB,6,MIA,ATL,17,24,5700,12.7
16,16668,Carlos Hyde,RB,6,SF,WAS,11,10,6200,12.6
17,14385,Doug Martin,RB,6,TB,ARI,22,4,5800,12.5
18,12386,Marshawn Lynch,RB,6,OAK,LAC,23,27,5000,12.4
19,16815,Ameer Abdullah,RB,6,DET,NO,24,21,4900,12.3
20,15126,Theo Riddick,RB,6,DET,NO,24,21,4300,11.9
21,16510,Jerick McKinnon,RB,6,MIN,GB,13,20,4100,11.8
22,16834,Tevin Coleman,RB,6,ATL,MIA,6,7,5000,11.6
23,14872,Mike Gillislee,RB,6,NE,NYJ,14,29,5500,11.6
24,15224,Andre Ellington,RB,6,ARI,TB,28,13,5300,11.6
25,16838,Duke Johnson,RB,6,CLE,HOU,19,9,5100,11.2
26,16855,Ty Montgomery,RB,6,GB,MIN,10,2,6700,11.2
27,15102,Chris Thompson,RB,6,WAS,SF,27,28,5000,11.1
28,15071,Latavius Murray,RB,6,MIN,GB,13,20,4700,10.6
29,16056,James White,RB,6,NE,NYJ,14,29,5200,10.5
30,19003,Tarik Cohen,RB,6,CHI,BAL,9,25,5100,10
31,18451,Rob Kelley,RB,6,WAS,SF,27,28,4800,9.9
32,5451,Jonathan Stewart,RB,6,CAR,PHI,16,3,4000,9.7
33,19109,Elijah McGuire,RB,6,NYJ,NE,32,31,4600,9.3
34,16127,Isaiah Crowell,RB,6,CLE,HOU,19,9,4200,9.2
35,5820,Frank Gore,RB,6,IND,TEN,30,17,4500,8.9
36,12296,LeGarrette Blount,RB,6,PHI,CAR,7,8,4700,8.7
37,18088,Alex Collins,RB,6,BAL,CHI,18,18,4400,8.3
38,2699,Matt Forte,RB,6,NYJ,NE,32,31,3900,8.2
39,12780,Shane Vereen,RB,6,NYG,DEN,8,1,3600,8.1
40,12800,Bilal Powell,RB,6,NYJ,NE,32,31,6000,7.8
41,4807,Adrian Peterson,RB,6,ARI,TB,28,13,3400,7.5
42,19045,Aaron Jones,RB,6,GB,MIN,10,2,5600,7.3
43,18996,Wayne Gallman,RB,6,NYG,DEN,8,1,3900,6.9
44,12239,Chris Ivory,RB,6,JAX,LAR,20,32,3800,6.7
45,19319,Matt Breida,RB,6,SF,WAS,11,10,4700,6.6
46,18061,Deandre Washington,RB,6,OAK,LAC,23,27,3700,6.5
47,18957,D'Onta Foreman,RB,6,HOU,CLE,21,11,4200,6
48,7969,Jamaal Charles,RB,6,DEN,NYG,26,23,4100,6
49,16609,Charles Sims,RB,6,TB,ARI,22,4,3500,6
50,18998,Marlon Mack,RB,6,IND,TEN,30,17,3900,5.8
51,17959,Derrick Henry,RB,6,TEN,IND,31,16,5000,5.7
52,16307,Charcandrick West,RB,6,KC,PIT,1,30,4000,5
53,14533,Robert Turbin,RB,6,IND,TEN,30,17,3700,5
54,14917,Rex Burkhead,RB,6,NE,NYJ,14,29,3800,4.9
55,16008,Orleans Darkwa,RB,6,NYG,DEN,8,1,3700,4.7
56,18690,Jalen Richard,RB,6,OAK,LAC,23,27,3900,4.6
57,14901,Kyle Juszczyk,FB,6,SF,WAS,11,10,3000,4.5
58,19548,Corey Clement,RB,6,PHI,CAR,7,8,4100,4.5
59,16142,Terrance West,RB,6,BAL,CHI,18,18,4000,4.4
60,16345,Branden Oliver,RB,6,LAC,OAK,15,19,4000,4
61,18070,Wendell Smallwood,RB,6,PHI,CAR,7,8,4700,3.9
62,15185,Kenjon Barner,RB,6,PHI,CAR,7,8,3700,3.9
63,12708,Dion Lewis,RB,6,NE,NYJ,14,29,3800,3.3
64,17972,Paul Perkins,RB,6,NYG,DEN,8,1,3300,3.2
65,15207,Benjamin Cunningham,RB,6,CHI,BAL,9,25,3000,3.1
66,15010,Kerwynn Williams,RB,6,ARI,TB,28,13,3200,2.9
67,14352,Travaris Cadet,RB,6,NYJ,NE,32,31,3000,2.9
68,17970,Devontae Booker,RB,6,DEN,NYG,26,23,3500,2.7
69,16031,Damien Williams,RB,6,MIA,ATL,17,24,3700,2.7
70,13299,Jacquizz Rodgers,RB,6,TB,ARI,22,4,4000,2.6
71,17053,Malcolm Brown,RB,6,LAR,JAX,3,26,3900,2.6
72,18993,Samaje Perine,RB,6,WAS,SF,27,28,4400,2.5
73,18152,Dwayne Washington,RB,6,DET,NO,24,21,3600,2.5
74,18003,Kenyan Drake,RB,6,MIA,ATL,17,24,4000,2.5
75,17023,Zach Zenner,RB,6,DET,NO,24,21,3600,2.4
76,16189,Alfred Blue,RB,6,HOU,CLE,21,11,3700,1.9
77,18983,James Conner,RB,6,PIT,KC,25,6,4500,1.9
78,19085,De'Angelo Henderson,RB,6,DEN,NYG,26,23,3600,1.5
79,16934,Cameron Artis-Payne,RB,6,CAR,PHI,16,3,3000,1.3
80,19562,Austin Ekeler,RB,6,LAC,OAK,15,19,3000,1.3
81,17089,Terron Ward,RB,6,ATL,MIA,6,7,3000,1.2
82,14891,Tommy Bohanon,FB,6,JAX,LAR,20,32,3000,1.2
83,16797,TJ Yeldon,RB,6,JAX,LAR,20,32,3400,1.1
84,15616,Fozzy Whittaker,RB,6,CAR,PHI,16,3,3000,1.1
85,17197,Corey Grant,RB,6,JAX,LAR,20,32,3300,1.1
86,18253,DJ Foster,RB,6,ARI,TB,28,13,3000,1
87,18617,Elijhaa Penny,RB,6,ARI,TB,28,13,3000,0.9
88,19078,Matt Dayes,RB,6,CLE,HOU,19,9,3000,0.8
89,13741,Brandon Bolden,RB,6,NE,NYJ,14,29,3000,0.7
90,19529,Justin Davis,RB,6,LAR,JAX,3,26,3000,0.7
91,16856,Matt Jones,RB,6,IND,TEN,30,17,3000,0.6
92,16966,Aaron Ripkowski,FB,6,GB,MIN,10,2,3000,0.6
93,14789,Jamize Olawale,FB,6,OAK,LAC,23,27,3000,0.6
94,14783,James Develin,RB,6,NE,NYJ,14,29,3000,0.5
95,17199,Akeem Hunt,RB,6,KC,PIT,1,30,3000,0.5
96,16928,Michael Burton,FB,6,CHI,BAL,9,25,3000,0.5
97,19033,Brian Hill,RB,6,ATL,MIA,6,7,3000,0.4
98,18995,Jamaal Williams,RB,6,GB,MIN,10,2,4200,0.4
99,18375,Peyton Barber,RB,6,TB,ARI,22,4,3000,0.4
100,17102,Mack Brown,RB,6,WAS,SF,27,28,3000,0.4
101,19090,Devante Mays,RB,6,GB,MIN,10,2,3500,0.4
102,13418,Anthony Sherman,FB,6,KC,PIT,1,30,3000,0.4
103,16210,Jay Prosch,FB,6,HOU,CLE,21,11,3000,0.3
104,18114,Dan Vitale,FB,6,CLE,HOU,19,9,3000,0.3
105,16441,Senorise Perry,RB,6,MIA,ATL,17,24,3000,0.3
106,18652,CJ Ham,RB,6,MIN,GB,13,20,3000,0.3
107,18093,Andy Janovich,FB,6,DEN,NYG,26,23,3000,0.3
108,16534,Roosevelt Nix,RB,6,PIT,KC,25,6,3000,0.3
109,16402,Andre Williams,RB,6,LAC,OAK,15,19,3000,0.3
110,17066,Terrell Watson,RB,6,PIT,KC,25,6,3000,0.2
111,15631,Derrick Coleman,FB,6,ATL,MIA,6,7,3000,0.2
112,19072,Alex Armah,RB,6,CAR,PHI,16,3,3000,0.2
113,13102,Jordan Todman,RB,6,HOU,CLE,21,11,3000,0.2
114,18115,Derek Watt,FB,6,LAC,OAK,15,19,3000,0.1
115,15966,David Fluellen,RB,6,TEN,IND,31,16,3000,0.1
116,17217,Raheem Mostert,RB,6,SF,WAS,11,10,3000,0.1
117,16869,Jalston Fowler,RB,6,TEN,IND,31,16,3000,0.1
118,12317,Danny Woodhead,RB,6,BAL,CHI,18,18,3700,0
119,19205,Taquan Mizzell,RB,6,CHI,BAL,9,25,3000,0
120,16847,David Johnson,RB,6,ARI,TB,28,13,6500,0
121,19032,TJ Logan,RB,6,ARI,TB,28,13,3000,0
122,15497,George Winn,RB,6,IND,TEN,30,17,3000,0
123,15555,Zach Line,FB,6,NO,DET,12,15,3000,0
