Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,4314,Tom Brady,QB,2,NE,NO,30,27,7900,25.3
2,2593,Aaron Rodgers,QB,2,GB,ATL,29,31,7400,21.8
3,7242,Drew Brees,QB,2,NO,NE,2,11,7700,20.4
4,732,Matt Ryan,QB,2,ATL,GB,28,26,7500,20.1
5,14536,Russell Wilson,QB,2,SEA,SF,32,23,6800,19.4
6,16311,Derek Carr,QB,2,OAK,NYJ,21,21,7200,19.3
7,3807,Ben Roethlisberger,QB,2,PIT,MIN,5,6,6700,18.6
8,16762,Jameis Winston,QB,2,TB,CHI,20,20,6300,18.4
9,8244,Philip Rivers,QB,2,LAC,MIA,27,29,5800,18.3
10,13320,Cam Newton,QB,2,CAR,BUF,17,13,6500,17.5
11,16763,Marcus Mariota,QB,2,TEN,JAX,13,8,6400,16.5
12,2428,Carson Palmer,QB,2,ARI,IND,26,24,6000,16.2
13,14252,Kirk Cousins,QB,2,WAS,LAR,15,25,6100,16
14,9038,Matthew Stafford,QB,2,DET,NYG,26,24,5800,15.9
15,4932,Eli Manning,QB,2,NYG,DET,9,5,5300,15.8
16,611,Joe Flacco,QB,2,BAL,CLE,31,32,5200,15.7
17,12831,Tyrod Taylor,QB,2,BUF,CAR,25,19,5300,15.6
18,6739,Alex Smith,QB,2,KC,PHI,10,7,5700,15.4
19,17920,Carson Wentz,QB,2,PHI,KC,11,10,5900,15.3
20,18055,Dak Prescott,QB,2,DAL,DEN,1,1,5600,15.2
21,16245,Blake Bortles,QB,2,JAX,TEN,19,28,4400,15.1
22,17009,Trevor Siemian,QB,2,DEN,DAL,14,17,4900,15
23,12841,Andy Dalton,QB,2,CIN,HOU,3,3,5500,14.6
24,8972,Jay Cutler,QB,2,MIA,LAC,16,15,5400,14.2
25,17922,Jared Goff,QB,2,LAR,WAS,23,18,5100,13.2
26,18868,Deshone Kizer,QB,2,CLE,BAL,8,9,5100,12.6
27,18857,Deshaun Watson,QB,2,HOU,CIN,12,14,4400,12.5
28,15201,Mike Glennon,QB,2,CHI,TB,18,16,4600,12.2
29,18018,Jacoby Brissett,QB,2,IND,ARI,7,12,4500,11.4
30,5282,Josh McCown,QB,2,NYJ,OAK,22,22,4500,11
31,8358,Brian Hoyer,QB,2,SF,SEA,4,4,4500,10
32,15694,Case Keenum,QB,2,MIN,PIT,9,5,4500,6.9
33,18811,Mitch Trubisky,QB,2,CHI,TB,18,16,4500,1.1
34,16211,Tom Savage,QB,2,HOU,CIN,12,14,4600,1
35,8283,Ryan Fitzpatrick,QB,2,TB,CHI,20,20,4400,0.5
36,14053,Brock Osweiler,QB,2,DEN,DAL,14,17,4200,0.4
37,18890,Patrick Mahomes,QB,2,KC,PHI,10,7,4700,0.4
38,13103,Scott Tolzien,QB,2,IND,ARI,7,12,4300,0.4
39,2405,Chad Henne,QB,2,JAX,TEN,19,28,4300,0.4
40,13723,Nick Foles,QB,2,PHI,KC,11,10,4300,0.3
41,16116,AJ McCarron,QB,2,CIN,HOU,3,3,4700,0.3
42,5834,Matt Moore,QB,2,MIA,LAC,16,15,4500,0.3
43,14895,Geno Smith,QB,2,NYG,DET,9,5,4500,0.3
44,14971,Landry Jones,QB,2,PIT,MIN,5,6,4500,0.3
45,8723,Matt Cassel,QB,2,TEN,JAX,13,8,4300,0.3
46,14219,Kellen Moore,QB,2,DAL,DEN,1,1,4000,0.3
47,14404,Austin Davis,QB,2,SEA,SF,32,23,4300,0.2
48,14868,EJ Manuel,QB,2,OAK,NYJ,21,21,4000,0.2
49,18079,Kevin Hogan,QB,2,CLE,BAL,8,9,4000,0.2
50,12771,Ryan Mallett,QB,2,BAL,CLE,31,32,4000,0.2
51,4633,Matt Schaub,QB,2,ATL,GB,28,26,4300,0.2
52,16850,Sean Mannion,QB,2,LAR,WAS,23,18,4200,0.2
53,11047,Colt McCoy,QB,2,WAS,LAR,15,25,5000,0.2
54,16907,Brett Hundley,QB,2,GB,ATL,29,31,4200,0.2
55,4737,Drew Stanton,QB,2,ARI,IND,26,24,4000,0.2
56,12083,Derek Anderson,QB,2,CAR,BUF,17,13,5500,0.1
57,16041,Jimmy Garoppolo,QB,2,NE,NO,30,27,5800,0.1
58,9902,Chase Daniel,QB,2,NO,NE,2,11,4600,0.1
59,16864,Bryce Petty,QB,2,NYJ,OAK,22,22,4000,0
60,18108,Jake Rudock,QB,2,DET,NYG,26,24,4200,0
61,5054,Kellen Clemens,QB,2,LAC,MIA,27,29,4000,0
62,18973,CJ Beathard,QB,2,SF,SEA,4,4,4200,0
63,19029,Nathan Peterman,QB,2,BUF,CAR,25,19,4000,0
64,8415,Mark Sanchez,QB,2,CHI,TB,18,16,4000,0
65,11527,Sam Bradford,QB,2,MIN,PIT,9,5,5500,0
66,12982,Blaine Gabbert,QB,2,ARI,IND,26,24,4300,0
67,14008,Andrew Luck,QB,2,IND,ARI,7,12,5900,0
68,15293,Tyler Bray,QB,2,KC,PHI,10,7,4000,0
69,17927,Christian Hackenberg,QB,2,NYJ,OAK,22,22,4100,0
70,17929,Paxton Lynch,QB,2,DEN,DAL,14,17,4000,0
71,17932,Connor Cook,QB,2,OAK,NYJ,21,21,4300,0
72,17966,Cody Kessler,QB,2,CLE,BAL,8,9,4200,0
73,17971,Cardale Jones,QB,2,LAC,MIA,27,29,4500,0
74,18907,Davis Webb,QB,2,NYG,DET,9,5,4000,0
75,19025,Joshua Dobbs,QB,2,PIT,MIN,5,6,4000,0
76,19461,Cooper Rush,QB,2,DAL,DEN,1,1,4500,0
77,19068,Brad Kaaya,QB,2,CAR,BUF,17,13,4000,0
78,19238,Taysom Hill,QB,2,NO,NE,2,11,4000,0
79,11422,Joe Webb,QB,2,BUF,CAR,25,19,4000,0
