Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,17923,Ezekiel Elliott,RB,4,DAL,LAR,20,31,8200,21
2,14967,Le'Veon Bell,RB,4,PIT,BAL,7,18,8700,20.6
3,18944,Kareem Hunt,RB,4,KC,WAS,5,7,8500,19.6
4,11932,LeSean McCoy,RB,4,BUF,ATL,23,29,8400,19.1
5,16855,Ty Montgomery,RB,4,GB,CHI,12,13,7500,18.1
6,16524,Devonta Freeman,RB,4,ATL,BUF,1,3,7300,17.7
7,16771,Todd Gurley,RB,4,LAR,DAL,15,17,7800,16.8
8,18803,Leonard Fournette,RB,4,JAX,NYJ,27,26,6700,16.3
9,18872,Dalvin Cook,RB,4,MIN,DET,9,21,6500,16
10,16776,Melvin Gordon,RB,4,LAC,PHI,17,11,7000,15.7
11,18877,Christian McCaffrey,RB,4,CAR,NE,32,32,6800,15
12,16909,Jay Ajayi,RB,4,MIA,NO,31,30,7400,14.7
13,16668,Carlos Hyde,RB,4,SF,ARI,18,5,6600,14.3
14,15020,CJ Anderson,RB,4,DEN,OAK,24,19,5600,14.2
15,19119,Chris Carson,RB,4,SEA,IND,29,17,5900,13.8
16,18067,Jordan Howard,RB,4,CHI,GB,8,25,5800,13.7
17,18858,Joe Mixon,RB,4,CIN,CLE,16,13,5700,13.1
18,13337,Mark Ingram,RB,4,NO,MIA,14,8,4600,13
19,12800,Bilal Powell,RB,4,NYJ,JAX,2,15,4600,12.9
20,19003,Tarik Cohen,RB,4,CHI,GB,8,25,5500,12.9
21,15102,Chris Thompson,RB,4,WAS,KC,15,19,5200,12.8
22,13791,Lamar Miller,RB,4,HOU,TEN,30,16,4500,12.7
23,13124,DeMarco Murray,RB,4,TEN,HOU,25,10,6000,12.7
24,16834,Tevin Coleman,RB,4,ATL,BUF,1,3,5000,11.9
25,16127,Isaiah Crowell,RB,4,CLE,CIN,8,6,4800,11.8
26,16886,Javorius Allen,RB,4,BAL,PIT,4,28,4700,11.6
27,12386,Marshawn Lynch,RB,4,OAK,DEN,11,2,5000,11.3
28,16815,Ameer Abdullah,RB,4,DET,MIN,21,1,4200,11.3
29,15126,Theo Riddick,RB,4,DET,MIN,21,1,4500,11.1
30,16838,Duke Johnson,RB,4,CLE,CIN,8,6,4500,10.6
31,5820,Frank Gore,RB,4,IND,SEA,12,20,4400,10.5
32,14872,Mike Gillislee,RB,4,NE,CAR,3,4,5400,10.4
33,15224,Andre Ellington,RB,4,ARI,SF,26,27,3800,10.3
34,13299,Jacquizz Rodgers,RB,4,TB,NYG,12,23,4400,10.3
35,16056,James White,RB,4,NE,CAR,3,4,5000,10.1
36,5451,Jonathan Stewart,RB,4,CAR,NE,32,32,4300,9.6
37,6828,Chris Johnson,RB,4,ARI,SF,26,27,4200,9.5
38,18070,Wendell Smallwood,RB,4,PHI,LAC,19,14,4100,8.9
39,18451,Rob Kelley,RB,4,WAS,KC,15,19,4200,8.9
40,18878,Alvin Kamara,RB,4,NO,MIA,14,8,3900,8.9
41,12780,Shane Vereen,RB,4,NYG,TB,29,8,3600,8.3
42,12296,LeGarrette Blount,RB,4,PHI,LAC,19,14,3900,8.3
43,14916,Giovani Bernard,RB,4,CIN,CLE,16,13,4300,8.2
44,16142,Terrance West,RB,4,BAL,PIT,4,28,4100,7.4
45,17959,Derrick Henry,RB,4,TEN,HOU,25,10,5300,7.3
46,12239,Chris Ivory,RB,4,JAX,NYJ,27,26,3800,7
47,17972,Paul Perkins,RB,4,NYG,TB,29,8,3500,6.8
48,18061,Deandre Washington,RB,4,OAK,DEN,11,2,3800,6.8
49,4807,Adrian Peterson,RB,4,NO,MIA,14,8,3600,6.5
50,7969,Jamaal Charles,RB,4,DEN,OAK,24,19,4200,6.4
51,16510,Jerick McKinnon,RB,4,MIN,DET,9,21,4000,6.4
52,16609,Charles Sims,RB,4,TB,NYG,12,23,3900,6.2
53,18957,D'Onta Foreman,RB,4,HOU,TEN,30,16,4000,5.6
54,14533,Robert Turbin,RB,4,IND,SEA,12,20,4100,5.4
55,19319,Matt Breida,RB,4,SF,ARI,18,5,3800,5.4
56,4738,Mike Tolbert,FB,4,BUF,ATL,23,29,3800,4.9
57,16307,Charcandrick West,RB,4,KC,WAS,5,7,4000,4.9
58,16112,Jeremy Hill,RB,4,CIN,CLE,16,13,3700,4.8
59,18690,Jalen Richard,RB,4,OAK,DEN,11,2,3900,4.6
60,16345,Branden Oliver,RB,4,LAC,PHI,17,11,4400,4.5
61,19109,Elijah McGuire,RB,4,NYJ,JAX,2,15,3600,4.4
62,12708,Dion Lewis,RB,4,NE,CAR,3,4,3400,4.4
63,18995,Jamaal Williams,RB,4,GB,CHI,12,13,4400,4.3
64,16031,Damien Williams,RB,4,MIA,NO,31,30,3800,4
65,15010,Kerwynn Williams,RB,4,ARI,SF,26,27,3900,3.7
66,18003,Kenyan Drake,RB,4,MIA,NO,31,30,4000,3.4
67,18088,Alex Collins,RB,4,BAL,PIT,4,28,3700,3.4
68,19548,Corey Clement,RB,4,PHI,LAC,19,14,3800,3.3
69,14901,Kyle Juszczyk,FB,4,SF,ARI,18,5,3000,3.3
70,17053,Malcolm Brown,RB,4,LAR,DAL,15,17,3900,3.1
71,18993,Samaje Perine,RB,4,WAS,KC,15,19,4100,3.1
72,14269,Alfred Morris,RB,4,DAL,LAR,20,31,5100,2.6
73,18464,JD McKissic,RB,4,SEA,IND,29,28,3000,2.5
74,18983,James Conner,RB,4,PIT,BAL,7,18,4500,2.2
75,17023,Zach Zenner,RB,4,DET,MIN,21,1,3300,2.1
76,18375,Peyton Barber,RB,4,TB,NYG,12,23,3000,2
77,15071,Latavius Murray,RB,4,MIN,DET,9,21,3200,1.8
78,18041,Tyler Ervin,RB,4,HOU,TEN,30,16,3000,1.7
79,15207,Benjamin Cunningham,RB,4,CHI,GB,8,25,3000,1.7
80,17970,Devontae Booker,RB,4,DEN,OAK,24,19,3500,1.7
81,15138,Eddie Lacy,RB,4,SEA,IND,29,17,3700,1.5
82,16189,Alfred Blue,RB,4,HOU,TEN,30,16,3800,1.5
83,16856,Matt Jones,RB,4,IND,SEA,12,20,3000,1.2
84,14385,Doug Martin,RB,4,TB,NYG,12,23,4500,1
85,19045,Aaron Jones,RB,4,GB,CHI,12,13,3700,1
86,19562,Austin Ekeler,RB,4,LAC,PHI,17,11,3000,0.9
87,18996,Wayne Gallman,RB,4,NYG,TB,29,8,3000,0.9
88,16966,Aaron Ripkowski,FB,4,GB,CHI,12,13,3000,0.8
89,14786,Patrick DiMarco,FB,4,BUF,ATL,23,29,3000,0.8
90,17197,Corey Grant,RB,4,JAX,NYJ,27,26,3700,0.8
91,18617,Elijhaa Penny,RB,4,ARI,SF,26,27,3000,0.8
92,14789,Jamize Olawale,FB,4,OAK,DEN,11,2,3000,0.7
93,15616,Fozzy Whittaker,RB,4,CAR,NE,32,32,3000,0.7
94,19078,Matt Dayes,RB,4,CLE,CIN,8,6,3000,0.7
95,13741,Brandon Bolden,RB,4,NE,CAR,3,4,3000,0.7
96,14891,Tommy Bohanon,FB,4,JAX,NYJ,27,26,3000,0.5
97,17199,Akeem Hunt,RB,4,KC,WAS,5,7,3000,0.5
98,18093,Andy Janovich,FB,4,DEN,OAK,24,19,3000,0.5
99,16928,Michael Burton,FB,4,CHI,GB,8,25,3000,0.4
100,17360,Rod Smith,RB,4,DAL,LAR,20,31,3300,0.4
101,19033,Brian Hill,RB,4,ATL,BUF,1,3,3000,0.4
102,16534,Roosevelt Nix,RB,4,PIT,BAL,7,18,3000,0.4
103,16441,Senorise Perry,RB,4,MIA,NO,31,30,3000,0.4
104,13418,Anthony Sherman,FB,4,KC,WAS,5,7,3000,0.4
105,13063,Taiwan Jones,RB,4,BUF,ATL,23,29,3000,0.4
106,16210,Jay Prosch,FB,4,HOU,TEN,30,16,3000,0.3
107,15631,Derrick Coleman,FB,4,ATL,BUF,1,3,3000,0.3
108,18115,Derek Watt,FB,4,LAC,PHI,17,11,3000,0.3
109,16869,Jalston Fowler,RB,4,TEN,HOU,25,10,3000,0.3
110,18339,Tre Madden,RB,4,SEA,IND,29,17,3000,0.3
111,18652,CJ Ham,RB,4,MIN,DET,9,21,3000,0.3
112,15966,David Fluellen,RB,4,TEN,HOU,25,10,3000,0.3
113,18114,Dan Vitale,FB,4,CLE,CIN,8,6,3000,0.3
114,16378,Keith Smith,FB,4,DAL,LAR,20,31,3000,0.3
115,14783,James Develin,RB,4,NE,CAR,3,4,3000,0.2
116,17066,Terrell Watson,RB,4,PIT,BAL,7,18,3000,0.2
117,13102,Jordan Todman,RB,4,HOU,TEN,30,16,3000,0.2
118,17217,Raheem Mostert,RB,4,SF,ARI,18,5,3000,0.2
119,19090,Devante Mays,RB,4,GB,CHI,12,13,3500,0
120,14549,Joe Banyard,RB,4,BUF,ATL,23,29,3000,0
121,17089,Terron Ward,RB,4,ATL,BUF,1,3,3000,0
122,12317,Danny Woodhead,RB,4,BAL,PIT,4,28,4000,0
123,18488,Tra Carson,RB,4,CIN,CLE,16,13,3000,0
124,8066,Darren McFadden,RB,4,DAL,LAR,20,31,4500,0
125,19529,Justin Davis,RB,4,LAR,DAL,15,17,3000,0
126,18152,Dwayne Washington,RB,4,DET,MIN,21,1,3800,0
127,14917,Rex Burkhead,RB,4,NE,CAR,3,4,4000,0
128,16934,Cameron Artis-Payne,RB,4,CAR,NE,32,32,3000,0
129,2699,Matt Forte,RB,4,NYJ,JAX,2,15,3900,0
130,16797,TJ Yeldon,RB,4,JAX,NYJ,27,26,3900,0
131,16847,David Johnson,RB,4,ARI,SF,26,27,6300,0
132,19032,TJ Logan,RB,4,ARI,SF,26,27,3000,0
133,6198,Darren Sproles,RB,4,PHI,LAC,19,14,4000,0
134,16008,Orleans Darkwa,RB,4,NYG,TB,29,8,3400,0
135,19085,De'Angelo Henderson,RB,4,DEN,OAK,24,19,3600,0
136,15497,George Winn,RB,4,IND,SEA,12,20,3000,0
137,17050,Thomas Rawls,RB,4,SEA,IND,29,17,4100,0
138,17965,CJ Prosise,RB,4,SEA,IND,29,17,4400,0
