Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,14967,Le'Veon Bell,RB,2,PIT,MIN,5,7,9800,20.3
2,17923,Ezekiel Elliott,RB,2,DAL,DEN,1,21,7800,17.2
3,16524,Devonta Freeman,RB,2,ATL,GB,28,12,7300,16.9
4,16771,Todd Gurley,RB,2,LAR,WAS,23,28,6800,16.4
5,16776,Melvin Gordon,RB,2,LAC,MIA,27,17,7000,16.4
6,11932,LeSean McCoy,RB,2,BUF,CAR,25,10,8600,16
7,18944,Kareem Hunt,RB,2,KC,PHI,10,11,6800,14.7
8,16909,Jay Ajayi,RB,2,MIA,LAC,16,24,6400,14.4
9,18803,Leonard Fournette,RB,2,JAX,TEN,19,2,6500,14
10,18872,Dalvin Cook,RB,2,MIN,PIT,9,26,5900,13.9
11,18877,Christian McCaffrey,RB,2,CAR,BUF,17,29,5600,13.6
12,12386,Marshawn Lynch,RB,2,OAK,NYJ,21,19,6000,13.6
13,16855,Ty Montgomery,RB,2,GB,ATL,29,25,5800,13.6
14,13124,DeMarco Murray,RB,2,TEN,JAX,13,14,6300,13.5
15,13791,Lamar Miller,RB,2,HOU,CIN,12,18,5300,13.3
16,18067,Jordan Howard,RB,2,CHI,TB,18,22,5900,12.8
17,16668,Carlos Hyde,RB,2,SF,SEA,4,5,4900,11.9
18,16142,Terrance West,RB,2,BAL,CLE,31,31,5100,11.8
19,15020,CJ Anderson,RB,2,DEN,DAL,14,1,4700,11.8
20,12800,Bilal Powell,RB,2,NYJ,OAK,22,23,5000,11.7
21,13337,Mark Ingram,RB,2,NO,NE,2,3,4900,11.7
22,16127,Isaiah Crowell,RB,2,CLE,BAL,8,9,4900,11.6
23,16834,Tevin Coleman,RB,2,ATL,GB,28,12,5300,11.2
24,19003,Tarik Cohen,RB,2,CHI,TB,18,22,4100,11.2
25,17972,Paul Perkins,RB,2,NYG,DET,9,19,3800,11.1
26,13299,Jacquizz Rodgers,RB,2,TB,CHI,20,13,4400,10.4
27,15126,Theo Riddick,RB,2,DET,NYG,26,10,4500,10.4
28,16056,James White,RB,2,NE,NO,30,30,4000,10.3
29,16815,Ameer Abdullah,RB,2,DET,NYG,26,10,4100,10.1
30,14872,Mike Gillislee,RB,2,NE,NO,30,30,5700,10.1
31,2699,Matt Forte,RB,2,NYJ,OAK,22,23,4200,10.1
32,16838,Duke Johnson,RB,2,CLE,BAL,8,9,3900,10
33,12780,Shane Vereen,RB,2,NYG,DET,9,19,4000,9.8
34,5820,Frank Gore,RB,2,IND,ARI,7,4,4000,9.7
35,16886,Javorius Allen,RB,2,BAL,CLE,31,31,4100,9.6
36,15010,Kerwynn Williams,RB,2,ARI,IND,26,27,4800,9.6
37,18858,Joe Mixon,RB,2,CIN,HOU,3,15,5000,9.6
38,18451,Rob Kelley,RB,2,WAS,LAR,15,16,3900,9.4
39,5451,Jonathan Stewart,RB,2,CAR,BUF,17,29,4400,9.4
40,6198,Darren Sproles,RB,2,PHI,KC,11,20,3900,9.4
41,14916,Giovani Bernard,RB,2,CIN,HOU,3,15,4000,9.3
42,12296,LeGarrette Blount,RB,2,PHI,KC,11,20,4400,8.9
43,15102,Chris Thompson,RB,2,WAS,LAR,15,16,3800,8.8
44,18878,Alvin Kamara,RB,2,NO,NE,2,3,3500,8.8
45,16609,Charles Sims,RB,2,TB,CHI,20,13,3900,8.7
46,7969,Jamaal Charles,RB,2,DEN,DAL,14,1,4200,8.1
47,15224,Andre Ellington,RB,2,ARI,IND,26,27,4000,8.1
48,17050,Thomas Rawls,RB,2,SEA,SF,32,32,4600,7.1
49,19119,Chris Carson,RB,2,SEA,SF,32,32,4100,7
50,4807,Adrian Peterson,RB,2,NO,NE,2,3,4700,6.9
51,14917,Rex Burkhead,RB,2,NE,NO,30,30,3900,6.8
52,17965,CJ Prosise,RB,2,SEA,SF,32,32,3900,5.8
53,18061,Deandre Washington,RB,2,OAK,NYJ,21,19,4000,5.7
54,17959,Derrick Henry,RB,2,TEN,JAX,13,14,5500,5.6
55,18690,Jalen Richard,RB,2,OAK,NYJ,21,19,4000,5.3
56,14901,Kyle Juszczyk,FB,2,SF,SEA,4,5,3000,5
57,16510,Jerick McKinnon,RB,2,MIN,PIT,9,26,3200,4.9
58,18995,Jamaal Williams,RB,2,GB,ATL,29,25,4400,4.8
59,4738,Mike Tolbert,FB,2,BUF,CAR,25,10,3800,4.8
60,16307,Charcandrick West,RB,2,KC,PHI,10,11,4000,4.8
61,6828,Chris Johnson,RB,2,ARI,IND,26,27,3000,4.7
62,16112,Jeremy Hill,RB,2,CIN,HOU,3,15,3900,4.7
63,16031,Damien Williams,RB,2,MIA,LAC,16,24,3800,4.6
64,14533,Robert Turbin,RB,2,IND,ARI,7,4,4000,4.6
65,18041,Tyler Ervin,RB,2,HOU,CIN,12,18,3000,4.6
66,16345,Branden Oliver,RB,2,LAC,MIA,27,17,4000,4.2
67,16008,Orleans Darkwa,RB,2,NYG,DET,9,19,3400,4
68,18998,Marlon Mack,RB,2,IND,ARI,7,4,3800,3.9
69,19319,Matt Breida,RB,2,SF,SEA,4,5,3800,3.7
70,18070,Wendell Smallwood,RB,2,PHI,KC,11,20,3800,3.7
71,12239,Chris Ivory,RB,2,JAX,TEN,19,2,3600,3.4
72,12708,Dion Lewis,RB,2,NE,NO,30,30,3400,3.1
73,17053,Malcolm Brown,RB,2,LAR,WAS,23,28,3900,3
74,18003,Kenyan Drake,RB,2,MIA,LAC,16,24,4000,2.9
75,18983,James Conner,RB,2,PIT,MIN,5,7,4500,2.7
76,15071,Latavius Murray,RB,2,MIN,PIT,9,26,4100,2.6
77,14269,Alfred Morris,RB,2,DAL,DEN,1,21,4500,2.6
78,18957,D'Onta Foreman,RB,2,HOU,CIN,12,18,4100,2.6
79,18152,Dwayne Washington,RB,2,DET,NYG,26,10,3800,2.1
80,19078,Matt Dayes,RB,2,CLE,BAL,8,9,3000,1.9
81,18993,Samaje Perine,RB,2,WAS,LAR,15,16,3800,1.9
82,18617,Elijhaa Penny,RB,2,ARI,IND,26,27,3000,1.5
83,19109,Elijah McGuire,RB,2,NYJ,OAK,22,23,3500,1.1
84,16966,Aaron Ripkowski,FB,2,GB,ATL,29,25,3000,1.1
85,18375,Peyton Barber,RB,2,TB,CHI,20,13,3000,1
86,16210,Jay Prosch,FB,2,HOU,CIN,12,18,3000,1
87,19045,Aaron Jones,RB,2,GB,ATL,29,25,3700,1
88,19562,Austin Ekeler,RB,2,LAC,MIA,27,17,3000,1
89,15616,Fozzy Whittaker,RB,2,CAR,BUF,17,29,3100,0.7
90,13418,Anthony Sherman,FB,2,KC,PHI,10,11,3000,0.6
91,14891,Tommy Bohanon,FB,2,JAX,TEN,19,2,3000,0.6
92,17217,Raheem Mostert,RB,2,SF,SEA,4,5,3000,0.6
93,1589,John Kuhn,FB,2,NO,NE,2,3,3000,0.6
94,18093,Andy Janovich,FB,2,DEN,DAL,14,1,3000,0.6
95,19085,De'Angelo Henderson,RB,2,DEN,DAL,14,1,3600,0.5
