Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,14856,Zach Ertz,TE,7,PHI,WAS,12,28,6900,15.9
2,10974,Rob Gronkowski,TE,7,NE,ATL,16,7,7300,15.5
3,15048,Travis Kelce,TE,7,KC,OAK,18,16,6400,14.3
4,15100,Jordan Reed,TE,7,WAS,PHI,17,10,4800,12
5,11488,Jimmy Graham,TE,7,SEA,NYG,24,32,4900,11.6
6,18912,Evan Engram,TE,7,NYG,SEA,5,14,4400,11.4
7,7175,Delanie Walker,TE,7,TEN,CLE,21,31,5800,11
8,16608,Austin Seferian-Jenkins,TE,7,NYJ,MIA,8,18,5000,10.4
9,13275,Kyle Rudolph,TE,7,MIN,BAL,9,30,3800,10.1
10,722,Jason Witten,TE,7,DAL,SF,28,1,4500,9.7
11,16593,Cameron Brate,TE,7,TB,BUF,4,5,4700,9.6
12,17975,Hunter Henry,TE,7,LAC,DEN,7,27,4200,9.3
13,17963,Austin Hooper,TE,7,ATL,NE,32,29,4100,8.9
14,8534,Jared Cook,TE,7,OAK,KC,23,11,3500,8.9
15,19063,George Kittle,TE,7,SF,DAL,27,12,3600,8.3
16,15602,Jack Doyle,TE,7,IND,JAX,2,22,3400,8.3
17,12415,Zach Miller,TE,7,CHI,CAR,10,16,3200,8.1
18,11756,Benjamin Watson,TE,7,BAL,MIN,6,17,3000,7.6
19,12153,Ed Dickson,TE,7,CAR,CHI,13,15,3500,7.6
20,1181,Martellus Bennett,TE,7,GB,NO,23,19,3300,7.6
21,16846,Tyler Kroft,TE,7,CIN,PIT,1,6,3000,7.6
22,13027,Julius Thomas,TE,7,MIA,NYJ,19,26,2600,7.2
23,11026,Jermaine Gresham,TE,7,ARI,LAR,20,11,2600,6.8
24,13997,Coby Fleener,TE,7,NO,GB,14,2,3000,6.7
25,18032,Tyler Higbee,TE,7,LAR,ARI,26,25,2700,6.5
26,16954,Nick O'Leary,TE,7,BUF,TB,30,8,3100,6.4
27,16920,Jesse James,TE,7,PIT,CIN,3,4,2900,6.2
28,7884,Antonio Gates,TE,7,LAC,DEN,7,27,2800,6.1
29,16962,AJ Derby,TE,7,DEN,LAC,18,3,2800,6.1
30,3061,Marcedes Lewis,TE,7,JAX,IND,31,21,2600,5.8
31,18876,David Njoku,TE,7,CLE,TEN,25,9,2900,5.7
32,18057,Seth DeValve,TE,7,CLE,TEN,25,9,2600,5.5
33,5084,Vernon Davis,TE,7,WAS,PHI,17,10,3700,5.2
34,14876,Dion Sims,TE,7,CHI,CAR,10,16,2600,4.3
35,13016,Virgil Green,TE,7,DEN,LAC,18,3,2500,3.9
36,16931,Nick Boyle,TE,7,BAL,MIN,6,17,2500,3.8
37,18990,Jonnu Smith,TE,7,TEN,CLE,21,31,2600,3.8
38,18901,OJ Howard,TE,7,TB,BUF,4,5,2600,3.5
39,18935,Gerald Everett,TE,7,LAR,ARI,26,25,2600,3.3
40,15263,Luke Willson,TE,7,SEA,NYG,24,32,2600,3.3
41,14445,Rhett Ellison,TE,7,NYG,SEA,5,14,2500,3
42,16853,Jeff Heuerman,TE,7,DEN,LAC,18,3,2500,2.9
43,15305,Demetrius Harris,TE,7,KC,OAK,18,16,2800,2.8
44,15965,Trey Burton,TE,7,PHI,WAS,12,28,2500,2.8
45,16648,Troy Niklas,TE,7,ARI,LAR,20,11,2500,2.7
46,11535,Michael Hoomanawanui,TE,7,NO,GB,14,2,2500,2.5
47,15239,Vance McDonald,TE,7,PIT,CIN,3,4,2600,2.5
48,15866,Josh Hill,TE,7,NO,GB,14,2,2500,2.3
49,13386,Lance Kendricks,TE,7,GB,NO,23,19,2500,2.2
50,16933,James O'Shaughnessy,TE,7,JAX,IND,31,21,2500,1.9
51,18931,Adam Shaheen,TE,7,CHI,CAR,10,16,2500,1.8
52,1545,Anthony Fasano,TE,7,MIA,NYJ,19,26,2500,1.8
53,15937,Phillip Supernaw,TE,7,TEN,CLE,21,31,2500,1.7
54,15378,Levine Toilolo,TE,7,ATL,NE,32,29,2500,1.6
55,16491,Richard Rodgers,TE,7,GB,NO,23,19,2500,1.3
56,14152,James Hanna,TE,7,DAL,SF,28,1,2500,1.2
57,14496,Garrett Celek,TE,7,SF,DAL,27,12,2500,1.2
58,16917,CJ Uzomah,TE,7,CIN,PIT,1,6,2500,1.2
59,18999,Jordan Leggett,TE,7,NYJ,MIA,8,18,2500,1.1
60,5511,Brent Celek,TE,7,PHI,WAS,12,28,2500,1.1
61,18101,Jerell Adams,TE,7,NYG,SEA,5,14,2500,0.9
62,13987,Dwayne Allen,TE,7,NE,ATL,16,7,2700,0.8
63,12777,Lee Smith,TE,7,OAK,KC,23,11,2500,0.8
64,15640,Derek Carrier,TE,7,LAR,ARI,26,25,2500,0.8
65,15561,Brandon Williams,TE,7,IND,JAX,2,22,2500,0.8
66,17750,Ross Travis,TE,7,KC,OAK,18,16,2500,0.8
67,19176,Darrell Daniels,TE,7,IND,JAX,2,22,2500,0.8
68,15371,MarQueis Gray,TE,7,MIA,NYJ,19,26,2500,0.8
69,17415,Matt LaCosse,TE,7,NYG,SEA,5,14,2500,0.8
70,13370,Luke Stocker,TE,7,TB,BUF,4,5,2500,0.7
71,17223,Eric Tomlinson,TE,7,NYJ,MIA,8,18,2500,0.7
72,17005,Geoff Swaim,TE,7,DAL,SF,28,1,2500,0.7
73,16829,Clive Walford,TE,7,OAK,KC,23,11,2500,0.6
74,16958,Randall Telfer,TE,7,CLE,TEN,25,9,2500,0.6
75,19067,Jeremy Sprinkle,TE,7,WAS,PHI,17,10,2500,0.6
76,16988,Ben Koyack,TE,7,JAX,IND,31,21,2500,0.6
77,16395,Xavier Grimble,TE,7,PIT,CIN,3,4,2500,0.6
78,18105,David Morgan,TE,7,MIN,BAL,9,30,2500,0.6
79,19281,Jacob Hollister,TE,7,NE,ATL,16,7,2500,0.6
80,11345,Logan Paulsen,TE,7,SF,DAL,27,12,2500,0.6
81,19219,Cethan Carter,TE,7,CIN,PIT,1,6,2500,0.5
82,19035,Eric Saubert,TE,7,ATL,NE,32,29,2500,0.5
83,13170,Niles Paul,TE,7,WAS,PHI,17,10,2500,0.5
84,16878,Blake Bell,TE,7,MIN,BAL,9,30,2500,0.4
85,17154,Khari Lee,TE,7,BUF,TB,30,8,2500,0.4
86,18019,Nick Vannett,TE,7,SEA,NYG,24,32,2500,0.4
87,17762,Chris Manhertz,TE,7,CAR,CHI,13,15,2500,0.4
88,14820,Sean McGrath,TE,7,LAC,DEN,7,27,2500,0.3
89,18250,Henry Krieger-Coble,TE,7,IND,JAX,2,22,2500,0.2
90,12751,Charles Clay,TE,7,BUF,TB,30,8,4000,0
91,16656,Logan Thomas,TE,7,BUF,TB,30,8,2600,0
92,1658,Greg Olsen,TE,7,CAR,CHI,13,15,4600,0
93,16238,Erik Swoope,TE,7,IND,JAX,2,22,2500,0
94,16816,Maxx Williams,TE,7,BAL,MIN,6,17,2500,0
95,16111,Ryan Hewitt,TE,7,CIN,PIT,1,6,2500,0
96,18133,Rico Gathers,TE,7,DAL,SF,28,1,2500,0
