Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,84,Los Angeles Chargers,DST,16,LAC,CLE,--,--,3400,10.2
2,21,New England Patriots,DST,16,NE,NYJ,--,--,3600,9.1
3,55,Kansas City Chiefs,DST,16,KC,DEN,--,--,3500,9.1
4,90,Seattle Seahawks,DST,16,SEA,ARI,--,--,3700,8.9
5,75,New York Giants,DST,16,NYG,PHI,--,--,3300,8.8
6,34,Tennessee Titans,DST,16,TEN,JAX,--,--,3400,8.5
7,49,Denver Broncos,DST,16,DEN,KC,--,--,3300,8.5
8,26,Philadelphia Eagles,DST,16,PHI,NYG,--,--,2800,8.5
9,28,Pittsburgh Steelers,DST,16,PIT,BAL,--,--,3000,8.1
10,93,San Francisco 49ers,DST,16,SF,LAR,--,--,2800,7.8
11,13,Houston Texans,DST,16,HOU,CIN,--,--,3100,7.6
12,97,Washington Redskins,DST,16,WAS,CHI,--,--,3200,7.5
13,12,Green Bay Packers,DST,16,GB,MIN,--,--,3300,7.4
14,32,Los Angeles Rams,DST,16,LAR,SF,--,--,3500,7.3
15,95,Tampa Bay Buccaneers,DST,16,TB,NO,--,--,2600,7.1
16,83,Oakland Raiders,DST,16,OAK,IND,--,--,2800,7.1
17,7,Cincinnati Bengals,DST,16,CIN,HOU,--,--,3200,7
18,64,Miami Dolphins,DST,16,MIA,BUF,--,--,3000,6.8
19,1,Arizona Cardinals,DST,16,ARI,SEA,--,--,2600,6.7
20,48,Dallas Cowboys,DST,16,DAL,DET,--,--,2800,6.7
21,2,Atlanta Falcons,DST,16,ATL,CAR,--,--,2700,6.6
22,69,New Orleans Saints,DST,16,NO,TB,--,--,2400,6.6
23,67,Minnesota Vikings,DST,16,MIN,GB,--,--,2900,6.5
24,36,Baltimore Ravens,DST,16,BAL,PIT,--,--,2900,6.2
25,5,Carolina Panthers,DST,16,CAR,ATL,--,--,2500,6
26,8,Cleveland Browns,DST,16,CLE,LAC,--,--,2200,5.9
27,37,Buffalo Bills,DST,16,BUF,MIA,--,--,3100,5.8
28,38,Chicago Bears,DST,16,CHI,WAS,--,--,2300,5.4
29,52,Jacksonville Jaguars,DST,16,JAX,TEN,--,--,2900,5
30,14,Indianapolis Colts,DST,16,IND,OAK,--,--,2500,4.8
31,11,Detroit Lions,DST,16,DET,DAL,--,--,2700,4.5
32,82,New York Jets,DST,16,NYJ,NE,--,--,2300,3.6
