Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,11056,Antonio Brown,WR,16,PIT,BAL,5,22,8200,20.1
2,16597,Mike Evans,WR,16,TB,NO,29,14,8500,19.8
3,16389,Odell Beckham Jr,WR,16,NYG,PHI,12,31,8600,18.6
4,4556,Jordy Nelson,WR,16,GB,MIN,3,2,7000,16.6
5,14005,TY Hilton,WR,16,IND,OAK,24,17,7800,16.6
6,8355,Julian Edelman,WR,16,NE,NYJ,26,20,6900,16.5
7,13291,Julio Jones,WR,16,ATL,CAR,27,26,8100,16.4
8,5571,Larry Fitzgerald,WR,16,ARI,SEA,2,18,6100,15.8
9,13460,Doug Baldwin,WR,16,SEA,ARI,8,21,6000,15.8
10,11197,Demaryius Thomas,WR,16,DEN,KC,14,25,6400,15.8
11,9331,Michael Crabtree,WR,16,OAK,IND,25,12,6100,15.7
12,11611,Golden Tate,WR,16,DET,DAL,12,15,6600,15.7
13,16765,Amari Cooper,WR,16,OAK,IND,25,12,6500,15.5
14,11270,Dez Bryant,WR,16,DAL,DET,16,11,6500,15.3
15,16568,Brandin Cooks,WR,16,NO,TB,21,16,6800,14.9
16,14986,DeAndre Hopkins,WR,16,HOU,CIN,17,4,5200,14.8
17,16906,Stefon Diggs,WR,16,MIN,GB,19,28,5900,14.7
18,11063,Emmanuel Sanders,WR,16,DEN,KC,14,25,6000,14.5
19,17048,Tyrell Williams,WR,16,LAC,CLE,31,24,5800,14.5
20,14187,Alshon Jeffery,WR,16,CHI,WAS,28,11,6300,14.4
21,8532,Kenny Britt,WR,16,LAR,SF,32,31,5700,14.2
22,16020,Jarvis Landry,WR,16,MIA,BUF,13,9,5500,14.1
23,17960,Michael Thomas,WR,16,NO,TB,21,16,6000,13.6
24,15974,Jordan Matthews,WR,16,PHI,NYG,6,9,5100,13.2
25,16263,Allen Robinson,WR,16,JAX,TEN,20,30,4600,13.2
26,16866,Jamison Crowder,WR,16,WAS,CHI,12,29,5600,13
27,6767,Pierre Garcon,WR,16,WAS,CHI,12,29,4900,13
28,16470,Davante Adams,WR,16,GB,MIN,3,2,5400,12.9
29,16141,Willie Snead,WR,16,NO,TB,21,16,5500,12.8
30,13693,Terrelle Pryor,WR,16,CLE,LAC,22,10,4900,12.7
31,16728,Dontrelle Inman,WR,16,LAC,CLE,31,24,6000,12.4
32,4358,Steve Smith,WR,16,BAL,PIT,8,2,5100,12
33,14141,Cole Beasley,WR,16,DAL,DET,16,11,4900,11.9
34,16258,Marqise Lee,WR,16,JAX,TEN,20,30,4300,11.9
35,13788,Rishard Matthews,WR,16,TEN,JAX,10,6,4900,11.8
36,16550,Kelvin Benjamin,WR,16,CAR,ATL,30,19,5500,11.8
37,11667,Brandon Marshall,WR,16,NYJ,NE,7,8,5300,11.7
38,16129,Taylor Gabriel,WR,16,ATL,CAR,27,26,6200,11.5
39,16232,Donte Moncrief,WR,16,IND,OAK,24,17,5400,11.5
40,8529,Mike Wallace,WR,16,BAL,PIT,8,2,4800,11.3
41,18082,Tyreek Hill,WR,16,KC,DEN,1,1,5900,11.3
42,16003,Sammy Watkins,WR,16,BUF,MIA,23,22,5000,11.1
43,18034,Malcolm Mitchell,WR,16,NE,NYJ,26,20,5200,11
44,17167,Cameron Meredith,WR,16,CHI,WAS,28,11,4700,10.8
45,11712,Anquan Boldin,WR,16,DET,DAL,12,15,4100,10.6
46,18187,Robby Anderson,WR,16,NYJ,NE,7,8,4800,10.5
47,11463,Brandon LaFell,WR,16,CIN,HOU,4,3,4800,10.5
48,15534,Adam Thielen,WR,16,MIN,GB,19,28,4600,10.5
49,13870,Marvin Jones,WR,16,DET,DAL,12,15,4200,10.4
50,16830,Tyler Lockett,WR,16,SEA,ARI,8,21,4800,10.3
51,17961,Sterling Shepard,WR,16,NYG,PHI,12,31,4600,10.3
52,17986,Tyler Boyd,WR,16,CIN,HOU,4,3,4100,10
53,16775,Devante Parker,WR,16,MIA,BUF,13,9,4200,9.9
54,15215,Tavon Austin,WR,16,LAR,SF,32,31,4000,9.9
55,8914,Jeremy Maclin,WR,16,KC,DEN,1,1,4400,9.8
56,14828,Chris Hogan,WR,16,NE,NYJ,26,20,4200,9.6
57,3943,DeSean Jackson,WR,16,WAS,CHI,12,29,5500,9.4
58,13878,Mohamed Sanu,WR,16,ATL,CAR,27,26,5100,9.1
