Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,16597,Mike Evans,WR,17,TB,CAR,27,22,8000,19.2
2,4556,Jordy Nelson,WR,17,GB,DET,19,18,8100,18.7
3,13291,Julio Jones,WR,17,ATL,NO,30,16,8400,17.9
4,14005,TY Hilton,WR,17,IND,JAX,10,6,7600,17.2
5,8355,Julian Edelman,WR,17,NE,MIA,24,25,6400,17
6,13460,Doug Baldwin,WR,17,SEA,SF,32,27,7200,16.4
7,5571,Larry Fitzgerald,WR,17,ARI,LAR,15,26,6000,16.4
8,11611,Golden Tate,WR,17,DET,GB,22,32,6600,15.6
9,16568,Brandin Cooks,WR,17,NO,ATL,29,20,6900,15.2
10,17960,Michael Thomas,WR,17,NO,ATL,29,20,6700,14.6
11,15534,Adam Thielen,WR,17,MIN,CHI,18,29,5600,14.6
12,11063,Emmanuel Sanders,WR,17,DEN,OAK,23,18,6100,14.5
13,16020,Jarvis Landry,WR,17,MIA,NE,2,7,5000,14.5
14,16263,Allen Robinson,WR,17,JAX,IND,28,11,5500,14.3
15,18082,Tyreek Hill,WR,17,KC,LAC,16,8,5600,13.8
16,11197,Demaryius Thomas,WR,17,DEN,OAK,23,18,6300,13.7
17,17048,Tyrell Williams,WR,17,LAC,KC,12,19,5700,13.7
18,16470,Davante Adams,WR,17,GB,DET,19,18,5700,13.6
19,14187,Alshon Jeffery,WR,17,CHI,MIN,6,4,5900,13.3
20,13693,Terrelle Pryor,WR,17,CLE,PIT,8,3,4200,13.1
21,11463,Brandon LaFell,WR,17,CIN,BAL,7,24,4500,13
22,17167,Cameron Meredith,WR,17,CHI,MIN,6,4,5200,13
23,17480,Eli Rogers,WR,17,PIT,CLE,31,23,4000,13
24,9331,Michael Crabtree,WR,17,OAK,DEN,1,1,5600,12.7
25,14986,DeAndre Hopkins,WR,17,HOU,TEN,22,30,6500,12.6
26,4358,Steve Smith,WR,17,BAL,CIN,13,2,4900,12.5
27,16003,Sammy Watkins,WR,17,BUF,NYJ,26,17,5800,12.4
28,6767,Pierre Garcon,WR,17,WAS,NYG,5,9,5000,12.4
29,16765,Amari Cooper,WR,17,OAK,DEN,1,1,5500,12.2
30,16141,Willie Snead,WR,17,NO,ATL,29,20,5400,12.2
31,3943,DeSean Jackson,WR,17,WAS,NYG,5,9,5600,12
32,16258,Marqise Lee,WR,17,JAX,IND,28,11,4600,11.9
33,16389,Odell Beckham Jr,WR,17,NYG,WAS,25,13,9000,11.4
34,16728,Dontrelle Inman,WR,17,LAC,KC,12,19,5300,11.3
35,16919,JJ Nelson,WR,17,ARI,LAR,15,26,4600,11.3
36,16550,Kelvin Benjamin,WR,17,CAR,TB,20,14,5300,11.3
37,16866,Jamison Crowder,WR,17,WAS,NYG,5,9,5000,11
38,8529,Mike Wallace,WR,17,BAL,CIN,13,2,4600,10.8
39,13878,Mohamed Sanu,WR,17,ATL,NO,30,16,4600,10.8
40,13788,Rishard Matthews,WR,17,TEN,HOU,3,5,4100,10.3
41,14828,Chris Hogan,WR,17,NE,MIA,24,25,3900,10.3
42,13870,Marvin Jones,WR,17,DET,GB,22,32,4200,10.1
43,15215,Tavon Austin,WR,17,LAR,ARI,9,28,4300,10.1
44,17986,Tyler Boyd,WR,17,CIN,BAL,7,24,4000,10.1
45,8914,Jeremy Maclin,WR,17,KC,LAC,16,8,4700,10
46,11712,Anquan Boldin,WR,17,DET,GB,22,32,4100,9.9
47,16775,Devante Parker,WR,17,MIA,NE,2,7,4300,9.1
48,14141,Cole Beasley,WR,17,DAL,PHI,14,31,4700,9
49,17961,Sterling Shepard,WR,17,NYG,WAS,25,13,4900,8.6
50,16640,John Brown,WR,17,ARI,LAR,15,26,3600,8.4
51,17290,Adam Humphries,WR,17,TB,CAR,27,22,3700,8.3
52,18187,Robby Anderson,WR,17,NYJ,BUF,17,10,4400,8.2
53,15150,Cordarrelle Patterson,WR,17,MIN,CHI,18,29,3400,8.2
54,15196,Kenny Stills,WR,17,MIA,NE,2,7,3900,8.2
55,14871,Robert Woods,WR,17,BUF,NYJ,26,17,3600,8.1
56,14424,Brian Quick,WR,17,LAR,ARI,9,28,3600,8.1
57,17916,Will Fuller,WR,17,HOU,TEN,22,30,4500,8
58,16063,Quincy Enunwa,WR,17,NYJ,BUF,17,10,3800,8
59,12109,Ted Ginn,WR,17,CAR,TB,20,14,4500,8
60,12794,Jeremy Kerley,WR,17,SF,SEA,4,21,3200,7.9
61,17938,Corey Coleman,WR,17,CLE,PIT,8,3,3700,7.9
62,11270,Dez Bryant,WR,17,DAL,PHI,14,31,6200,7.8
63,16848,Sammie Coates,WR,17,PIT,CLE,31,23,3000,7.5
64,16801,Dorial Green-Beckham,WR,17,PHI,DAL,11,12,3200,7.2
65,14478,Michael Floyd,WR,17,NE,MIA,24,25,3500,7.1
66,16790,Phillip Dorsett,WR,17,IND,JAX,10,6,3700,6.9
67,14749,Jermaine Kearse,WR,17,SEA,SF,32,27,4000,6.7
68,14920,Cobi Hamilton,WR,17,PIT,CLE,31,23,3000,6.2
69,15088,Terrance Williams,WR,17,DAL,PHI,14,31,3500,6.2
70,15066,Brice Butler,WR,17,DAL,PHI,14,31,3700,6
71,14850,Russell Shepard,WR,17,TB,CAR,27,22,3400,5.9
72,16781,Nelson Agholor,WR,17,PHI,DAL,11,12,3300,5.9
73,15141,Charles Johnson,WR,17,MIN,CHI,18,29,3200,5.6
